K,GEP,spectra_file,Name,pathway,ES,NES,NOM_p,FDR_q,FWER p-val,Tag %,Gene %,leading_edge
15,1,anal_pc5_c21_S1.filtered.gene_spectra_score.k_15.dt_0_01.txt,prerank,HALLMARK_ALLOGRAFT_REJECTION,-0.6004488814585343,-2.5944645762090763,0.0,0.0,0.0,89/121,28.80%,CTSS;CD74;IL2RG;ITGAL;SRGN;CCND2;CD79A;HCLS1;IL16;LTB;CD2;PTPRC;ETS1;IRF8;ITGB2;CD96;FYB1;MAP4K1;ZAP70;CD3E;CD4;LCP2;CD3D;IRF4;CCL5;CD40;IL2RB;PRKCB;SPI1;LCK;PTPN6;WAS;NCF4;ITK;CD8A;IL12RB1;CD28;GZMA;CCR5;CD247;CD3G;CD7;TIMP1;LY75;FGR;SIT1;STAT4;ICAM1;TLR6;C2;FCGR2B;CXCR3;STAB1;PRF1;HDAC9;THY1;IL27RA;CD1D;TRAT1;GPR65;CD80;LY86;CCL2;IL18;TLR1;FASLG;IL2RA;CCND3;CD40LG;IL7;FAS;CCL11;KLRD1;CSF1;LIF;CCL4;CCR2;GBP2;CFP;CCR1;IL18RAP;CAPG;TNF;GZMB;IL1B;NLRP3;EREG;STAT1;INHBA
15,1,anal_pc5_c21_S1.filtered.gene_spectra_score.k_15.dt_0_01.txt,prerank,HALLMARK_INTERFERON_GAMMA_RESPONSE,-0.4776945725690369,-2.1394922694042657,0.0,0.0,0.0,73/111,30.46%,IFI27;CD74;C1S;ITGB7;NLRC5;IRF8;SOD2;C1R;SLAMF7;CIITA;CFB;IL10RA;LCP2;IRF4;CCL5;SAMHD1;CD40;ZBP1;IL2RB;IRF1;TNFAIP3;MT2A;CD38;PFKP;PTPN6;KLRK1;FGL2;RNF213;GZMA;NFKBIA;SAMD9L;CSF2RB;IFITM2;ISG20;CASP8;BANK1;ST3GAL5;STAT4;ICAM1;SP110;PDE4B;SERPING1;IFITM3;CD69;CFH;VCAM1;EIF4E3;GBP4;NAMPT;CCL2;GPR18;IFI30;SOCS3;IL7;UPP1;PSMB9;TRIM14;FAS;CD274;PNP;CXCL10;TNFAIP6;EPSTI1;RAPGEF6;SECTM1;PTGS2;STAT1;ISG15;OASL;JAK2;OAS2;FPR1;IFIT2
15,1,anal_pc5_c21_S1.filtered.gene_spectra_score.k_15.dt_0_01.txt,prerank,HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.5157034524323969,-1.9678743094548998,0.0,0.0014806588932074773,0.002008032128514056,36/53,30.32%,PLA2G2A;IL2RG;LTB;ITGA4;A2M;TNFRSF1B;TNFRSF12A;IRF1;CD38;IL12RB1;CSF2RB;CD14;IL1R2;PIK3R5;MAP3K8;HMOX1;IL2RA;SOCS3;IL1R1;IL7;CSF2RA;IL9R;FAS;IL3RA;CD36;CSF1;IL18R1;CXCL10;CXCL1;CCR1;TNF;IL1B;STAT1;CSF3R;ITGB3;CXCL3
15,1,anal_pc5_c21_S1.filtered.gene_spectra_score.k_15.dt_0_01.txt,prerank,HALLMARK_UNFOLDED_PROTEIN_RESPONSE,-0.6083287236194281,-1.905588363390995,0.0,0.002220988339811216,0.004016064257028112,12/23,19.08%,XBP1;HERPUD1;NABP1;HSP90B1;ERN1;ERO1A;DNAJB9;VEGFA;SLC7A5;HSPA5;CEBPB;CCL2
15,1,anal_pc5_c21_S1.filtered.gene_spectra_score.k_15.dt_0_01.txt,prerank,HALLMARK_COMPLEMENT,-0.3944571073021114,-1.7215245167369435,0.0,0.010216546363131592,0.023092369477911646,70/122,28.68%,CTSS;CA2;KYNU;C1S;CTSC;SERPINA1;LGALS3;C1R;SPOCK2;CFB;KLK1;LCP2;DOCK10;CCL5;IRF1;TNFAIP3;LCK;WAS;PRSS3;FN1;EHD1;FYN;CD55;RASGRP1;GZMA;TIMP1;PLEK;GNG2;CR1;C2;DUSP5;SH2B3;PIK3R5;C1QC;SERPING1;CPM;CFH;SERPINB2;ZEB1;HSPA5;C1QA;SERPINE1;CASP10;CEBPB;CTSL;GZMK;S100A12;CSRP1;CD40LG;FCER1G;PSMB9;DPP4;APOBEC3G;C3;CR2;CD36;MMP12;CXCL1;LGMN;CTSH;CDA;GATA3;TFPI2;ITGAM;DUSP6;CP;GZMB;PLAT;LIPA;GNGT2
15,1,anal_pc5_c21_S1.filtered.gene_spectra_score.k_15.dt_0_01.txt,prerank,HALLMARK_INTERFERON_ALPHA_RESPONSE,-0.44486487008593056,-1.686626446031548,0.0,0.01036461225245234,0.02710843373493976,28/50,30.46%,IFI27;CD74;C1S;SELL;IRF1;SAMD9L;IFITM2;ISG20;CASP8;SP110;IFITM3;GBP4;LAMP3;IFI30;IL7;PSMB9;TRIM14;SAMD9;TMEM140;CSF1;LPAR6;CXCL10;CCRL2;EPSTI1;GBP2;ISG15;OASL;IFIT2
15,1,anal_pc5_c21_S1.filtered.gene_spectra_score.k_15.dt_0_01.txt,prerank,HALLMARK_KRAS_SIGNALING_UP,-0.3547991309976921,-1.5643501313881911,0.02702702702702703,0.02506543983501229,0.07630522088353414,66/131,25.02%,CTSS;LAPTM5;IL2RG;IKZF1;TMEM176B;DOCK2;CA2;SPON1;CCND2;LCP1;CD37;ETS1;IRF8;ITGB2;CXCR4;MAP4K1;TNFRSF1B;PECAM1;CFB;PRDM1;EPHB2;TMEM176A;IL10RA;TRAF1;KCNN4;FUCA1;IL7R;ENG;ADAM8;TNFAIP3;LAT2;EMP1;ERO1A;BIRC3;MALL;ID2;ST6GAL1;TSPAN7;TRIB1;ADAMDEC1;ACE;CFH;NRP1;PRRX1;PLVAP;ADGRA2;ABCB1;HDAC9;CCL20;GLRX;SLPI;PPP1R15A;VWA5A;C3AR1;FCER1G;IL33;CSF2RA;GNG11;LY96;F13A1;EPB41L3;IGFBP3;G0S2;LIF;TSPAN1;CXCL10
15,1,anal_pc5_c21_S1.filtered.gene_spectra_score.k_15.dt_0_01.txt,prerank,HALLMARK_WNT_BETA_CATENIN_SIGNALING,0.664976575541385,1.4945842425258178,0.0442225392296719,0.5223203875948907,0.453,6/15,11.54%,JAG2;DLL1;JAG1;HEY1;CSNK1E;DKK1
15,1,anal_pc5_c21_S1.filtered.gene_spectra_score.k_15.dt_0_01.txt,prerank,HALLMARK_APOPTOSIS,-0.3552872347863763,-1.4935277282949808,0.0,0.03886729594669629,0.13052208835341367,33/79,17.64%,PMAIP1;CCND2;CD2;LGALS3;SOD2;TOP2A;CAV1;DCN;PLCB2;LUM;TNFRSF12A;IRF1;CCND1;MMP2;CD38;PPT1;TIMP3;EMP1;BIRC3;CDC25B;TIMP1;ISG20;CD14;CASP8;IGFBP6;BGN;IFITM3;CD69;PRF1;HMOX1;GPX3;DDIT3;PDGFRB
15,1,anal_pc5_c21_S1.filtered.gene_spectra_score.k_15.dt_0_01.txt,prerank,HALLMARK_HEDGEHOG_SIGNALING,0.6239752101272378,1.4512815511366328,0.058011049723756904,0.40086017047957095,0.609,4/17,5.64%,ADGRG1;NRCAM;CELSR1;HEY1
