sample,cluster,ROGUE,n_cells,K
GSM4138134,1,0.7890923929085681,735,27
GSM4138156,1,0.767978109886104,590,27
GSM4138135,1,0.5566565753672872,556,27
GSM4138120,1,0.7565096849697354,546,27
GSM4138131,1,0.5445187628368791,507,27
GSM4138123,1,0.48842115674371134,489,27
GSM4138116,1,0.8495636567907391,475,27
GSM4138126,3,0.876602646436979,459,27
GSM4138142,1,0.7914407427066971,441,27
GSM4138136,1,0.7667095529672647,437,27
GSM4138137,1,0.6023348774831051,424,27
GSM4138140,1,0.7550332198448058,423,27
GSM4138125,1,0.5341188562759567,423,27
GSM4138141,1,0.5125651728464757,419,27
GSM4138134,3,0.8455919746402134,410,27
GSM4138110,1,0.7489313619458695,405,27
GSM4138152,1,0.7404826260420204,376,27
GSM4138138,1,0.7361937371413909,364,27
GSM4138139,1,0.5457735923204716,355,27
GSM4138146,1,0.7756033776725306,350,27
GSM4138132,1,0.7748484727915251,341,27
GSM4138160,1,0.7876525828870607,329,27
GSM4138155,1,0.4318294747732261,327,27
GSM4138145,1,0.5836848013598601,326,27
GSM4138154,1,0.7361149343443061,313,27
GSM4138122,1,0.7506817177842268,303,27
GSM4138128,1,0.7506817177842268,303,27
GSM4138126,1,0.7902148817030741,289,27
GSM4138130,1,0.7662390152329258,285,27
GSM4138166,1,0.7628440506427869,282,27
GSM4138130,3,0.7729857438672245,281,27
GSM4138156,3,0.8243199887627548,275,27
GSM4138162,1,0.7253768541111756,272,27
GSM4138132,3,0.8341657753656371,270,27
GSM4138140,3,0.87687698339822,269,27
GSM4138118,1,0.7841193503646571,244,27
GSM4138117,1,0.5240295658073876,243,27
GSM4138111,1,0.48417825368029743,240,27
GSM4138144,1,0.7107802534736918,238,27
GSM4138133,1,0.5322496752365771,228,27
GSM4138143,1,0.49209680133480205,226,27
GSM4138163,1,0.771675480880759,219,27
GSM4138128,3,0.8305593475350159,218,27
GSM4138122,3,0.8305593475350159,218,27
GSM4138112,1,0.7597536664006707,217,27
GSM4138142,3,0.8474909192095128,214,27
GSM4138155,8,0.3769147243230411,210,27
GSM4138161,1,0.46682187047590107,210,27
GSM4138162,3,0.8786346669315028,209,27
GSM4138165,1,0.7901442941271046,209,27
GSM4138165,3,0.8706175538660645,208,27
GSM4138163,3,0.9045984161687044,198,27
GSM4138127,1,0.5901144375716151,197,27
GSM4138158,1,0.7324870251392672,193,27
GSM4138110,3,0.8644694219959398,184,27
GSM4138167,3,0.8298094920571223,176,27
GSM4138114,1,0.7389086306784902,175,27
GSM4138137,8,0.585646779729278,174,27
GSM4138166,3,0.8111704287102941,169,27
GSM4138124,1,0.7934806470796307,168,27
GSM4138114,3,0.8187606277584047,163,27
GSM4138138,3,0.8544186935589176,160,27
GSM4138167,1,0.734365606828313,152,27
GSM4138136,3,0.8722516029162037,150,27
GSM4138135,8,0.5071820769204131,145,27
GSM4138129,1,0.6189599265085337,139,27
GSM4138112,3,0.8398838197093437,127,27
GSM4138116,11,0.8711117554543609,123,27
GSM4138124,3,0.9056922912518616,117,27
GSM4138141,3,0.7179212658294025,115,27
GSM4138148,1,0.7385169934391649,112,27
GSM4138150,1,0.7868499554872758,111,27
GSM4138160,3,0.8731787604717025,108,27
GSM4138157,1,0.5713034027854036,103,27
GSM4138115,1,0.5459557841921214,103,27
GSM4138146,3,0.8447876186843247,99,27
GSM4138113,1,0.5602072258697,97,27
GSM4138123,8,0.4840267634374271,95,27
GSM4138121,1,0.45338471003209213,93,27
GSM4138161,8,0.4786395891167695,92,27
GSM4138116,3,0.8794646042580294,90,27
GSM4138139,8,0.5530715421185438,87,27
GSM4138159,1,0.5337766060135252,87,27
GSM4138152,3,0.8296062705033074,86,27
GSM4138119,1,0.44429792695334214,84,27
GSM4138164,3,0.8550383583598572,81,27
GSM4138150,3,0.8601420849474644,77,27
GSM4138127,8,0.6268843508464168,72,27
GSM4138145,8,0.5957772651588213,66,27
GSM4138143,3,0.7315934090848527,66,27
GSM4138164,1,0.7083458417485822,65,27
GSM4138158,3,0.9148683153403349,62,27
GSM4138139,4,0.8362972654115,62,27
GSM4138148,3,0.881167940946932,61,27
GSM4138127,16,0.7069220819721123,60,27
GSM4138120,3,0.836136768406883,59,27
GSM4138131,8,0.6025379880473243,57,27
GSM4138155,13,0.49362682259030854,53,27
GSM4138144,3,0.8912582179436661,50,27
GSM4138129,8,0.5919462310491037,48,27
GSM4138160,11,0.7834128653228711,47,27
GSM4138118,3,0.8898361246475839,46,27
GSM4138145,13,0.631692174927391,45,27
GSM4138131,3,0.7744766256946122,45,27
GSM4138139,16,0.7088874337722155,45,27
GSM4138155,16,0.492378329588664,44,27
GSM4138131,16,0.6079187957500223,43,27
GSM4138154,3,0.8916269638551803,43,27
GSM4138124,11,0.8908908584038402,43,27
GSM4138145,16,0.6257751853585245,43,27
GSM4138121,16,0.5831351918894944,42,27
GSM4138139,13,0.6807375345812889,42,27
GSM4138111,3,0.7023566460625392,42,27
GSM4138137,16,0.7326638197886696,40,27
GSM4138127,3,0.7890671653818441,39,27
GSM4138127,13,0.6471021881781589,38,27
GSM4138161,13,0.5935061348899153,37,27
GSM4138135,13,0.6974272692263794,37,27
GSM4138141,8,0.5819564231277676,36,27
GSM4138110,11,0.8646314040377376,35,27
GSM4138156,11,0.8815492853958595,35,27
GSM4138153,1,0.5790523743659379,34,27
GSM4138113,3,0.7542169344935958,33,27
GSM4138145,3,0.9039929201655964,33,27
GSM4138161,16,0.6069260141161819,33,27
GSM4138143,4,0.8913640562490913,32,27
GSM4138123,13,0.6083180938887274,32,27
GSM4138134,11,0.972222701217013,31,27
GSM4138131,18,0.8813643060903157,31,27
GSM4138161,3,0.8665145612318532,30,27
GSM4138111,4,0.7832546385021528,30,27
GSM4138125,3,0.961842388426539,29,27
GSM4138111,8,0.5864035725633818,29,27
GSM4138133,8,0.5851598019953006,29,27
GSM4138125,8,0.6402683647793026,28,27
GSM4138135,16,0.7281543132073687,28,27
GSM4138137,13,0.7256738682161687,27,27
GSM4138129,13,0.7862248003287882,25,27
GSM4138136,11,0.9380998294799429,25,27
GSM4138135,4,0.8499017071248922,25,27
GSM4138134,19,0.9856016223925145,25,27
GSM4138112,11,0.884115486658604,25,27
GSM4138121,13,0.6430672923789267,24,27
GSM4138155,4,0.7179656509227079,24,27
GSM4138128,11,0.9141982386884385,24,27
GSM4138122,11,0.9141982386884385,24,27
GSM4138147,1,0.6285927702165928,24,27
GSM4138131,13,0.7815235955072424,24,27
GSM4138129,3,0.9085990453763657,24,27
GSM4138137,3,0.9250418026957811,23,27
GSM4138159,8,0.7253068647855918,22,27
GSM4138117,8,0.7003625642580316,22,27
GSM4138157,8,0.7184010520607184,22,27
GSM4138130,11,0.9138277349513223,21,27
GSM4138123,16,0.8138547565661367,21,27
GSM4138135,3,0.9380664118589462,21,27
GSM4138117,3,0.8723103722286268,20,27
GSM4138172,1,0.6941340001815908,20,27
