sample,cluster,ROGUE,n_cells,K
GSM4138134,1,0.8009349220054187,1213,3
GSM4138156,1,0.7716346361590625,921,3
GSM4138126,1,0.8173354905137313,758,3
GSM4138135,2,0.5093909619386401,757,3
GSM4138116,1,0.8547981703310085,704,3
GSM4138140,1,0.760678409772273,702,3
GSM4138142,1,0.7867247532501151,689,3
GSM4138132,1,0.7870556449345798,643,3
GSM4138136,1,0.7652558660213421,641,3
GSM4138110,1,0.765934054063788,628,3
GSM4138120,1,0.7597617078099183,609,3
GSM4138137,2,0.5796972084819373,609,3
GSM4138123,2,0.4862125245220248,597,3
GSM4138130,1,0.7498390278515108,586,3
GSM4138138,1,0.742333013506475,577,3
GSM4138128,1,0.7488271615944877,545,3
GSM4138122,1,0.7488271615944877,545,3
GSM4138131,2,0.5317410741548794,538,3
GSM4138139,2,0.508923711173167,502,3
GSM4138162,1,0.7470047792507324,485,3
GSM4138160,1,0.783443093597136,485,3
GSM4138155,2,0.3913175370865387,472,3
GSM4138166,1,0.7504510774068978,468,3
GSM4138152,1,0.754600462993149,462,3
GSM4138146,1,0.77662844271595,461,3
GSM4138165,1,0.8134654228660645,437,3
GSM4138163,1,0.8050522566964953,424,3
GSM4138125,2,0.5190130936652013,393,3
GSM4138154,1,0.7413825320905459,356,3
GSM4138112,1,0.7579555151266486,355,3
GSM4138114,1,0.7118438873267371,353,3
GSM4138124,1,0.8158878144435411,341,3
GSM4138167,1,0.7376511976956837,340,3
GSM4138141,1,0.7654087298288372,300,3
GSM4138127,2,0.5484222953265105,300,3
GSM4138144,1,0.7270185312203947,298,3
GSM4138118,1,0.7912998378884278,292,3
GSM4138145,1,0.6552215173489659,290,3
GSM4138158,1,0.7222023603399308,277,3
GSM4138141,2,0.48132774134233647,257,3
GSM4138133,2,0.4900123340573479,234,3
GSM4138161,2,0.4307216097745281,200,3
GSM4138145,2,0.511094546081545,197,3
GSM4138150,1,0.7954643602335368,190,3
GSM4138117,2,0.5365041922436911,182,3
GSM4138148,1,0.735698247291436,178,3
GSM4138143,1,0.6800942629630351,176,3
GSM4138143,2,0.4607877902163945,170,3
GSM4138155,1,0.6887458340704915,169,3
GSM4138111,2,0.43975681278660395,162,3
GSM4138129,2,0.5692826284563819,161,3
GSM4138164,1,0.6632213173363477,155,3
GSM4138111,1,0.6227756013148467,148,3
GSM4138121,2,0.43285624514873144,147,3
GSM4138117,1,0.6818236964446627,143,3
GSM4138161,1,0.6863718100825422,129,3
GSM4138127,1,0.7885531027950279,129,3
GSM4138139,1,0.7534783314402618,125,3
GSM4138125,1,0.6819843963896727,124,3
GSM4138161,3,0.645274202064333,114,3
GSM4138131,3,0.770009426012463,112,3
GSM4138157,2,0.5088031443300516,106,3
GSM4138137,1,0.8029633501390071,103,3
GSM4138115,2,0.5101715981242251,103,3
GSM4138131,1,0.7426365578472901,102,3
GSM4138113,1,0.7100658594958461,93,3
GSM4138159,2,0.48817709467148007,88,3
GSM4138129,1,0.7647690362254785,85,3
GSM4138135,1,0.8196961982687238,83,3
GSM4138141,3,0.7663112038363845,75,3
GSM4138119,2,0.4291820697270833,74,3
GSM4138111,3,0.7015017329838105,72,3
GSM4138133,1,0.7165583249614078,63,3
GSM4138155,3,0.6006847716327195,56,3
GSM4138157,1,0.7427007331400941,53,3
GSM4138123,3,0.7621059905834507,50,3
GSM4138143,3,0.7625937197589693,47,3
GSM4138145,3,0.7809003903388194,47,3
GSM4138115,1,0.7434756404063232,46,3
GSM4138113,2,0.5175561234062724,46,3
GSM4138159,1,0.7088759611991897,46,3
GSM4138119,1,0.8043296519608476,43,3
GSM4138153,2,0.5577221188149228,38,3
GSM4138113,3,0.6948370691947664,38,3
GSM4138121,1,0.7627656853178983,37,3
GSM4138127,3,0.796862152296404,33,3
GSM4138147,3,0.7755449615425429,32,3
GSM4138129,3,0.8295061014432237,28,3
GSM4138149,2,0.6803326055465198,28,3
GSM4138112,3,0.9237606894906527,25,3
GSM4138123,1,0.8538362155207686,24,3
GSM4138153,1,0.7445305507583012,24,3
GSM4138139,3,0.8731414548771773,24,3
GSM4138160,3,0.9330947094262356,23,3
GSM4138133,3,0.9302309656056432,22,3
GSM4138110,3,0.9037155870768937,21,3
GSM4138115,3,0.766183142021633,21,3
GSM4138122,3,0.9316163617394202,20,3
GSM4138128,3,0.9316163617394202,20,3
GSM4138168,3,0.8594731152159931,20,3
GSM4138170,2,0.7399567709243502,19,3
GSM4138135,3,0.8786148019607563,19,3
GSM4138162,3,0.957084277467433,17,3
GSM4138130,3,0.9596062877736368,17,3
GSM4138157,3,0.8849035526924534,17,3
GSM4138172,1,0.81569240214195,17,3
GSM4138163,3,0.966903494800651,16,3
GSM4138147,2,0.7269323139026699,16,3
GSM4138151,3,0.9021435436579618,16,3
GSM4138172,2,0.8405975632208184,16,3
GSM4138121,3,0.7310205754975929,16,3
GSM4138134,3,0.9734765783553795,15,3
GSM4138117,3,0.8189792468364641,15,3
