sample,cluster,ROGUE,n_cells,K
GSM4138134,3,0.8003392629931326,542,19
GSM4138156,3,0.7731509786639379,421,19
GSM4138125,1,0.5357725898988277,392,19
GSM4138134,1,0.8207505107840026,371,19
GSM4138135,4,0.6150646507457092,361,19
GSM4138123,4,0.5744314583099044,351,19
GSM4138126,3,0.8503673181699315,351,19
GSM4138130,3,0.7779912493625971,323,19
GSM4138116,4,0.8527824402409153,310,19
GSM4138110,3,0.7881965238733251,299,19
GSM4138142,3,0.7959909041465559,290,19
GSM4138132,3,0.8126501604346441,287,19
GSM4138134,4,0.7954099964503679,263,19
GSM4138131,6,0.640564829921006,252,19
GSM4138135,7,0.6521279125357112,249,19
GSM4138165,3,0.8092698546983847,244,19
GSM4138137,4,0.665150711875425,237,19
GSM4138140,3,0.7672334791202127,236,19
GSM4138136,3,0.8198151264384664,234,19
GSM4138138,1,0.7789060825756614,232,19
GSM4138140,1,0.8100756545532392,232,19
GSM4138156,1,0.8158546028985096,230,19
GSM4138136,1,0.8472054129744675,229,19
GSM4138120,1,0.7990099839978244,224,19
GSM4138138,3,0.7759022551954822,223,19
GSM4138122,1,0.7704803032508887,220,19
GSM4138128,1,0.7704803032508887,220,19
GSM4138116,3,0.8635012026944525,217,19
GSM4138146,3,0.795866220159555,208,19
GSM4138142,1,0.8215528283497635,208,19
GSM4138122,3,0.7697293645021902,206,19
GSM4138128,3,0.7697293645021902,206,19
GSM4138126,1,0.8348343283564185,201,19
GSM4138140,4,0.7777942152396339,197,19
GSM4138162,3,0.7875667130472166,195,19
GSM4138156,4,0.8035847746760019,195,19
GSM4138154,1,0.8106040298095155,193,19
GSM4138120,3,0.7881229671271818,192,19
GSM4138114,3,0.7459962805629194,192,19
GSM4138160,3,0.7971544507874616,191,19
GSM4138167,3,0.7617137895451888,191,19
GSM4138155,7,0.5299308800040785,186,19
GSM4138110,4,0.8146140400811396,184,19
GSM4138166,3,0.7838618720163343,184,19
GSM4138112,3,0.7755529252369203,179,19
GSM4138141,4,0.553645631053582,178,19
GSM4138160,1,0.7953548751297504,171,19
GSM4138132,4,0.7968693317575064,171,19
GSM4138126,4,0.8186966514331279,169,19
GSM4138120,4,0.750339233628317,168,19
GSM4138127,7,0.7064072758972808,165,19
GSM4138116,1,0.8957545312153387,165,19
GSM4138155,1,0.44260565453477807,159,19
GSM4138152,4,0.744904987940456,158,19
GSM4138142,4,0.7955457731027291,157,19
GSM4138163,3,0.8254627963434888,157,19
GSM4138123,3,0.5113113602816042,156,19
GSM4138144,1,0.7375051087292193,154,19
GSM4138166,1,0.7709356663316189,152,19
GSM4138162,4,0.7850115880062256,151,19
GSM4138139,7,0.7213849926934244,148,19
GSM4138139,1,0.5618367263823695,148,19
GSM4138146,1,0.7683449266973731,147,19
GSM4138139,4,0.6229789364831909,145,19
GSM4138152,3,0.7811097241592525,143,19
GSM4138136,4,0.8245665364991334,143,19
GSM4138137,7,0.6660378394097406,142,19
GSM4138163,4,0.8351825854147183,137,19
GSM4138132,1,0.8589576078385761,135,19
