sample,cluster,ROGUE,n_cells,K
GSM4138134,1,0.8813167761941317,930,15
GSM4138126,1,0.8468529970851755,703,15
GSM4138156,1,0.7771331000172744,690,15
GSM4138116,1,0.8977135336697183,682,15
GSM4138120,1,0.7799711009358589,557,15
GSM4138140,1,0.8307000923463632,532,15
GSM4138142,1,0.8418649233128397,529,15
GSM4138110,1,0.824935347493215,497,15
GSM4138132,1,0.8551213507147214,491,15
GSM4138160,1,0.8394788188420395,431,15
GSM4138136,1,0.780774718790354,429,15
GSM4138138,1,0.8281613755687797,406,15
GSM4138163,1,0.8230424602844137,378,15
GSM4138162,1,0.7749505589110924,373,15
GSM4138130,1,0.7710749043106433,344,15
GSM4138152,1,0.7786520816928488,338,15
GSM4138154,1,0.770612217696868,310,15
GSM4138123,3,0.5636145280472442,306,15
GSM4138122,1,0.6779889397730243,305,15
GSM4138128,1,0.6779889397730243,305,15
GSM4138166,1,0.7603867590957166,299,15
GSM4138165,1,0.8658542173057562,294,15
GSM4138145,1,0.668040382137904,285,15
GSM4138134,2,0.876206516756452,284,15
GSM4138118,1,0.8087422275067505,281,15
GSM4138114,1,0.753201566879165,269,15
GSM4138146,2,0.8564087632013072,269,15
GSM4138167,1,0.7873520514550612,260,15
GSM4138124,1,0.8992868877015827,259,15
GSM4138141,1,0.7211541664204372,259,15
GSM4138125,1,0.5458759832916187,257,15
GSM4138155,1,0.5366869881563041,240,15
GSM4138158,1,0.7594910061328092,240,15
GSM4138130,2,0.8913315530463022,240,15
GSM4138122,2,0.8742503948098719,239,15
GSM4138128,2,0.8742503948098719,239,15
GSM4138156,2,0.8503973722314968,230,15
GSM4138135,3,0.634093089053638,229,15
GSM4138112,1,0.7863064471161727,213,15
GSM4138136,2,0.8715175789161429,212,15
GSM4138139,1,0.5802440713723631,208,15
GSM4138137,7,0.6188257374193986,208,15
GSM4138144,1,0.6830529860737392,199,15
GSM4138146,1,0.77302983348531,191,15
GSM4138137,1,0.6649697299013582,185,15
GSM4138131,6,0.6426552867076833,184,15
GSM4138117,1,0.5616333296273375,184,15
GSM4138127,1,0.7057131422672317,179,15
GSM4138123,7,0.5630746559178281,174,15
GSM4138138,2,0.8917879447685133,170,15
GSM4138140,2,0.8279912222639458,169,15
GSM4138166,2,0.8251728858249601,169,15
GSM4138135,1,0.7284456239886621,161,15
GSM4138161,1,0.5939741688063831,160,15
GSM4138142,2,0.8783967623550213,160,15
GSM4138125,3,0.5563082693476304,156,15
GSM4138143,1,0.5722865816723153,156,15
GSM4138132,2,0.8286921119078349,151,15
GSM4138165,2,0.8217661124972355,143,15
GSM4138112,2,0.8432586325394615,141,15
GSM4138150,1,0.8355583110507022,140,15
GSM4138135,7,0.632050855804243,132,15
GSM4138110,2,0.8797088028008353,131,15
GSM4138148,1,0.7264461068635166,128,15
GSM4138152,2,0.8327853304253409,124,15
GSM4138111,1,0.5781332109251114,122,15
GSM4138137,5,0.6947288100855995,119,15
GSM4138135,5,0.7108078432331157,118,15
GSM4138162,2,0.8051122284732597,112,15
