sample,cluster,ROGUE,n_cells,K
GSM4138134,1,0.8006523276527524,682,29
GSM4138156,1,0.7699501499319055,653,29
GSM4138126,1,0.8210237342795892,555,29
GSM4138116,1,0.8606443744521196,495,29
GSM4138140,1,0.7554335938175247,455,29
GSM4138142,1,0.79579773021003,435,29
GSM4138110,1,0.7661191887745148,433,29
GSM4138130,1,0.7589106754115129,429,29
GSM4138128,1,0.7487126776819535,391,29
GSM4138122,1,0.7487126776819535,391,29
GSM4138162,1,0.7412065053028575,380,29
GSM4138120,1,0.7378555347287217,374,29
GSM4138136,1,0.7531927124853599,372,29
GSM4138160,1,0.7926245726399985,369,29
GSM4138152,1,0.738358264149241,357,29
GSM4138132,1,0.7738197720595651,347,29
GSM4138138,1,0.7420520004177936,331,29
GSM4138163,1,0.8118198215268712,327,29
GSM4138165,1,0.8128981204988275,326,29
GSM4138146,1,0.7625450825446609,318,29
GSM4138125,1,0.5161099392022737,294,29
GSM4138166,1,0.7472758362914464,284,29
GSM4138135,3,0.5212559386549556,274,29
GSM4138114,1,0.718779703468697,271,29
GSM4138124,1,0.809729901718802,263,29
GSM4138112,1,0.7599772041405861,260,29
GSM4138123,1,0.49689295470939343,257,29
GSM4138167,1,0.7399900816922313,254,29
GSM4138141,1,0.5960243189751067,251,29
GSM4138135,2,0.5613217048891657,251,29
GSM4138154,1,0.7338277401983613,248,29
GSM4138137,3,0.577027508059168,229,29
GSM4138155,1,0.44732233101321395,225,29
GSM4138139,1,0.5771698439287647,214,29
GSM4138134,2,0.8109750782413949,214,29
GSM4138155,2,0.43373740229258495,213,29
GSM4138131,1,0.604939964334742,205,29
GSM4138145,3,0.5273496788053023,201,29
GSM4138118,1,0.7796334303205563,201,29
GSM4138145,1,0.6310828281514628,199,29
GSM4138144,1,0.7346999227796754,198,29
GSM4138117,1,0.5357497380925491,192,29
GSM4138123,3,0.5064144368805572,184,29
GSM4138137,2,0.613745163202593,174,29
GSM4138116,2,0.8567455273941773,173,29
GSM4138141,3,0.5035829716418079,170,29
GSM4138131,2,0.5637767210900652,169,29
GSM4138135,1,0.6301869177141901,169,29
GSM4138143,1,0.5506823423750422,167,29
GSM4138158,1,0.7429543197350489,164,29
GSM4138139,3,0.5498571872461907,161,29
GSM4138137,1,0.6144861893070799,160,29
GSM4138111,1,0.5222230747633614,156,29
GSM4138131,3,0.54150069047628,149,29
GSM4138134,3,0.8055307201929212,148,29
GSM4138161,1,0.5185525978802155,147,29
GSM4138123,2,0.5533251998324977,139,29
GSM4138156,2,0.8269531013123033,137,29
GSM4138127,2,0.6244037282875331,137,29
GSM4138148,1,0.734675752676494,134,29
GSM4138132,2,0.8459902179958478,131,29
GSM4138120,8,0.8194975491869646,128,29
GSM4138150,1,0.8012999602038081,128,29
GSM4138164,1,0.6970531360654533,128,29
GSM4138139,2,0.5580529507754617,127,29
GSM4138125,3,0.5503261585413378,124,29
GSM4138142,2,0.8100354401616838,115,29
GSM4138140,2,0.8543369914972323,114,29
GSM4138110,2,0.8073054230245182,113,29
GSM4138161,3,0.47640828046460915,113,29
GSM4138155,3,0.42848930110902683,110,29
GSM4138136,2,0.8711743170186577,109,29
GSM4138129,1,0.6149573672188859,108,29
GSM4138127,1,0.6403072794676149,103,29
GSM4138121,2,0.4784464632466239,101,29
GSM4138126,2,0.8852881713457769,98,29
GSM4138136,3,0.8859509622017527,98,29
GSM4138117,2,0.5922506331724817,96,29
GSM4138133,1,0.6070745520714476,93,29
GSM4138138,2,0.8667962240369635,90,29
GSM4138113,1,0.5817163187561607,86,29
GSM4138133,2,0.5655916354397669,85,29
GSM4138166,2,0.8248804135893161,85,29
GSM4138138,3,0.8252582642887281,85,29
GSM4138146,2,0.8283009714141268,83,29
GSM4138140,3,0.8652316159932882,79,29
GSM4138111,3,0.5136562930424494,77,29
GSM4138141,2,0.6124832892573455,77,29
GSM4138142,3,0.8412801071971713,76,29
GSM4138122,2,0.8210199456051275,76,29
GSM4138128,2,0.8210199456051275,76,29
GSM4138130,2,0.8374198498796488,75,29
GSM4138127,3,0.6287716036008373,74,29
GSM4138132,3,0.880745974057884,69,29
GSM4138160,2,0.8428677061158514,67,29
GSM4138145,2,0.6837314641436992,67,29
GSM4138143,3,0.5449725397323741,67,29
GSM4138134,11,0.9356299856216584,67,29
GSM4138161,12,0.7536204693301783,67,29
GSM4138162,2,0.8651594941545722,65,29
GSM4138131,8,0.6515156047967887,64,29
GSM4138120,2,0.8176922730870362,62,29
GSM4138133,3,0.5844862509795129,62,29
GSM4138165,2,0.8424071926395014,61,29
GSM4138163,2,0.8677732006209447,60,29
GSM4138139,9,0.8957384433307878,60,29
GSM4138166,3,0.8203675121908383,59,29
GSM4138143,2,0.6114270347254467,56,29
GSM4138159,1,0.5780779478778384,55,29
GSM4138157,1,0.6265559265395664,55,29
GSM4138129,2,0.626551795851592,54,29
GSM4138152,2,0.8524954847901298,54,29
GSM4138119,1,0.5016908976829115,54,29
GSM4138137,11,0.5924178771502249,53,29
GSM4138134,8,0.9480407758170492,52,29
GSM4138115,1,0.6512125908064915,52,29
GSM4138110,3,0.9114252359752466,51,29
GSM4138114,2,0.8107225274344896,51,29
GSM4138135,11,0.7016891951649711,50,29
GSM4138128,3,0.8878928050145785,49,29
GSM4138122,3,0.8878928050145785,49,29
GSM4138127,8,0.6725631634815985,49,29
GSM4138156,3,0.8576778189200096,48,29
GSM4138125,2,0.5854614363317755,48,29
GSM4138121,1,0.5365223706165001,47,29
GSM4138112,2,0.8493077230454193,47,29
GSM4138129,3,0.6461605397135225,47,29
GSM4138155,8,0.4943466985105749,47,29
GSM4138124,2,0.9119269066983162,46,29
GSM4138156,11,0.8760095058930185,46,29
GSM4138131,10,0.6838728460240013,45,29
GSM4138115,2,0.6356023449888986,44,29
GSM4138144,2,0.8586421364903909,44,29
GSM4138144,3,0.8144706400911735,44,29
GSM4138132,11,0.9391662041259317,43,29
GSM4138131,12,0.7841392604651145,43,29
GSM4138158,2,0.9435161351650019,42,29
GSM4138120,3,0.8402421682553805,42,29
GSM4138137,10,0.6812893439955965,41,29
GSM4138167,2,0.9436124626321639,40,29
GSM4138161,8,0.5837354961857864,40,29
GSM4138118,8,0.9168641646689663,40,29
GSM4138154,3,0.7804923006970399,40,29
GSM4138158,3,0.9037278891801594,39,29
GSM4138141,12,0.7866831543153826,39,29
GSM4138111,2,0.5777613919751268,39,29
GSM4138135,8,0.6219634113270973,39,29
GSM4138159,3,0.6376079076376865,39,29
GSM4138155,10,0.5451498435612696,38,29
GSM4138161,2,0.5779135205701164,38,29
GSM4138111,12,0.838188209906084,38,29
GSM4138137,8,0.6661050191476535,37,29
GSM4138115,3,0.5950240367692886,36,29
GSM4138154,2,0.8246687041136442,36,29
GSM4138157,2,0.6460759062767794,36,29
GSM4138126,3,0.9393178418813487,36,29
GSM4138134,10,0.9141053801475516,35,29
GSM4138145,12,0.796617298481057,35,29
GSM4138119,3,0.49661404841053436,35,29
GSM4138146,3,0.9079833562476731,35,29
GSM4138157,3,0.6533581842747462,35,29
GSM4138130,10,0.783698273144918,34,29
GSM4138130,3,0.9062868321530092,34,29
GSM4138150,2,0.8763869490794546,33,29
GSM4138154,8,0.919939149279779,32,29
GSM4138143,9,0.8913640562490913,32,29
GSM4138138,8,0.9735532046094814,31,29
GSM4138153,1,0.6224318063368863,31,29
GSM4138118,2,0.8843505040704084,31,29
GSM4138112,3,0.8669515733911135,30,29
GSM4138160,3,0.9383607605359086,30,29
GSM4138141,8,0.6821385579378588,30,29
GSM4138111,9,0.7832546385021528,30,29
GSM4138152,3,0.8853435579616334,29,29
GSM4138133,11,0.6097370666334373,29,29
GSM4138148,2,0.8573276626817279,29,29
GSM4138113,2,0.7090872364848793,28,29
GSM4138163,3,0.9045968194921544,28,29
GSM4138142,8,0.9542569300525445,28,29
GSM4138131,11,0.7951504413570354,27,29
GSM4138126,10,0.956483040437757,27,29
GSM4138162,3,0.9453901104883149,26,29
GSM4138123,11,0.5656877710115872,25,29
GSM4138156,10,0.9426119354703705,25,29
GSM4138143,12,0.7965073606998277,24,29
GSM4138131,13,0.7612069990301531,24,29
GSM4138138,11,0.9579631524464215,24,29
GSM4138132,8,0.9751031507822421,24,29
GSM4138136,11,0.9762323209294339,23,29
GSM4138141,11,0.7581395119901623,23,29
GSM4138116,3,0.9573639580252843,22,29
GSM4138159,2,0.7812756679617431,22,29
GSM4138139,8,0.7803468992326472,22,29
GSM4138125,6,0.7324619970464837,22,29
GSM4138127,11,0.7826017571270588,22,29
GSM4138152,8,0.9333679457858461,22,29
GSM4138135,10,0.8452415895562864,21,29
GSM4138167,3,0.8941184127282213,21,29
GSM4138155,12,0.7872046885750296,21,29
GSM4138123,8,0.841992574391667,21,29
GSM4138135,9,0.9137892601834748,21,29
GSM4138155,9,0.8491895450624041,21,29
GSM4138121,3,0.6378467205252891,21,29
GSM4138136,8,0.9747979777594671,20,29
GSM4138126,8,0.9858103906404622,20,29
GSM4138132,10,0.9880346630105586,20,29
GSM4138112,10,0.91080110605894,19,29
GSM4138147,12,0.8897272637089733,19,29
GSM4138131,9,0.9248409247287176,19,29
GSM4138127,10,0.7613091748092617,19,29
GSM4138118,3,0.9142330884707152,19,29
GSM4138166,8,0.9870221489391092,18,29
GSM4138172,1,0.7608171765288912,18,29
GSM4138139,6,0.84742183888785,18,29
GSM4138165,3,0.9318448897591896,18,29
GSM4138140,8,0.9628622777176966,18,29
GSM4138113,12,0.8800655469563453,17,29
GSM4138164,2,0.9615278003537707,17,29
GSM4138133,10,0.8833633086506183,17,29
GSM4138150,3,0.9576867290380295,17,29
GSM4138143,10,0.8218815283003271,17,29
GSM4138158,8,1.0,16,29
GSM4138147,1,0.7959081783253975,16,29
GSM4138117,3,0.8231181674009589,16,29
GSM4138126,11,1.0,16,29
GSM4138140,11,0.9813688671206175,16,29
GSM4138149,1,0.8626911127201644,15,29
GSM4138161,13,0.8299162938099477,15,29
GSM4138135,6,0.8496625873407282,15,29
GSM4138143,11,0.845635232209584,15,29
GSM4138165,10,0.9423230284771054,15,29
GSM4138139,11,0.9003542214611602,15,29
GSM4138159,11,0.8495961401750458,15,29
