sample,cluster,ROGUE,n_cells,K
GSM4138134,1,0.8010658993114883,1214,11
GSM4138156,1,0.7799350254027476,915,11
GSM4138126,1,0.8173354905137313,758,11
GSM4138116,1,0.8634775896965428,701,11
GSM4138140,1,0.7759362772417433,696,11
GSM4138142,1,0.7926774239543823,686,11
GSM4138132,1,0.7875183686804292,642,11
GSM4138136,1,0.770310012718409,639,11
GSM4138110,1,0.7635396585953751,625,11
GSM4138120,1,0.7843411544826302,594,11
GSM4138130,1,0.7578463075492492,585,11
GSM4138138,1,0.7619538868914386,573,11
GSM4138128,1,0.7555639290545395,540,11
GSM4138122,1,0.7555639290545395,540,11
GSM4138160,1,0.7943969078521459,482,11
GSM4138162,1,0.7713157591744676,474,11
GSM4138166,1,0.7632867562331049,461,11
GSM4138146,1,0.7823488291425913,456,11
GSM4138152,1,0.7823769916811243,449,11
GSM4138165,1,0.8223390863470051,434,11
GSM4138163,1,0.8042208247809934,421,11
GSM4138123,3,0.5840038538230163,389,11
GSM4138112,1,0.7688917810899355,352,11
GSM4138154,1,0.7723199662778877,348,11
GSM4138114,1,0.7198831253418737,348,11
GSM4138124,1,0.8200005401865643,339,11
GSM4138167,1,0.7382430112996285,337,11
GSM4138125,7,0.5374655634913099,330,11
GSM4138141,1,0.7629958715212948,290,11
GSM4138118,1,0.8232836908694557,288,11
GSM4138144,1,0.7195957315083905,282,11
GSM4138135,3,0.6522042646808857,277,11
GSM4138158,1,0.7581180597130468,270,11
GSM4138145,1,0.7163177050593363,241,11
GSM4138135,4,0.6624855198394615,222,11
GSM4138137,3,0.6919691369971792,212,11
GSM4138150,1,0.8018445051397453,189,11
GSM4138135,1,0.7528000487627696,189,11
GSM4138155,1,0.665309500898847,188,11
GSM4138139,1,0.739671826693578,178,11
GSM4138145,2,0.5647948781581833,174,11
GSM4138117,1,0.6515628019066111,171,11
GSM4138148,1,0.7513161166098925,169,11
GSM4138155,2,0.45658353061734347,167,11
GSM4138137,1,0.7463306096870297,157,11
GSM4138137,4,0.6633341277030669,153,11
GSM4138164,1,0.678430849324569,152,11
GSM4138131,8,0.6783104276466594,148,11
GSM4138143,1,0.6885190408811116,143,11
GSM4138127,1,0.8064860472353816,138,11
GSM4138155,4,0.5608326936087484,129,11
GSM4138131,1,0.7602792440105066,129,11
GSM4138111,1,0.6427766493454512,127,11
GSM4138161,1,0.6740070571465051,127,11
GSM4138139,4,0.7314808207662336,122,11
GSM4138125,1,0.774123853796734,113,11
GSM4138131,6,0.7751312577185597,111,11
GSM4138127,5,0.5922716715439804,110,11
GSM4138161,6,0.7079394742406384,107,11
GSM4138129,1,0.7516656579826724,101,11
GSM4138143,2,0.5589557956315337,93,11
GSM4138131,3,0.7377371774592143,91,11
GSM4138161,2,0.5056483712364552,90,11
GSM4138127,4,0.7498527106542943,89,11
GSM4138121,4,0.5778488124629311,88,11
GSM4138141,2,0.5643300346042291,85,11
GSM4138113,1,0.7207023563686822,84,11
GSM4138123,5,0.5128690620148093,83,11
GSM4138139,3,0.6962258253506237,80,11
GSM4138133,1,0.7947569139204302,78,11
GSM4138139,7,0.5831073384495995,74,11
GSM4138141,6,0.7865564529341352,73,11
GSM4138131,5,0.5591055577914538,73,11
GSM4138137,7,0.6469500609252697,71,11
GSM4138111,5,0.49935980681057335,69,11
GSM4138155,7,0.5169745653053344,69,11
GSM4138115,2,0.5843295669501207,69,11
GSM4138131,9,0.7100362548044972,63,11
GSM4138133,2,0.6290816780510806,63,11
GSM4138111,6,0.7909323905171377,63,11
GSM4138111,2,0.5468078797183935,59,11
GSM4138139,10,0.896706147065347,59,11
GSM4138133,3,0.5938910651084987,58,11
GSM4138133,5,0.5913772227568488,58,11
GSM4138131,4,0.7138235504473378,58,11
GSM4138131,2,0.6514359949109765,57,11
GSM4138137,5,0.6131286054995788,56,11
GSM4138159,1,0.7832602505525939,54,11
GSM4138141,9,0.7140292092207772,53,11
GSM4138157,1,0.7689652680365979,53,11
GSM4138117,5,0.5882502270589112,52,11
GSM4138117,3,0.6921727398326958,52,11
GSM4138155,6,0.6514808636504937,51,11
GSM4138139,2,0.6594432482266781,49,11
GSM4138157,2,0.5906851692342087,48,11
GSM4138123,6,0.7877474391376307,48,11
GSM4138119,1,0.7302298022775355,47,11
GSM4138121,1,0.7165958985344921,46,11
GSM4138141,3,0.7372640945716491,46,11
GSM4138159,2,0.5827914232004587,45,11
GSM4138145,6,0.8078364970285496,45,11
GSM4138143,6,0.8259385385067672,44,11
GSM4138161,4,0.6807370355483894,42,11
GSM4138143,9,0.7323619737146556,42,11
GSM4138123,2,0.4953471138479545,41,11
GSM4138129,7,0.7226862621847201,40,11
GSM4138127,8,0.8036274386260875,40,11
GSM4138115,1,0.8203796748092009,38,11
GSM4138123,4,0.7287121469858016,38,11
GSM4138161,5,0.531676820782119,37,11
