sample,cluster,ROGUE,n_cells,K
GSM4138134,1,0.8009349220054187,1213,7
GSM4138156,1,0.784224226152113,912,7
GSM4138126,1,0.820979113546347,757,7
GSM4138116,1,0.8634775896965428,701,7
GSM4138140,1,0.7872454978911377,692,7
GSM4138142,1,0.7941776554704758,686,7
GSM4138132,1,0.7930443456211566,642,7
GSM4138136,1,0.787772299148909,634,7
GSM4138110,1,0.7756679181467486,625,7
GSM4138120,1,0.7815189672311883,591,7
GSM4138130,1,0.7571162504521709,584,7
GSM4138138,1,0.7619538868914386,573,7
GSM4138128,1,0.7618644301744983,535,7
GSM4138122,1,0.7618644301744983,535,7
GSM4138160,1,0.7970643074565027,481,7
GSM4138162,1,0.7906088523834603,467,7
GSM4138166,1,0.7692414334833926,458,7
GSM4138146,1,0.7851846131815685,455,7
GSM4138152,1,0.7868899007150938,447,7
GSM4138165,1,0.8210299554194513,433,7
GSM4138123,3,0.5758359120383252,419,7
GSM4138163,1,0.8271991277547461,415,7
GSM4138135,3,0.6315913812993855,357,7
GSM4138112,1,0.7823213993624248,349,7
GSM4138154,1,0.7741056170714717,346,7
GSM4138114,1,0.7372181477020876,345,7
GSM4138125,3,0.5315523208101993,339,7
GSM4138124,1,0.8200005401865643,339,7
GSM4138167,1,0.7407772144861284,336,7
GSM4138137,3,0.6602911579189352,305,7
GSM4138141,1,0.7771377678839714,295,7
GSM4138118,1,0.8232836908694557,288,7
GSM4138144,1,0.7331716005636122,278,7
GSM4138158,1,0.7613659946234775,268,7
GSM4138145,1,0.7173757957366262,231,7
GSM4138135,5,0.6712145415279753,229,7
GSM4138131,4,0.524116771731062,191,7
GSM4138150,1,0.806902031447393,188,7
GSM4138155,1,0.6786043253670437,182,7
GSM4138145,2,0.5649861711410085,180,7
GSM4138148,1,0.7513161166098925,169,7
GSM4138155,2,0.4496371134109374,169,7
GSM4138137,5,0.6612128034431459,169,7
GSM4138139,3,0.560129465408949,164,7
GSM4138139,1,0.7596075957837066,163,7
GSM4138117,1,0.6553945600543332,158,7
GSM4138127,1,0.7613658616347229,153,7
GSM4138164,1,0.6971156310284524,149,7
GSM4138135,1,0.7942073457654527,149,7
GSM4138155,5,0.5487455891130647,142,7
GSM4138139,5,0.7241122725442906,140,7
GSM4138137,1,0.7461717346962891,137,7
GSM4138131,1,0.767948065253219,136,7
GSM4138143,1,0.7089283603067387,135,7
GSM4138131,3,0.6928404709495689,135,7
GSM4138125,1,0.619999084189981,133,7
GSM4138161,1,0.7003037471552009,126,7
GSM4138111,1,0.653685090581953,125,7
GSM4138127,5,0.6989260798547166,111,7
GSM4138127,4,0.5838479858397451,109,7
GSM4138131,6,0.7847927992909306,108,7
GSM4138161,6,0.7079394742406384,107,7
GSM4138131,5,0.6569338381799266,101,7
GSM4138143,2,0.5549266927574816,99,7
GSM4138155,3,0.5365189481362417,98,7
GSM4138141,2,0.5505809905653709,95,7
GSM4138161,2,0.49188012777398005,94,7
GSM4138129,1,0.7761853662399596,91,7
GSM4138121,5,0.5822816230383336,90,7
GSM4138133,3,0.5927380210623641,87,7
GSM4138113,1,0.7099788488343544,86,7
GSM4138141,4,0.537169696393464,81,7
GSM4138123,4,0.47702293876819124,79,7
GSM4138117,3,0.626775704239646,79,7
GSM4138133,4,0.5461762050306118,78,7
GSM4138129,3,0.7036956086170203,78,7
GSM4138115,2,0.5905242071777049,75,7
GSM4138111,4,0.4653307747000105,72,7
GSM4138141,6,0.7952186303971277,72,7
GSM4138133,2,0.6291239566869262,67,7
GSM4138137,4,0.5766959509635525,65,7
GSM4138111,2,0.5358279797657806,65,7
GSM4138111,6,0.7867879314849557,64,7
GSM4138131,2,0.6528935517449374,62,7
GSM4138139,7,0.896706147065347,59,7
GSM4138143,4,0.592565506963634,58,7
GSM4138141,3,0.6865260223407393,57,7
GSM4138133,1,0.8591401989574659,57,7
GSM4138159,1,0.7723710369416876,53,7
GSM4138135,4,0.5792130413546692,52,7
GSM4138139,2,0.6794781531151206,52,7
GSM4138155,6,0.6514808636504937,51,7
GSM4138117,4,0.5831556577276571,51,7
GSM4138161,5,0.6932121240947429,51,7
GSM4138139,4,0.5925837752601564,51,7
GSM4138157,1,0.8001541178885311,50,7
GSM4138123,6,0.7877474391376307,48,7
GSM4138157,2,0.5823099329288544,48,7
GSM4138119,1,0.738037620606261,48,7
GSM4138121,1,0.7066295971189769,45,7
GSM4138143,6,0.8082773868966475,45,7
GSM4138145,6,0.8078364970285496,45,7
GSM4138159,2,0.5827914232004587,45,7
GSM4138123,2,0.4913289865132021,44,7
GSM4138161,4,0.48913170122221594,43,7
GSM4138127,3,0.6592264186952763,42,7
GSM4138123,5,0.7620136090528491,38,7
GSM4138155,4,0.5481479244164025,36,7
GSM4138113,6,0.8113651887605413,34,7
GSM4138145,5,0.827975048918522,33,7
GSM4138135,2,0.6539298354566354,32,7
GSM4138143,7,0.8950298348571784,31,7
GSM4138115,1,0.8404106374679232,31,7
GSM4138123,1,0.8031454634122054,31,7
GSM4138129,5,0.7692984984008254,31,7
GSM4138147,6,0.8002504273439319,31,7
GSM4138137,2,0.5975886818189204,31,7
GSM4138111,7,0.8126111333232356,28,7
GSM4138127,6,0.8676480875196357,28,7
GSM4138113,2,0.6120451183260751,28,7
GSM4138119,2,0.5553247559254155,27,7
GSM4138145,4,0.7189663555668224,27,7
GSM4138125,2,0.723710113478118,25,7
GSM4138112,6,0.9237606894906527,25,7
GSM4138129,6,0.902722853392227,25,7
GSM4138119,3,0.5668123265916178,24,7
GSM4138153,2,0.648338299592749,24,7
GSM4138115,4,0.7322776870107534,23,7
GSM4138143,3,0.7559046419012709,23,7
GSM4138139,6,0.8907996999607569,22,7
GSM4138141,5,0.8277424894001043,22,7
GSM4138129,2,0.773836667552346,22,7
GSM4138160,6,0.9371829101456361,22,7
GSM4138117,2,0.8262862349586374,21,7
GSM4138111,3,0.7281768103530613,21,7
GSM4138135,7,0.9137892601834748,21,7
GSM4138157,5,0.8177102255175001,20,7
GSM4138144,2,0.9103158064240389,20,7
GSM4138133,6,0.9445397519340857,20,7
GSM4138122,6,0.9316163617394202,20,7
GSM4138168,6,0.8594731152159931,20,7
GSM4138110,6,0.9310337478043234,20,7
GSM4138128,6,0.9316163617394202,20,7
GSM4138121,2,0.6030112159493619,19,7
GSM4138135,6,0.8786148019607563,19,7
GSM4138127,2,0.8565210492684575,19,7
GSM4138157,3,0.8375069157007631,19,7
GSM4138155,7,0.8713549729660728,19,7
GSM4138115,6,0.8284887925128488,19,7
GSM4138131,7,0.9248409247287176,19,7
GSM4138153,1,0.8155224629548168,19,7
GSM4138162,2,0.9260358123221899,18,7
GSM4138120,2,0.8495559681756045,18,7
GSM4138171,2,0.7779339566955803,18,7
GSM4138159,3,0.8014628266667385,18,7
GSM4138172,2,0.7809333266435257,18,7
GSM4138162,6,0.957084277467433,17,7
GSM4138121,4,0.698153823547502,17,7
GSM4138130,6,0.9596062877736368,17,7
GSM4138157,6,0.9140743901728758,16,7
GSM4138129,4,0.8018338668840274,16,7
GSM4138163,6,0.966903494800651,16,7
GSM4138145,3,0.8599609417239843,16,7
GSM4138121,3,0.8236229448943259,15,7
GSM4138134,6,0.9734765783553795,15,7
GSM4138117,7,0.9645159504406875,15,7
GSM4138151,6,0.9039811549183868,15,7
GSM4138152,2,0.8527668056794051,15,7
GSM4138147,2,0.7834910505302976,15,7
