sample,cluster,ROGUE,n_cells,K
GSM4138134,1,0.8009349220054187,1213,4
GSM4138156,1,0.776355232063089,919,4
GSM4138126,1,0.8173354905137313,758,4
GSM4138116,1,0.859371379109354,703,4
GSM4138140,1,0.7679126546651347,700,4
GSM4138142,1,0.7867247532501151,689,4
GSM4138132,1,0.7870556449345798,643,4
GSM4138136,1,0.7652558660213421,641,4
GSM4138110,1,0.765934054063788,628,4
GSM4138120,1,0.7597617078099183,609,4
GSM4138130,1,0.747308068155535,585,4
GSM4138138,1,0.7448671491841459,576,4
GSM4138123,2,0.500378482095175,562,4
GSM4138122,1,0.7481240749046454,543,4
GSM4138128,1,0.7481240749046454,543,4
GSM4138135,2,0.5344885562979644,521,4
GSM4138160,1,0.783443093597136,485,4
GSM4138162,1,0.7470047792507324,485,4
GSM4138137,2,0.5735492746712822,469,4
GSM4138166,1,0.749060945816818,467,4
GSM4138146,1,0.77662844271595,461,4
GSM4138152,1,0.7554541147667851,461,4
GSM4138165,1,0.8134654228660645,437,4
GSM4138131,2,0.5424915523091147,436,4
GSM4138163,1,0.8050522566964953,424,4
GSM4138125,2,0.5252430943231535,383,4
GSM4138112,1,0.7604982223829433,354,4
GSM4138114,1,0.7178172776629057,352,4
GSM4138154,1,0.7541586415490623,352,4
GSM4138139,2,0.516033903346526,349,4
GSM4138124,1,0.8158878144435411,341,4
GSM4138167,1,0.7376511976956837,340,4
GSM4138155,2,0.3981400388129588,319,4
GSM4138144,1,0.7270185312203947,298,4
GSM4138141,1,0.7783078465015263,294,4
GSM4138118,1,0.7912998378884278,292,4
GSM4138145,1,0.6928100373456544,279,4
GSM4138158,1,0.7227740645903773,275,4
GSM4138133,2,0.487504360723892,250,4
GSM4138141,2,0.48727735584885645,245,4
GSM4138135,4,0.6686307448233706,206,4
GSM4138143,2,0.47436518154100016,196,4
GSM4138150,1,0.7954643602335368,190,4
GSM4138155,1,0.6813488033858319,189,4
GSM4138111,2,0.4307774813867923,179,4
GSM4138117,2,0.5311684466643775,178,4
GSM4138148,1,0.7293031733137194,177,4
GSM4138145,2,0.5281231498938485,172,4
GSM4138127,2,0.5143393581624768,165,4
GSM4138164,1,0.6632213173363477,155,4
GSM4138127,1,0.7895596759921703,148,4
GSM4138143,1,0.6827522342321024,147,4
GSM4138161,2,0.4237506351494259,147,4
GSM4138117,1,0.6667216213715954,145,4
GSM4138139,1,0.7490706529024409,142,4
GSM4138155,4,0.5459688584238918,137,4
GSM4138139,4,0.7351670575850319,137,4
GSM4138161,1,0.684015479696749,137,4
GSM4138129,2,0.5838931862389369,133,4
GSM4138125,1,0.7225873981375035,130,4
GSM4138137,4,0.6816024215485127,129,4
GSM4138111,1,0.6395296150056685,127,4
GSM4138115,2,0.5135703594363081,122,4
GSM4138131,1,0.7462973695624316,117,4
GSM4138127,4,0.6942803519290281,117,4
GSM4138137,1,0.7873159087864403,114,4
GSM4138135,1,0.8121810570489645,114,4
GSM4138161,3,0.6642839320753771,113,4
GSM4138131,3,0.7751312577185597,111,4
GSM4138113,1,0.7003047774956004,92,4
GSM4138157,2,0.5320188089379908,91,4
GSM4138129,1,0.7924706521254149,89,4
GSM4138131,4,0.6575559532164301,88,4
GSM4138121,4,0.5960238926984958,85,4
GSM4138159,2,0.4959893473508339,75,4
GSM4138141,3,0.7691440720988321,74,4
GSM4138111,3,0.7306837910795208,71,4
GSM4138119,2,0.4185144711399631,60,4
GSM4138121,2,0.4653456973579384,57,4
GSM4138155,3,0.6419443112744279,52,4
GSM4138157,1,0.7778253780529961,51,4
GSM4138159,1,0.7874202611865803,50,4
GSM4138119,1,0.683425063965852,50,4
GSM4138123,3,0.7621059905834507,50,4
GSM4138143,3,0.739744480552004,48,4
GSM4138113,2,0.5299349861317875,47,4
GSM4138133,1,0.8744697339766898,46,4
GSM4138145,3,0.8115984452625263,46,4
GSM4138161,4,0.7080783228409984,46,4
GSM4138121,1,0.707031928190198,43,4
GSM4138153,2,0.5420869654576385,43,4
GSM4138113,3,0.6948370691947664,38,4
GSM4138145,4,0.8278727297671292,37,4
GSM4138123,4,0.7826696090062183,32,4
GSM4138147,3,0.7755449615425429,32,4
GSM4138127,3,0.8089294266832927,32,4
GSM4138149,2,0.6664351992858935,28,4
GSM4138115,1,0.8507749685059746,28,4
GSM4138129,4,0.7879952699313671,27,4
GSM4138123,1,0.8252550589842411,27,4
GSM4138112,3,0.9237606894906527,25,4
GSM4138129,3,0.902722853392227,25,4
GSM4138160,3,0.9330947094262356,23,4
GSM4138139,3,0.8799495661933338,23,4
GSM4138133,3,0.9302309656056432,22,4
GSM4138110,3,0.9037155870768937,21,4
GSM4138170,2,0.7233183896557878,20,4
GSM4138128,3,0.9316163617394202,20,4
GSM4138115,3,0.7754522290610413,20,4
GSM4138168,3,0.8594731152159931,20,4
GSM4138122,3,0.9316163617394202,20,4
GSM4138141,4,0.863234365572386,19,4
GSM4138153,1,0.823227593935746,19,4
GSM4138147,2,0.6643402369371318,19,4
GSM4138171,2,0.7734139694849662,18,4
GSM4138135,3,0.9006052738554986,18,4
GSM4138172,2,0.7786185846781718,18,4
GSM4138157,3,0.8849035526924534,17,4
GSM4138162,3,0.957084277467433,17,4
GSM4138157,4,0.8695267711307134,17,4
GSM4138130,3,0.9596062877736368,17,4
GSM4138163,3,0.966903494800651,16,4
GSM4138172,1,0.83687657495442,15,4
GSM4138134,3,0.9734765783553795,15,4
GSM4138121,3,0.7365567779078448,15,4
GSM4138151,3,0.9039811549183868,15,4
