GEP,n_samples,median_ROGUE,mean_ROGUE,min_ROGUE,max_ROGUE,total_cells
1,62,0.729,0.665,0.408,0.855,24415
2,25,0.819,0.817,0.636,0.963,683
3,6,0.915,0.92,0.899,0.939,130
5,6,0.858,0.835,0.739,0.907,219
6,7,0.695,0.726,0.557,0.895,270
