sample,cluster,ROGUE,n_cells,K
GSM4138134,1,0.7762753875264179,705,34
GSM4138156,1,0.7632539413897463,595,34
GSM4138120,1,0.7504308547397427,520,34
GSM4138116,1,0.850358586046678,506,34
GSM4138140,1,0.7537525343471684,471,34
GSM4138126,1,0.8196507946789965,471,34
GSM4138142,1,0.7961954569821622,466,34
GSM4138110,1,0.745365951610949,441,34
GSM4138122,1,0.7504172651474135,435,34
GSM4138128,1,0.7504172651474135,435,34
GSM4138136,1,0.7804547118232354,424,34
GSM4138152,1,0.7478623801305273,401,34
GSM4138162,1,0.7315818354471222,387,34
GSM4138130,1,0.7660945533941076,379,34
GSM4138131,1,0.5562321724561583,370,34
GSM4138160,1,0.7894477655523252,358,34
GSM4138123,1,0.49950761188248094,357,34
GSM4138138,1,0.7213771098362534,355,34
GSM4138146,1,0.7701713232006829,352,34
GSM4138132,1,0.7657646381483536,348,34
GSM4138163,1,0.7989033561010681,345,34
GSM4138141,1,0.5400616079106958,342,34
GSM4138166,1,0.7549691788808037,331,34
GSM4138145,1,0.5735666933662762,329,34
GSM4138155,1,0.4267132459377301,313,34
GSM4138154,1,0.7300805775519763,310,34
GSM4138135,3,0.6166525141188962,309,34
GSM4138165,1,0.7993558866054307,286,34
GSM4138112,1,0.7562562193531678,270,34
GSM4138114,1,0.7255670320149652,257,34
GSM4138124,1,0.8055553949417034,245,34
GSM4138144,1,0.7301229474955804,245,34
GSM4138118,1,0.7852632335837074,243,34
GSM4138167,1,0.7462879207189548,238,34
GSM4138117,1,0.5183874350373615,219,34
GSM4138139,1,0.5696640387698921,213,34
GSM4138137,3,0.632935323311024,212,34
GSM4138143,1,0.5154264859235317,212,34
GSM4138135,5,0.6090235188023387,210,34
GSM4138161,1,0.47861269631510006,207,34
GSM4138135,1,0.560883180457477,201,34
GSM4138111,1,0.4857860859965317,199,34
GSM4138134,5,0.8158802337456101,195,34
GSM4138125,1,0.5291996688858291,190,34
GSM4138137,1,0.6018906588345989,183,34
GSM4138158,1,0.7312294402194112,177,34
GSM4138137,5,0.591586570900441,177,34
GSM4138155,3,0.5076941903552321,167,34
GSM4138139,3,0.6860011201239131,164,34
GSM4138156,5,0.7810227656779971,163,34
GSM4138134,2,0.8882223148307337,156,34
GSM4138125,4,0.5640982130272615,151,34
GSM4138123,5,0.47680487204618716,150,34
GSM4138150,1,0.7953687928714737,146,34
GSM4138127,3,0.6946464865260487,143,34
GSM4138141,5,0.4893389410776535,139,34
GSM4138127,1,0.596948009278794,137,34
GSM4138148,1,0.7200241448653568,132,34
GSM4138126,9,0.8768439688471751,125,34
GSM4138131,5,0.5604668982827474,119,34
GSM4138164,1,0.6172382434542676,118,34
GSM4138129,1,0.6027152745486533,112,34
GSM4138131,3,0.6086187335270697,110,34
GSM4138133,1,0.563128434199811,109,34
GSM4138133,5,0.5757181710443875,106,34
GSM4138161,5,0.4641914836437995,105,34
GSM4138134,9,0.834992806017646,102,34
GSM4138132,5,0.8899002734456166,102,34
GSM4138121,3,0.5708227458463859,96,34
GSM4138145,3,0.6819021031840822,86,34
GSM4138140,2,0.8978001872936648,84,34
GSM4138113,1,0.5799879679855886,84,34
GSM4138110,2,0.9168004297770304,84,34
