sample,cluster,ROGUE,n_cells,K,celltype,top_NES
GSM4138125,4,0.746512395845861,36,10,Mac_CXCL9,1.281979795240535
GSM4138137,3,0.5972358074097016,35,10,cDC2_CD1C,1.300270107775856
GSM4138135,8,0.7309514133520139,35,10,Mac_SPP1,1.3213336562893023
GSM4138139,2,0.853705102694122,35,10,Mono_CD16,1.9598239460857667
GSM4138129,4,0.832042664420243,34,10,Mac_CXCL9,1.281979795240535
GSM4138113,7,0.8282142588394925,33,10,DC_pDC,1.2512067206651725
GSM4138135,6,0.6718229886161278,32,10,cDC2_CD1C,1.2105415954511831
GSM4138145,5,0.8416875109815369,31,10,Mac_IL1B,1.3070327315026138
GSM4138143,10,0.8950298348571784,31,10,Mast,1.2464225895878265
GSM4138147,7,0.8002504273439319,31,10,DC_pDC,1.2512067206651725
GSM4138135,9,0.7962438091498167,30,10,mregDC_LAMP3,1.3149391982306529
GSM4138133,1,0.8900625987874509,29,10,Mono_CD14_ID1,1.8430984894987708
GSM4138127,7,0.8497188959865237,29,10,DC_pDC,1.2512067206651725
GSM4138119,3,0.5596544829819794,28,10,cDC2_CD1C,1.300270107775856
GSM4138155,4,0.7065836363000846,28,10,Mac_CXCL9,1.281979795240535
GSM4138157,1,0.8796692922001204,28,10,Mono_CD14_ID1,1.8430984894987708
GSM4138117,3,0.7418868842146669,28,10,cDC2_CD1C,1.300270107775856
GSM4138111,10,0.8126111333232356,28,10,Mast,1.2464225895878265
GSM4138113,3,0.6281471200946183,27,10,cDC2_CD1C,1.300270107775856
GSM4138135,2,0.9080906889554662,26,10,Mono_CD16,1.9598239460857667
GSM4138119,8,0.6122749770648026,25,10,Mac_SPP1,1.3213336562893023
GSM4138129,7,0.902722853392227,25,10,DC_pDC,1.2512067206651725
GSM4138144,3,0.8821715475424351,25,10,cDC2_CD1C,1.300270107775856
GSM4138112,7,0.9237606894906528,25,10,DC_pDC,1.2512067206651725
GSM4138127,8,0.7832489585092886,25,10,Mac_SPP1,1.3213336562893023
GSM4138155,9,0.6925039323021657,25,10,mregDC_LAMP3,1.3149391982306529
GSM4138125,3,0.727457357667092,24,10,cDC2_CD1C,1.300270107775856
GSM4138129,3,0.7419368380843953,24,10,cDC2_CD1C,1.300270107775856
GSM4138123,1,0.8549815650298374,23,10,Mono_CD14_ID1,1.8430984894987708
GSM4138160,7,0.9330947094262356,23,10,DC_pDC,1.2512067206651725
GSM4138153,3,0.6510072121294741,23,10,cDC2_CD1C,1.300270107775856
GSM4138113,2,0.8472302470710997,23,10,Mono_CD16,1.9598239460857667
GSM4138141,5,0.8666781220991706,22,10,Mac_IL1B,1.3070327315026138
GSM4138139,9,0.890969911376181,22,10,mregDC_LAMP3,1.3149391982306529
GSM4138162,3,0.897681780738768,22,10,cDC2_CD1C,1.300270107775856
GSM4138139,7,0.8907996999607569,22,10,DC_pDC,1.2512067206651725
GSM4138120,3,0.8089160463856488,22,10,cDC2_CD1C,1.300270107775856
GSM4138135,10,0.9137892601834748,21,10,Mast,1.2464225895878265
GSM4138123,9,0.8201447622685721,21,10,mregDC_LAMP3,1.3149391982306529
GSM4138133,7,0.9494580046754922,21,10,DC_pDC,1.2512067206651725
GSM4138116,2,0.9402719721474097,21,10,Mono_CD16,1.9598239460857667
GSM4138137,2,0.970019354654508,20,10,Mono_CD16,1.9598239460857667
GSM4138110,7,0.9310337478043234,20,10,DC_pDC,1.2512067206651725
GSM4138128,7,0.9316163617394202,20,10,DC_pDC,1.2512067206651725
GSM4138122,7,0.9316163617394202,20,10,DC_pDC,1.2512067206651725
GSM4138127,2,0.9047843357063674,20,10,Mono_CD16,1.9598239460857667
GSM4138155,6,0.6640755340602973,20,10,cDC2_CD1C,1.2105415954511831
GSM4138152,3,0.8228152474060408,20,10,cDC2_CD1C,1.300270107775856
GSM4138168,7,0.8594731152159931,20,10,DC_pDC,1.2512067206651725
GSM4138157,5,0.787320078483073,20,10,Mac_IL1B,1.3070327315026138
GSM4138115,9,0.8130185819947704,19,10,mregDC_LAMP3,1.3149391982306529
GSM4138115,7,0.8284887925128488,19,10,DC_pDC,1.2512067206651725
GSM4138155,10,0.8713549729660728,19,10,Mast,1.2464225895878265
GSM4138135,7,0.8786148019607563,19,10,DC_pDC,1.2512067206651725
GSM4138133,9,0.8318005876547704,19,10,mregDC_LAMP3,1.3149391982306529
GSM4138121,3,0.6058720453025832,19,10,cDC2_CD1C,1.300270107775856
GSM4138131,10,0.9248409247287176,19,10,Mast,1.2464225895878265
GSM4138127,3,0.8902504360118455,18,10,cDC2_CD1C,1.300270107775856
GSM4138145,9,0.9183148257846474,18,10,mregDC_LAMP3,1.3149391982306529
GSM4138171,3,0.7779339566955803,18,10,cDC2_CD1C,1.300270107775856
GSM4138161,2,0.9049598493901831,18,10,Mono_CD16,1.9598239460857667
GSM4138130,7,0.9433886356328988,17,10,DC_pDC,1.2512067206651725
GSM4138133,2,0.9292416011487056,17,10,Mono_CD16,1.9598239460857667
GSM4138162,7,0.957084277467433,17,10,DC_pDC,1.2512067206651725
GSM4138113,6,0.6907088811737816,17,10,cDC2_CD1C,1.2105415954511831
GSM4138154,3,0.7930124675212775,17,10,cDC2_CD1C,1.300270107775856
GSM4138172,3,0.789928919803139,17,10,cDC2_CD1C,1.300270107775856
GSM4138143,6,0.7883683974533116,17,10,cDC2_CD1C,1.2105415954511831
GSM4138127,4,0.8972262136454542,17,10,Mac_CXCL9,1.281979795240535
GSM4138118,2,0.8715312026447439,17,10,Mono_CD16,1.9598239460857667
GSM4138163,7,0.966903494800651,16,10,DC_pDC,1.2512067206651725
GSM4138157,7,0.9140743901728758,16,10,DC_pDC,1.2512067206651725
GSM4138121,7,0.7039030890760799,16,10,DC_pDC,1.2512067206651725
GSM4138155,2,0.8535449688721521,16,10,Mono_CD16,1.9598239460857667
GSM4138143,4,0.8584246494160243,16,10,Mac_CXCL9,1.281979795240535
GSM4138117,2,0.8778863606167163,16,10,Mono_CD16,1.9598239460857667
GSM4138159,4,0.8102865675173415,16,10,Mac_CXCL9,1.281979795240535
GSM4138137,9,0.9387940677773948,16,10,mregDC_LAMP3,1.3149391982306529
GSM4138169,3,0.8035345898254111,15,10,cDC2_CD1C,1.300270107775856
GSM4138151,7,0.9039811549183868,15,10,DC_pDC,1.2512067206651725
GSM4138115,4,0.903987152272331,15,10,Mac_CXCL9,1.281979795240535
GSM4138117,10,0.9645159504406876,15,10,Mast,1.2464225895878265
GSM4138147,3,0.7834910505302976,15,10,cDC2_CD1C,1.300270107775856
GSM4138148,3,0.912372456203579,15,10,cDC2_CD1C,1.300270107775856
GSM4138134,1,0.8010658993114883,1214,11,Mono_CD14_ID1,2.208891854374032
GSM4138156,1,0.7799350254027476,915,11,Mono_CD14_ID1,2.208891854374032
GSM4138126,1,0.8173354905137313,758,11,Mono_CD14_ID1,2.208891854374032
GSM4138116,1,0.8634775896965428,701,11,Mono_CD14_ID1,2.208891854374032
GSM4138140,1,0.7759362772417433,696,11,Mono_CD14_ID1,2.208891854374032
GSM4138142,1,0.7926774239543823,686,11,Mono_CD14_ID1,2.208891854374032
GSM4138132,1,0.7875183686804292,642,11,Mono_CD14_ID1,2.208891854374032
GSM4138136,1,0.770310012718409,639,11,Mono_CD14_ID1,2.208891854374032
GSM4138110,1,0.7635396585953751,625,11,Mono_CD14_ID1,2.208891854374032
GSM4138120,1,0.7843411544826302,594,11,Mono_CD14_ID1,2.208891854374032
GSM4138130,1,0.7578463075492492,585,11,Mono_CD14_ID1,2.208891854374032
GSM4138138,1,0.7619538868914386,573,11,Mono_CD14_ID1,2.208891854374032
GSM4138128,1,0.7555639290545395,540,11,Mono_CD14_ID1,2.208891854374032
GSM4138122,1,0.7555639290545395,540,11,Mono_CD14_ID1,2.208891854374032
GSM4138160,1,0.7943969078521459,482,11,Mono_CD14_ID1,2.208891854374032
GSM4138162,1,0.7713157591744676,474,11,Mono_CD14_ID1,2.208891854374032
GSM4138166,1,0.7632867562331049,461,11,Mono_CD14_ID1,2.208891854374032
GSM4138146,1,0.7823488291425913,456,11,Mono_CD14_ID1,2.208891854374032
GSM4138152,1,0.7823769916811243,449,11,Mono_CD14_ID1,2.208891854374032
GSM4138165,1,0.8223390863470051,434,11,Mono_CD14_ID1,2.208891854374032
GSM4138163,1,0.8042208247809934,421,11,Mono_CD14_ID1,2.208891854374032
GSM4138123,3,0.5840038538230163,389,11,Mac_CXCL9,1.263816118970534
GSM4138112,1,0.7688917810899355,352,11,Mono_CD14_ID1,2.208891854374032
GSM4138154,1,0.7723199662778877,348,11,Mono_CD14_ID1,2.208891854374032
GSM4138114,1,0.7198831253418737,348,11,Mono_CD14_ID1,2.208891854374032
GSM4138124,1,0.8200005401865643,339,11,Mono_CD14_ID1,2.208891854374032
GSM4138167,1,0.7382430112996285,337,11,Mono_CD14_ID1,2.208891854374032
GSM4138125,7,0.5374655634913099,330,11,Mac_SPP1,1.3211701472849362
GSM4138141,1,0.7629958715212948,290,11,Mono_CD14_ID1,2.208891854374032
GSM4138118,1,0.8232836908694557,288,11,Mono_CD14_ID1,2.208891854374032
GSM4138144,1,0.7195957315083905,282,11,Mono_CD14_ID1,2.208891854374032
GSM4138135,3,0.6522042646808857,277,11,Mac_CXCL9,1.263816118970534
GSM4138158,1,0.7581180597130468,270,11,Mono_CD14_ID1,2.208891854374032
GSM4138145,1,0.7163177050593363,241,11,Mono_CD14_ID1,2.208891854374032
GSM4138135,4,0.6624855198394615,222,11,Mac_IL1B,1.327972445675179
GSM4138137,3,0.6919691369971792,212,11,Mac_CXCL9,1.263816118970534
GSM4138150,1,0.8018445051397453,189,11,Mono_CD14_ID1,2.208891854374032
GSM4138135,1,0.7528000487627696,189,11,Mono_CD14_ID1,2.208891854374032
GSM4138155,1,0.665309500898847,188,11,Mono_CD14_ID1,2.208891854374032
GSM4138139,1,0.739671826693578,178,11,Mono_CD14_ID1,2.208891854374032
GSM4138145,2,0.5647948781581833,174,11,cDC2_CD1C,1.286020985043644
GSM4138117,1,0.6515628019066111,171,11,Mono_CD14_ID1,2.208891854374032
GSM4138148,1,0.7513161166098925,169,11,Mono_CD14_ID1,2.208891854374032
GSM4138155,2,0.4565835306173434,167,11,cDC2_CD1C,1.286020985043644
GSM4138137,1,0.7463306096870297,157,11,Mono_CD14_ID1,2.208891854374032
GSM4138137,4,0.6633341277030669,153,11,Mac_IL1B,1.327972445675179
GSM4138164,1,0.678430849324569,152,11,Mono_CD14_ID1,2.208891854374032
GSM4138131,8,0.6783104276466594,148,11,Mono_TIL,1.2750862614059963
GSM4138143,1,0.6885190408811116,143,11,Mono_CD14_ID1,2.208891854374032
GSM4138127,1,0.8064860472353816,138,11,Mono_CD14_ID1,2.208891854374032
GSM4138155,4,0.5608326936087484,129,11,Mac_IL1B,1.327972445675179
GSM4138131,1,0.7602792440105066,129,11,Mono_CD14_ID1,2.208891854374032
GSM4138111,1,0.6427766493454512,127,11,Mono_CD14_ID1,2.208891854374032
GSM4138161,1,0.6740070571465051,127,11,Mono_CD14_ID1,2.208891854374032
GSM4138139,4,0.7314808207662336,122,11,Mac_IL1B,1.327972445675179
GSM4138125,1,0.774123853796734,113,11,Mono_CD14_ID1,2.208891854374032
GSM4138131,6,0.7751312577185597,111,11,DC_pDC,1.2427282142716214
GSM4138127,5,0.5922716715439804,110,11,cDC2_CD1C,1.1947329174745778
GSM4138161,6,0.7079394742406384,107,11,DC_pDC,1.2427282142716214
GSM4138129,1,0.7516656579826724,101,11,Mono_CD14_ID1,2.208891854374032
GSM4138143,2,0.5589557956315337,93,11,cDC2_CD1C,1.286020985043644
GSM4138131,3,0.7377371774592143,91,11,Mac_CXCL9,1.263816118970534
GSM4138161,2,0.5056483712364552,90,11,cDC2_CD1C,1.286020985043644
GSM4138127,4,0.7498527106542943,89,11,Mac_IL1B,1.327972445675179
GSM4138121,4,0.5778488124629311,88,11,Mac_IL1B,1.327972445675179
GSM4138141,2,0.5643300346042291,85,11,cDC2_CD1C,1.286020985043644
GSM4138113,1,0.7207023563686822,84,11,Mono_CD14_ID1,2.208891854374032
GSM4138123,5,0.5128690620148093,83,11,cDC2_CD1C,1.1947329174745778
GSM4138139,3,0.6962258253506237,80,11,Mac_CXCL9,1.263816118970534
GSM4138133,1,0.7947569139204302,78,11,Mono_CD14_ID1,2.208891854374032
GSM4138139,7,0.5831073384495995,74,11,Mac_SPP1,1.3211701472849362
GSM4138141,6,0.7865564529341352,73,11,DC_pDC,1.2427282142716214
GSM4138131,5,0.5591055577914538,73,11,cDC2_CD1C,1.1947329174745778
GSM4138137,7,0.6469500609252697,71,11,Mac_SPP1,1.3211701472849362
GSM4138111,5,0.4993598068105733,69,11,cDC2_CD1C,1.1947329174745778
GSM4138155,7,0.5169745653053344,69,11,Mac_SPP1,1.3211701472849362
GSM4138115,2,0.5843295669501207,69,11,cDC2_CD1C,1.286020985043644
GSM4138131,9,0.7100362548044972,63,11,mregDC_LAMP3,1.2969892928854112
GSM4138133,2,0.6290816780510806,63,11,cDC2_CD1C,1.286020985043644
GSM4138111,6,0.7909323905171377,63,11,DC_pDC,1.2427282142716214
GSM4138111,2,0.5468078797183935,59,11,cDC2_CD1C,1.286020985043644
GSM4138139,10,0.896706147065347,59,11,Mast,1.241130399423208
GSM4138133,3,0.5938910651084987,58,11,Mac_CXCL9,1.263816118970534
GSM4138133,5,0.5913772227568488,58,11,cDC2_CD1C,1.1947329174745778
GSM4138131,4,0.7138235504473378,58,11,Mac_IL1B,1.327972445675179
GSM4138131,2,0.6514359949109765,57,11,cDC2_CD1C,1.286020985043644
GSM4138137,5,0.6131286054995788,56,11,cDC2_CD1C,1.1947329174745778
GSM4138159,1,0.7832602505525939,54,11,Mono_CD14_ID1,2.208891854374032
GSM4138141,9,0.7140292092207772,53,11,mregDC_LAMP3,1.2969892928854112
GSM4138157,1,0.7689652680365979,53,11,Mono_CD14_ID1,2.208891854374032
GSM4138117,5,0.5882502270589112,52,11,cDC2_CD1C,1.1947329174745778
GSM4138117,3,0.6921727398326958,52,11,Mac_CXCL9,1.263816118970534
GSM4138155,6,0.6514808636504937,51,11,DC_pDC,1.2427282142716214
GSM4138139,2,0.6594432482266781,49,11,cDC2_CD1C,1.286020985043644
GSM4138157,2,0.5906851692342087,48,11,cDC2_CD1C,1.286020985043644
GSM4138123,6,0.7877474391376307,48,11,DC_pDC,1.2427282142716214
GSM4138119,1,0.7302298022775355,47,11,Mono_CD14_ID1,2.208891854374032
GSM4138121,1,0.7165958985344921,46,11,Mono_CD14_ID1,2.208891854374032
GSM4138141,3,0.7372640945716491,46,11,Mac_CXCL9,1.263816118970534
GSM4138159,2,0.5827914232004587,45,11,cDC2_CD1C,1.286020985043644
GSM4138145,6,0.8078364970285496,45,11,DC_pDC,1.2427282142716214
GSM4138143,6,0.8259385385067672,44,11,DC_pDC,1.2427282142716214
GSM4138161,4,0.6807370355483894,42,11,Mac_IL1B,1.327972445675179
GSM4138143,9,0.7323619737146556,42,11,mregDC_LAMP3,1.2969892928854112
GSM4138123,2,0.4953471138479545,41,11,cDC2_CD1C,1.286020985043644
GSM4138129,7,0.7226862621847201,40,11,Mac_SPP1,1.3211701472849362
GSM4138127,8,0.8036274386260875,40,11,Mono_TIL,1.2750862614059963
GSM4138115,1,0.8203796748092009,38,11,Mono_CD14_ID1,2.208891854374032
GSM4138123,4,0.7287121469858016,38,11,Mac_IL1B,1.327972445675179
GSM4138161,5,0.531676820782119,37,11,cDC2_CD1C,1.1947329174745778
GSM4138137,2,0.5941804598906658,35,11,cDC2_CD1C,1.286020985043644
GSM4138125,3,0.751696688521219,35,11,Mac_CXCL9,1.263816118970534
GSM4138123,1,0.7557160525351014,34,11,Mono_CD14_ID1,2.208891854374032
GSM4138113,6,0.8282142588394925,33,11,DC_pDC,1.2427282142716214
GSM4138141,5,0.5647354213331861,32,11,cDC2_CD1C,1.1947329174745778
GSM4138129,3,0.8508716447506929,32,11,Mac_CXCL9,1.263816118970534
GSM4138135,7,0.7295640625837932,32,11,Mac_SPP1,1.3211701472849362
GSM4138147,6,0.8002504273439319,31,11,DC_pDC,1.2427282142716214
GSM4138135,2,0.6292206404115359,31,11,cDC2_CD1C,1.286020985043644
GSM4138143,10,0.8950298348571784,31,11,Mast,1.241130399423208
GSM4138139,5,0.6880269257408055,30,11,cDC2_CD1C,1.1947329174745778
GSM4138135,9,0.7962438091498167,30,11,mregDC_LAMP3,1.2969892928854112
GSM4138135,5,0.6695953852124894,29,11,cDC2_CD1C,1.1947329174745778
GSM4138145,4,0.8512063970629031,29,11,Mac_IL1B,1.327972445675179
GSM4138127,6,0.8676480875196357,28,11,DC_pDC,1.2427282142716214
GSM4138111,10,0.8126111333232356,28,11,Mast,1.241130399423208
GSM4138141,8,0.7794170011842257,27,11,Mono_TIL,1.2750862614059963
GSM4138127,7,0.7495692507447501,27,11,Mac_SPP1,1.3211701472849362
GSM4138129,4,0.750884930880356,27,11,Mac_IL1B,1.327972445675179
GSM4138113,2,0.6368076032966828,26,11,cDC2_CD1C,1.286020985043644
GSM4138155,3,0.6823501449134857,26,11,Mac_CXCL9,1.263816118970534
GSM4138119,2,0.5573960110959679,26,11,cDC2_CD1C,1.286020985043644
GSM4138112,6,0.9237606894906528,25,11,DC_pDC,1.2427282142716214
GSM4138129,6,0.902722853392227,25,11,DC_pDC,1.2427282142716214
GSM4138119,7,0.6064258765887107,24,11,Mac_SPP1,1.3211701472849362
GSM4138155,9,0.709275473591124,24,11,mregDC_LAMP3,1.2969892928854112
GSM4138125,2,0.7333101618720617,23,11,cDC2_CD1C,1.286020985043644
GSM4138160,6,0.937182910145636,22,11,DC_pDC,1.2427282142716214
GSM4138139,9,0.890969911376181,22,11,mregDC_LAMP3,1.2969892928854112
GSM4138153,2,0.6445379875395125,22,11,cDC2_CD1C,1.286020985043644
GSM4138139,6,0.8907996999607569,22,11,DC_pDC,1.2427282142716214
GSM4138123,9,0.8201447622685721,21,11,mregDC_LAMP3,1.2969892928854112
GSM4138135,10,0.9137892601834748,21,11,Mast,1.241130399423208
GSM4138133,6,0.9494580046754922,21,11,DC_pDC,1.2427282142716214
GSM4138110,6,0.9310337478043234,20,11,DC_pDC,1.2427282142716214
GSM4138115,9,0.8137664962628042,20,11,mregDC_LAMP3,1.2969892928854112
GSM4138168,6,0.8594731152159931,20,11,DC_pDC,1.2427282142716214
GSM4138155,5,0.6429670184962519,20,11,cDC2_CD1C,1.1947329174745778
GSM4138122,6,0.9316163617394202,20,11,DC_pDC,1.2427282142716214
GSM4138128,6,0.9316163617394202,20,11,DC_pDC,1.2427282142716214
GSM4138153,1,0.8005317195400913,20,11,Mono_CD14_ID1,2.208891854374032
GSM4138133,9,0.8318005876547704,19,11,mregDC_LAMP3,1.2969892928854112
GSM4138155,10,0.8713549729660728,19,11,Mast,1.241130399423208
GSM4138135,6,0.8786148019607563,19,11,DC_pDC,1.2427282142716214
GSM4138115,6,0.8284887925128488,19,11,DC_pDC,1.2427282142716214
GSM4138129,2,0.7978245244718141,19,11,cDC2_CD1C,1.286020985043644
GSM4138171,2,0.7779339566955803,18,11,cDC2_CD1C,1.286020985043644
GSM4138127,2,0.8738839068964777,18,11,cDC2_CD1C,1.286020985043644
GSM4138145,9,0.9183148257846474,18,11,mregDC_LAMP3,1.2969892928854112
GSM4138131,10,0.9315781702821556,18,11,Mast,1.241130399423208
GSM4138113,5,0.707376496086533,17,11,cDC2_CD1C,1.1947329174745778
GSM4138162,6,0.957084277467433,17,11,DC_pDC,1.2427282142716214
GSM4138137,9,0.9404151195681256,17,11,mregDC_LAMP3,1.2969892928854112
GSM4138117,2,0.8074288960569578,17,11,cDC2_CD1C,1.286020985043644
GSM4138121,2,0.6133728187210139,17,11,cDC2_CD1C,1.286020985043644
GSM4138172,2,0.789928919803139,17,11,cDC2_CD1C,1.286020985043644
GSM4138163,6,0.966903494800651,16,11,DC_pDC,1.2427282142716214
GSM4138157,6,0.9140743901728758,16,11,DC_pDC,1.2427282142716214
GSM4138144,2,0.9406784831956986,16,11,cDC2_CD1C,1.286020985043644
GSM4138130,6,0.974267153769814,16,11,DC_pDC,1.2427282142716214
GSM4138121,6,0.7039030890760799,16,11,DC_pDC,1.2427282142716214
GSM4138157,4,0.8513879472677537,16,11,Mac_IL1B,1.327972445675179
GSM4138159,3,0.8102865675173415,16,11,Mac_CXCL9,1.263816118970534
GSM4138117,10,0.9645159504406876,15,11,Mast,1.241130399423208
GSM4138139,8,0.9205973725717932,15,11,Mono_TIL,1.2750862614059963
GSM4138151,6,0.9039811549183868,15,11,DC_pDC,1.2427282142716214
GSM4138120,2,0.8652035263547819,15,11,cDC2_CD1C,1.286020985043644
GSM4138147,2,0.7834910505302976,15,11,cDC2_CD1C,1.286020985043644
GSM4138134,1,0.9226917090720352,806,12,Mono_CD14_ID1,1.8314129191004536
GSM4138116,1,0.8974721576477416,680,12,Mono_CD14_ID1,1.8314129191004536
GSM4138126,1,0.8868633566063999,673,12,Mono_CD14_ID1,1.8314129191004536
GSM4138156,1,0.845194796561095,648,12,Mono_CD14_ID1,1.8314129191004536
GSM4138120,1,0.8204297957215316,511,12,Mono_CD14_ID1,1.8314129191004536
GSM4138142,1,0.889800432877671,484,12,Mono_CD14_ID1,1.8314129191004536
GSM4138110,1,0.89688231701634,460,12,Mono_CD14_ID1,1.8314129191004536
GSM4138140,1,0.9228397908969074,455,12,Mono_CD14_ID1,1.8314129191004536
GSM4138132,1,0.919395334636661,415,12,Mono_CD14_ID1,1.8314129191004536
GSM4138160,1,0.8704103562864576,409,12,Mono_CD14_ID1,1.8314129191004536
GSM4138134,2,0.8128858147797088,405,12,Mono_CD16,1.9530621610400112
GSM4138123,4,0.5854332259753325,394,12,Mac_CXCL9,1.2637917345249388
GSM4138136,1,0.8603500847538872,383,12,Mono_CD14_ID1,1.8314129191004536
GSM4138138,1,0.9291675073814024,371,12,Mono_CD14_ID1,1.8314129191004536
GSM4138163,1,0.912200034729972,346,12,Mono_CD14_ID1,1.8314129191004536
GSM4138125,8,0.5419762733888844,337,12,Mac_SPP1,1.3152847098679958
GSM4138128,2,0.8210661993162671,328,12,Mono_CD16,1.9530621610400112
GSM4138122,2,0.8210661993162671,328,12,Mono_CD16,1.9530621610400112
GSM4138162,1,0.9009845194587276,319,12,Mono_CD14_ID1,1.8314129191004536
GSM4138135,4,0.6543856615966779,305,12,Mac_CXCL9,1.2637917345249388
GSM4138130,1,0.8271366367830846,301,12,Mono_CD14_ID1,1.8314129191004536
GSM4138152,1,0.8709821827179902,300,12,Mono_CD14_ID1,1.8314129191004536
GSM4138146,2,0.8441641600102326,291,12,Mono_CD16,1.9530621610400112
GSM4138154,1,0.8303907842898942,289,12,Mono_CD14_ID1,1.8314129191004536
GSM4138130,2,0.8681758722893331,280,12,Mono_CD16,1.9530621610400112
GSM4138118,1,0.8481425170970855,267,12,Mono_CD14_ID1,1.8314129191004536
GSM4138165,1,0.8907331307252361,264,12,Mono_CD14_ID1,1.8314129191004536
GSM4138156,2,0.8263540027167797,261,12,Mono_CD16,1.9530621610400112
GSM4138136,2,0.8514368418797071,250,12,Mono_CD16,1.9530621610400112
GSM4138166,1,0.8749506957819355,250,12,Mono_CD14_ID1,1.8314129191004536
GSM4138140,2,0.829850638060574,235,12,Mono_CD16,1.9530621610400112
GSM4138135,6,0.6636919663760701,232,12,Mac_IL1B,1.2983334630535788
GSM4138114,1,0.8434442971138121,231,12,Mono_CD14_ID1,1.8314129191004536
GSM4138124,1,0.932465752523302,227,12,Mono_CD14_ID1,1.8314129191004536
GSM4138137,4,0.6909528437378294,225,12,Mac_CXCL9,1.2637917345249388
GSM4138132,2,0.8064497553679597,220,12,Mono_CD16,1.9530621610400112
GSM4138158,1,0.8408295799877779,219,12,Mono_CD14_ID1,1.8314129191004536
GSM4138167,1,0.9193995599208696,210,12,Mono_CD14_ID1,1.8314129191004536
GSM4138128,1,0.8453902101203723,208,12,Mono_CD14_ID1,1.8314129191004536
GSM4138122,1,0.8453902101203723,208,12,Mono_CD14_ID1,1.8314129191004536
GSM4138141,1,0.8485787258121331,207,12,Mono_CD14_ID1,1.8314129191004536
GSM4138166,2,0.8164711709965848,204,12,Mono_CD16,1.9530621610400112
GSM4138138,2,0.901853579067798,200,12,Mono_CD16,1.9530621610400112
GSM4138142,2,0.8492464819591315,198,12,Mono_CD16,1.9530621610400112
GSM4138145,1,0.7477915517817129,185,12,Mono_CD14_ID1,1.8314129191004536
GSM4138112,1,0.8554653453986227,184,12,Mono_CD14_ID1,1.8314129191004536
GSM4138145,3,0.5606498747244255,183,12,cDC2_CD1C,1.2923215519514093
GSM4138155,3,0.4612636735223427,176,12,cDC2_CD1C,1.2923215519514093
GSM4138165,2,0.8163425182187644,166,12,Mono_CD16,1.9530621610400112
GSM4138112,2,0.8229842219539176,165,12,Mono_CD16,1.9530621610400112
GSM4138144,1,0.7864426215153714,162,12,Mono_CD14_ID1,1.8314129191004536
GSM4138110,2,0.8470921114046854,161,12,Mono_CD16,1.9530621610400112
GSM4138155,1,0.6929872820292626,159,12,Mono_CD14_ID1,1.8314129191004536
GSM4138146,1,0.8614300899962868,159,12,Mono_CD14_ID1,1.8314129191004536
GSM4138137,6,0.6671625953711962,156,12,Mac_IL1B,1.2983334630535788
GSM4138131,9,0.6779943662329618,154,12,Mono_TIL,1.295408245853625
GSM4138162,2,0.8133660070357798,145,12,Mono_CD16,1.9530621610400112
GSM4138152,2,0.8341839254557615,142,12,Mono_CD16,1.9530621610400112
GSM4138155,6,0.559244584241591,132,12,Mac_IL1B,1.2983334630535788
GSM4138139,6,0.7301959123229937,126,12,Mac_IL1B,1.2983334630535788
GSM4138117,1,0.6712529595041123,124,12,Mono_CD14_ID1,1.8314129191004536
GSM4138150,1,0.8806064125538591,124,12,Mono_CD14_ID1,1.8314129191004536
GSM4138127,1,0.8093429920970816,120,12,Mono_CD14_ID1,1.8314129191004536
GSM4138167,2,0.7735558548941605,120,12,Mono_CD16,1.9530621610400112
GSM4138139,1,0.7870223914352067,114,12,Mono_CD14_ID1,1.8314129191004536
GSM4138127,5,0.5958953768011643,113,12,cDC2_CD1C,1.20715614550225
GSM4138144,2,0.81954348673088,111,12,Mono_CD16,1.9530621610400112
GSM4138131,7,0.7751312577185597,111,12,DC_pDC,1.245008316047198
GSM4138124,2,0.8379817119529066,110,12,Mono_CD16,1.9530621610400112
GSM4138135,1,0.8251091367028258,109,12,Mono_CD14_ID1,1.8314129191004536
GSM4138114,2,0.797966722735304,108,12,Mono_CD16,1.9530621610400112
GSM4138148,1,0.8696222252520667,107,12,Mono_CD14_ID1,1.8314129191004536
GSM4138161,7,0.7079394742406384,107,12,DC_pDC,1.245008316047198
GSM4138137,1,0.7559507841472296,106,12,Mono_CD14_ID1,1.8314129191004536
GSM4138143,3,0.5587035009189145,102,12,cDC2_CD1C,1.2923215519514093
GSM4138131,4,0.729263320360394,101,12,Mac_CXCL9,1.2637917345249388
GSM4138161,3,0.5007683315839973,101,12,cDC2_CD1C,1.2923215519514093
GSM4138161,1,0.7551967534341515,99,12,Mono_CD14_ID1,1.8314129191004536
GSM4138141,3,0.570058719527422,98,12,cDC2_CD1C,1.2923215519514093
GSM4138164,1,0.8717270771025339,90,12,Mono_CD14_ID1,1.8314129191004536
GSM4138121,6,0.5761856803501411,89,12,Mac_IL1B,1.2983334630535788
GSM4138139,4,0.6848150669517357,89,12,Mac_CXCL9,1.2637917345249388
GSM4138127,6,0.759976351176264,87,12,Mac_IL1B,1.2983334630535788
GSM4138125,1,0.8577619319378494,86,12,Mono_CD14_ID1,1.8314129191004536
GSM4138126,2,0.8394457278706915,85,12,Mono_CD16,1.9530621610400112
GSM4138123,5,0.510658946786827,84,12,cDC2_CD1C,1.20715614550225
