GEP,n_samples,median_ROGUE,mean_ROGUE,min_ROGUE,max_ROGUE,total_cells
1,58,0.733,0.668,0.432,0.85,15932
3,48,0.865,0.855,0.702,0.962,5911
4,6,0.843,0.834,0.718,0.925,192
8,18,0.589,0.593,0.377,0.738,1252
11,16,0.913,0.908,0.783,0.979,516
13,18,0.752,0.727,0.494,0.909,495
16,11,0.707,0.669,0.492,0.814,417
18,2,0.889,0.889,0.881,0.897,49
19,3,0.975,0.959,0.915,0.986,59
