sample,cluster,ROGUE,n_cells,K
GSM4138134,1,0.8016825015286525,1210,18
GSM4138156,1,0.7727042753908906,918,18
GSM4138135,1,0.5404903809998959,761,18
GSM4138126,1,0.8179632352931284,756,18
GSM4138116,1,0.8547538940879366,703,18
GSM4138140,1,0.7618498429327718,701,18
GSM4138142,1,0.7864915670211957,688,18
GSM4138132,1,0.787502403180364,640,18
GSM4138137,1,0.5775297090582152,639,18
GSM4138136,1,0.7696896407391118,639,18
GSM4138110,1,0.7652860052322608,625,18
GSM4138120,1,0.7596360665806956,608,18
GSM4138155,1,0.40766983046382455,601,18
GSM4138131,1,0.5439756671868475,600,18
GSM4138130,1,0.7523028629505834,581,18
GSM4138138,1,0.7414394712126651,575,18
GSM4138123,1,0.48476320015925467,544,18
GSM4138122,1,0.7503155568467024,544,18
GSM4138128,1,0.7503155568467024,544,18
GSM4138139,1,0.5287511371610661,541,18
GSM4138141,1,0.5152298585764943,534,18
GSM4138125,1,0.515250513032311,502,18
GSM4138160,1,0.783443093597136,485,18
GSM4138162,1,0.7470047792507324,485,18
GSM4138145,1,0.5429082149899083,470,18
GSM4138166,1,0.7535703212266682,466,18
GSM4138152,1,0.7554299828096279,459,18
GSM4138146,1,0.7766006927417152,458,18
GSM4138165,1,0.8134654228660645,437,18
GSM4138163,1,0.8044008818232878,423,18
GSM4138127,1,0.5600858964032011,401,18
GSM4138154,1,0.7310271664692027,358,18
GSM4138112,1,0.7609817858547336,354,18
GSM4138114,1,0.7148337004221639,351,18
GSM4138167,1,0.7383545237343163,339,18
GSM4138124,1,0.8285005967449228,334,18
GSM4138143,1,0.4946695639548083,310,18
GSM4138161,1,0.4608754199480959,307,18
GSM4138117,1,0.5258687323965219,305,18
GSM4138144,1,0.7257294393436071,297,18
GSM4138118,1,0.7942369415442538,291,18
GSM4138133,1,0.5055332210333927,284,18
GSM4138158,1,0.7245513062584477,278,18
GSM4138111,1,0.47971005470390893,275,18
GSM4138129,1,0.5716009511558191,233,18
GSM4138150,1,0.7954643602335368,190,18
GSM4138148,1,0.7343854812885551,177,18
GSM4138121,1,0.44856977291279276,175,18
GSM4138164,1,0.6652778036487809,155,18
GSM4138157,1,0.5369265231461968,143,18
GSM4138115,1,0.5351998192195744,136,18
GSM4138159,1,0.49750128862426346,132,18
GSM4138113,1,0.544843915937081,132,18
GSM4138119,1,0.44976844334371735,107,18
GSM4138137,6,0.6280691404385372,67,18
GSM4138161,5,0.7390731680616527,63,18
GSM4138123,6,0.6071741008462945,62,18
GSM4138135,6,0.556615816923799,57,18
GSM4138131,5,0.8548796991190271,56,18
GSM4138131,2,0.7676162844579403,53,18
GSM4138153,1,0.5310270150707945,53,18
GSM4138111,2,0.682407407812508,53,18
GSM4138141,2,0.6361875321088797,49,18
GSM4138145,2,0.6525168145996169,44,18
GSM4138161,2,0.6388331428468487,43,18
GSM4138139,3,0.9125191461802459,42,18
GSM4138123,2,0.6987961355064742,41,18
GSM4138143,2,0.7398864695988241,37,18
GSM4138113,2,0.6981093551991315,32,18
GSM4138155,5,0.7438754008213113,32,18
GSM4138141,5,0.8619596374616101,31,18
GSM4138172,1,0.6304949159132032,29,18
GSM4138127,6,0.8949668127140473,26,18
GSM4138171,1,0.7272342752579188,25,18
GSM4138112,2,0.9117498201340716,25,18
GSM4138149,1,0.6922332045358873,25,18
GSM4138147,1,0.576327310137147,25,18
GSM4138147,2,0.7962836946245697,24,18
GSM4138139,6,0.6951075268653333,23,18
GSM4138110,2,0.865345997294353,23,18
GSM4138170,1,0.7304413211339343,22,18
GSM4138111,5,0.9050489699445573,22,18
GSM4138122,2,0.9008315371932628,21,18
GSM4138129,2,0.7986393215533838,21,18
GSM4138128,2,0.9008315371932628,21,18
GSM4138111,3,0.8988787169725708,21,18
GSM4138143,3,0.9178789142700147,20,18
GSM4138131,6,0.8354635877625093,20,18
GSM4138139,2,0.874369611456292,20,18
GSM4138130,2,0.9444032568566993,19,18
GSM4138127,2,0.8361062389824938,19,18
GSM4138155,2,0.7291820559979154,19,18
GSM4138134,2,0.953707767651091,18,18
GSM4138115,2,0.8052568985920986,18,18
GSM4138133,2,0.9400063274165508,18,18
GSM4138151,1,0.7916083378288092,18,18
GSM4138152,2,0.9074854344026949,17,18
GSM4138131,3,0.9362991937472388,17,18
GSM4138163,2,0.9631144655292482,17,18
GSM4138169,1,0.7603663126738534,17,18
GSM4138162,2,0.9606555838363116,16,18
GSM4138127,5,0.907433669633664,15,18
GSM4138155,6,0.8642647251542243,15,18
GSM4138135,3,0.9385880021530775,15,18
GSM4138155,3,0.9130341024294125,15,18
GSM4138117,2,0.8189792468364641,15,18
