sample,cluster,ROGUE,n_cells,K
GSM4138134,1,0.8006748391015213,1212,9
GSM4138156,1,0.7840669931530766,911,9
GSM4138126,1,0.820979113546347,757,9
GSM4138116,1,0.8634775896965428,701,9
GSM4138140,1,0.7872454978911377,692,9
GSM4138142,1,0.7986904759008723,682,9
GSM4138132,1,0.7942821040643687,640,9
GSM4138136,1,0.7918566644090907,632,9
GSM4138110,1,0.7763952075026521,621,9
GSM4138120,1,0.7815189672311883,591,9
GSM4138130,1,0.7571162504521709,584,9
GSM4138138,1,0.7620198650876256,572,9
GSM4138128,1,0.7612488874988579,534,9
GSM4138122,1,0.7612488874988579,534,9
GSM4138160,1,0.8025711965491465,480,9
GSM4138162,1,0.7935150365382027,466,9
GSM4138166,1,0.7701707350205887,456,9
GSM4138146,1,0.7880907482902177,453,9
GSM4138152,1,0.7924538051461378,445,9
GSM4138165,1,0.8211646050462886,431,9
GSM4138163,1,0.8304930044956504,414,9
GSM4138123,3,0.5849878595222334,388,9
GSM4138112,1,0.7823213993624248,349,9
GSM4138154,1,0.7765576201309096,345,9
GSM4138114,1,0.7405753863316331,341,9
GSM4138124,1,0.825383491852761,337,9
GSM4138167,1,0.7454064420889116,333,9
GSM4138125,7,0.5372308991274581,326,9
GSM4138118,1,0.8232836908694557,288,9
GSM4138141,1,0.7839550043701335,286,9
GSM4138135,3,0.6481471608272208,285,9
GSM4138144,1,0.738588131861482,276,9
GSM4138158,1,0.7797205221303034,266,9
GSM4138135,5,0.6479177035559821,243,9
GSM4138145,1,0.7157198559892886,229,9
GSM4138137,3,0.6963597916923272,219,9
GSM4138150,1,0.806902031447393,188,9
GSM4138145,2,0.564059102045017,178,9
GSM4138155,1,0.6872855324470768,175,9
GSM4138155,2,0.45770010743815226,172,9
GSM4138148,1,0.7572869327358873,167,9
GSM4138135,1,0.767458629826827,167,9
GSM4138137,5,0.6636273148842922,167,9
GSM4138131,3,0.6830050284875722,165,9
GSM4138139,1,0.7543340265525332,163,9
GSM4138117,1,0.6551700072877149,160,9
GSM4138164,1,0.6933682061014748,148,9
GSM4138127,1,0.7762786809962695,146,9
GSM4138137,1,0.7511068047511144,143,9
GSM4138131,1,0.7689177656352851,141,9
GSM4138139,5,0.7151242002331137,140,9
GSM4138155,5,0.5512026660877065,137,9
GSM4138143,1,0.6927281041819704,132,9
GSM4138161,1,0.7187369389238594,117,9
GSM4138127,4,0.5845366252631559,115,9
GSM4138127,5,0.6942259662516024,112,9
GSM4138111,1,0.6687497294064979,112,9
GSM4138131,6,0.7772111043385597,110,9
GSM4138125,1,0.8203563184656728,108,9
GSM4138131,5,0.652235391908603,107,9
GSM4138161,6,0.7079394742406384,107,9
GSM4138143,2,0.5576376609691948,100,9
GSM4138141,2,0.5548814473398629,95,9
GSM4138161,2,0.4937151124582433,95,9
GSM4138121,5,0.5667039052871763,92,9
GSM4138129,1,0.7915472193056745,91,9
GSM4138139,3,0.6771273981122852,90,9
GSM4138123,4,0.5240021640487289,86,9
GSM4138131,4,0.5597413762356438,84,9
GSM4138113,1,0.7276697737594033,82,9
GSM4138111,4,0.49307418374629897,78,9
GSM4138115,2,0.5972479916509308,77,9
GSM4138141,6,0.7952186303971277,72,9
GSM4138137,7,0.6524860969357962,70,9
GSM4138155,7,0.5140985521422441,70,9
GSM4138133,2,0.6265029509269833,69,9
GSM4138139,7,0.5841702005662706,68,9
GSM4138133,1,0.8343639467341819,65,9
GSM4138133,3,0.5906629213766776,64,9
