GEP,n_samples,median_ROGUE,mean_ROGUE,min_ROGUE,max_ROGUE,total_cells
1,36,0.805,0.768,0.572,0.979,2648
2,52,0.796,0.73,0.444,0.938,4723
3,54,0.729,0.689,0.442,0.859,6623
4,54,0.846,0.831,0.641,0.98,6861
5,16,0.715,0.703,0.5,0.871,1340
6,40,0.85,0.849,0.644,0.984,2107
7,7,0.896,0.896,0.783,0.965,196
8,4,0.818,0.824,0.756,0.905,127
9,1,0.71,0.71,0.71,0.71,19
10,3,0.746,0.734,0.673,0.784,144
13,1,0.758,0.758,0.758,0.758,24
14,9,0.883,0.853,0.707,0.911,256
