sample,cluster,ROGUE,n_cells,K
GSM4138134,3,0.7861167111097904,669,33
GSM4138156,3,0.8030857323787108,594,33
GSM4138120,2,0.7419332312107769,460,33
GSM4138126,3,0.8502843453053437,447,33
GSM4138123,2,0.4864441054665085,432,33
GSM4138132,3,0.8122743497951468,414,33
GSM4138145,2,0.5391117918723592,401,33
GSM4138155,2,0.40774494394879857,401,33
GSM4138131,2,0.5471245588791402,393,33
GSM4138134,2,0.7702339019658508,390,33
GSM4138130,3,0.7327433548809359,373,33
GSM4138152,2,0.7314015054858996,366,33
GSM4138141,2,0.5103895723929719,357,33
GSM4138116,3,0.9075471629681839,331,33
GSM4138125,2,0.5289841718667179,331,33
GSM4138140,3,0.8413980713082745,330,33
GSM4138128,2,0.7608707294126014,330,33
GSM4138122,2,0.7608707294126014,330,33
GSM4138135,3,0.5720774177084975,319,33
GSM4138110,2,0.7324705376553398,317,33
GSM4138142,3,0.8247149041553548,306,33
GSM4138136,2,0.7342190991095949,305,33
GSM4138142,2,0.7767538864055847,298,33
GSM4138162,2,0.7161072891626025,291,33
GSM4138116,2,0.8330233408586384,290,33
GSM4138140,2,0.7447556958877636,290,33
GSM4138154,2,0.7236392630416657,288,33
GSM4138161,2,0.44044470640698885,288,33
GSM4138165,3,0.8234157321465765,287,33
GSM4138139,2,0.5317492805238462,283,33
GSM4138137,3,0.589153684668469,275,33
GSM4138135,2,0.526462802574603,275,33
GSM4138156,2,0.7294989519934414,270,33
GSM4138163,2,0.7805632903089675,261,33
GSM4138138,2,0.7368667170847325,259,33
GSM4138160,2,0.7598696289452387,255,33
GSM4138138,3,0.7823961606981547,252,33
GSM4138136,3,0.8410013875113403,251,33
GSM4138137,2,0.5878266998600602,246,33
GSM4138110,3,0.7820851825583907,239,33
GSM4138126,2,0.8023589675795784,233,33
GSM4138131,3,0.5711565020073214,228,33
GSM4138166,3,0.8181833664254923,226,33
GSM4138118,2,0.7808453087723255,225,33
GSM4138146,2,0.765459018254947,224,33
GSM4138111,2,0.46642048315185014,221,33
GSM4138112,3,0.7445680190946316,211,33
GSM4138160,3,0.7732618687600153,210,33
GSM4138146,3,0.765532442917254,208,33
GSM4138144,2,0.7280093834285067,208,33
GSM4138166,2,0.7413971935279435,207,33
GSM4138127,2,0.5860313655188276,206,33
GSM4138167,3,0.7993302542525768,201,33
GSM4138143,2,0.49433151783820317,197,33
GSM4138122,3,0.8075430504943998,185,33
GSM4138128,3,0.8075430504943998,185,33
GSM4138117,2,0.5312769468778076,181,33
GSM4138114,3,0.7542615476654877,175,33
GSM4138162,3,0.8043153089561733,167,33
GSM4138124,3,0.8554656861850634,166,33
GSM4138141,3,0.5527011925162815,165,33
GSM4138130,2,0.771223719494275,163,33
GSM4138155,3,0.41906644109727864,159,33
GSM4138114,2,0.7392916385130681,157,33
GSM4138135,1,0.620533789032448,149,33
GSM4138132,2,0.760131418805811,145,33
GSM4138112,2,0.7553092085757065,143,33
GSM4138139,1,0.6116878706903066,141,33
GSM4138134,1,0.8924792717217402,140,33
GSM4138133,3,0.5338961137170134,140,33
GSM4138129,2,0.580626293933937,138,33
GSM4138158,2,0.7438315532279536,137,33
GSM4138163,3,0.8208781544224538,136,33
GSM4138124,2,0.8050150242525218,136,33
GSM4138165,2,0.782492617621324,128,33
GSM4138139,3,0.5613223269118082,127,33
GSM4138143,3,0.5387190957395834,124,33
GSM4138120,3,0.8125713555290645,122,33
GSM4138137,1,0.6076779103042907,121,33
GSM4138121,2,0.4250322657807426,121,33
GSM4138117,3,0.5660859359252097,109,33
GSM4138127,3,0.6116920852034851,107,33
GSM4138158,3,0.8219194743428286,104,33
GSM4138167,2,0.7403744573121002,103,33
GSM4138125,3,0.5305721640801613,103,33
GSM4138150,2,0.7944030115929914,101,33
GSM4138119,2,0.4476606069660193,101,33
GSM4138164,3,0.7707614934033536,97,33
GSM4138127,1,0.6118586608367486,94,33
GSM4138133,2,0.5644042605626176,93,33
GSM4138148,3,0.8063510367885514,92,33
GSM4138123,1,0.5250915847462105,91,33
GSM4138131,1,0.5811607023596301,90,33
GSM4138123,3,0.5162221933469417,88,33
GSM4138157,2,0.5755450640085507,85,33
GSM4138161,3,0.5384757114005823,85,33
GSM4138152,3,0.7935650965771794,84,33
GSM4138113,2,0.5659959308260987,84,33
GSM4138129,3,0.6001599816055077,82,33
GSM4138110,1,0.850235734471879,80,33
GSM4138115,2,0.5005308090328928,80,33
GSM4138150,3,0.814885841714071,78,33
GSM4138148,2,0.7130680743209639,78,33
GSM4138116,1,0.8427772911750382,77,33
GSM4138159,2,0.522324619625318,75,33
GSM4138140,1,0.8623546518850982,74,33
GSM4138155,1,0.4577691140709895,73,33
GSM4138132,1,0.9213031088638958,73,33
GSM4138144,3,0.8214681868557305,72,33
GSM4138136,1,0.8992544705447814,71,33
GSM4138141,1,0.5748317044804205,70,33
GSM4138113,3,0.5580779129915362,69,33
GSM4138142,1,0.8910221220289688,68,33
GSM4138156,1,0.8580379406498815,66,33
GSM4138138,1,0.8886615931162882,64,33
GSM4138126,1,0.836475994653606,63,33
GSM4138133,1,0.6144483876495761,61,33
GSM4138145,3,0.673038766505301,60,33
GSM4138111,1,0.531458025114732,60,33
GSM4138111,3,0.5684447292515455,58,33
GSM4138130,1,0.7890486533222507,55,33
GSM4138154,3,0.8009267456639747,54,33
GSM4138145,1,0.6677388164529388,53,33
GSM4138157,3,0.5865796262183056,53,33
GSM4138125,1,0.5776836861624098,53,33
GSM4138139,10,0.9009770038353295,52,33
GSM4138164,2,0.49324204701644236,52,33
GSM4138153,2,0.5065330433929767,49,33
GSM4138118,3,0.918243702539117,47,33
GSM4138161,1,0.5521670261517284,43,33
GSM4138115,3,0.7250978360923438,41,33
GSM4138162,1,0.9092350108430911,39,33
GSM4138123,12,0.5936442020463194,39,33
GSM4138128,1,0.9179924305893107,38,33
GSM4138122,1,0.9179924305893107,38,33
GSM4138147,3,0.6428938240984776,37,33
GSM4138137,12,0.6686145017695675,36,33
GSM4138124,1,0.9519126449732862,35,33
GSM4138163,1,0.9193081801037323,35,33
GSM4138167,1,0.8701760575180624,35,33
GSM4138166,1,0.8834038579768964,34,33
GSM4138159,3,0.6900229094664831,34,33
GSM4138146,1,0.8855234743106578,33,33
GSM4138158,1,0.9482581462840792,33,33
GSM4138121,3,0.6400710841278028,32,33
GSM4138160,1,0.9339939878216887,32,33
GSM4138120,1,0.8940324983959033,29,33
GSM4138121,1,0.6346571584663819,29,33
GSM4138135,12,0.716987909000861,29,33
GSM4138117,1,0.6563984139184686,28,33
GSM4138143,10,0.8902110855991464,28,33
GSM4138111,10,0.7833832020001508,27,33
GSM4138165,1,0.9107041727302553,26,33
GSM4138114,1,0.9236713494905148,26,33
GSM4138154,1,0.9353942560686078,23,33
GSM4138129,1,0.7667440394429883,22,33
GSM4138125,7,0.6988698205726575,22,33
GSM4138172,2,0.6803856846628695,22,33
GSM4138143,1,0.7761591018753943,22,33
GSM4138155,10,0.8298205009515562,21,33
GSM4138115,12,0.7494409414815772,20,33
GSM4138152,1,0.9252957178348311,20,33
GSM4138144,1,0.9488165491581595,19,33
GSM4138159,1,0.8922079118751404,19,33
GSM4138115,1,0.8300847732801582,19,33
GSM4138112,1,0.907710738537719,19,33
GSM4138151,3,0.7951215915914468,19,33
GSM4138155,15,0.7928286842908276,18,33
GSM4138141,12,0.7786220982992412,17,33
GSM4138170,2,0.7924829486647298,17,33
GSM4138137,15,0.8937541695030211,17,33
GSM4138135,10,0.9324252169732001,17,33
