GEP,n_samples,median_ROGUE,mean_ROGUE,min_ROGUE,max_ROGUE,total_cells
1,62,0.731,0.665,0.412,0.855,24715
2,24,0.88,0.858,0.687,0.975,628
4,9,0.766,0.763,0.631,0.886,242
5,6,0.922,0.919,0.896,0.936,132
9,3,0.873,0.857,0.758,0.94,58
