GEP,DC_pDC,Mac_CXCL9,Mac_IL1B,Mac_IL1Bint,Mac_SPP1,Mast,Mono_CD14,Mono_CD14_ID1,Mono_CD14_IL1B,Mono_CD14_THBS1,Mono_CD16,Mono_Int,Mono_TIL,cDC1_CLEC9A,cDC2_CD1C,cDC2_CD33,mregDC_LAMP3
1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.004823529411764706,1.0,1.0,0.03450980392156863,1.0,0.7878588235294117,0.0,0.0,0.0,0.0
3,0.3951058823529412,0.0,1.0,0.00040336134453781514,0.0,1.0,0.0,0.028862745098039218,1.0,1.0,0.00823529411764706,1.0,1.0,0.0,0.0,0.0,0.0
4,1.0,0.0,0.8022727272727272,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0481,0.0,0.0,0.0,0.0
5,1.0,0.013000000000000001,1.0,1.0,0.012333333333333332,0.0,0.19766666666666666,0.2923,1.0,0.32081818181818184,0.1025,1.0,1.0,0.0,0.004666666666666666,0.012249999999999999,0.09214285714285715
6,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.958,0.0645,1.0,1.0
7,1.0,0.028499999999999998,0.4628,0.21437499999999998,0.0015,0.0,1.0,1.0,1.0,1.0,0.0852857142857143,1.0,1.0,0.026199999999999998,0.002,0.19555555555555557,0.01575
8,0.0008823529411764706,0.6085294117647059,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0030882352941176473
9,1.0,0.0,0.0,0.0,0.0,0.0,0.1532666666666667,0.0,0.06628571428571428,0.0015833333333333333,0.0,0.7186250000000001,0.010384615384615384,0.0,0.0,0.0,0.0
10,1.0,0.0,0.8572222222222222,0.00028571428571428574,0.0,0.00675,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
11,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.00175,1.0,1.0,1.0,1.0,0.8809,0.0,0.0,0.0047777777777777775,0.0015714285714285717
12,0.2502206531332745,0.24507208002353634,0.2917034421888791,0.24942630185348633,0.9841865254486613,1.0,1.0,0.4,0.4,0.13062665489849956,0.6394037461998627,0.8497793468667256,0.9978335874187596,0.3173622494010843,0.3499558693733451,0.3604001176816711,1.0
13,0.00028571428571428574,0.00025,1.0,0.03409090909090909,0.0,0.0,1.0,0.0019999999999999996,1.0,1.0,0.0211,1.0,1.0,0.00016666666666666666,0.0002,0.0012499999999999998,0.0003333333333333333
14,0.0679090909090909,0.0005,0.0025,0.0034444444444444444,0.0,0.0006666666666666666,0.9953529411764706,0.0165,0.3082666666666667,0.18857142857142858,0.06816666666666667,1.0,0.12100000000000001,0.0025714285714285713,0.0004,0.0035,0.0005
15,0.0,0.3723404255319149,1.0,1.0,1.0,0.9774565786343088,0.3723404255319149,0.3723404255319149,0.3723404255319149,0.3723404255319149,0.3723404255319149,0.3723404255319149,0.3723404255319149,0.0,0.0,0.3723404255319149,1.0
16,0.4903,0.05566666666666667,1.0,0.059000000000000004,1.0,0.025500000000000002,0.3457777777777778,0.9760588235294118,1.0,1.0,0.9308181818181819,1.0,0.0486,0.022,0.055428571428571424,0.041,0.13275
17,1.0,0.0,1.0,0.0005,0.0,0.0,1.0,0.001111111111111111,1.0,0.8636363636363636,0.0055,1.0,1.0,0.0,0.0,0.0,0.0
18,1.0,0.0,1.0,0.29729999999999995,0.0,0.0,1.0,0.0,0.6014999999999999,0.22955555555555557,1.0,1.0,0.3414545454545454,0.0,0.0004285714285714286,0.0003333333333333333,0.031375
19,0.9132142857142858,0.16,0.119,0.09699999999999999,0.12000000000000001,0.1346,0.8020000000000002,0.24133333333333334,0.946125,0.9896666666666668,0.46599999999999997,0.6722499999999999,0.9466470588235294,0.11642857142857144,0.1565,0.6204545454545455,0.10275000000000001
20,0.8965000000000001,0.0,0.012142857142857144,0.4844,0.0,0.0008333333333333332,0.046375,0.45099999999999996,0.45899999999999996,0.6756923076923077,0.9812941176470589,0.9084666666666666,0.5192222222222223,0.0,0.0,0.8331428571428572,0.0
