GEP,DC_pDC,Mac_CXCL9,Mac_IL1B,Mac_IL1Bint,Mac_SPP1,Mast,Mono_CD14,Mono_CD14_ID1,Mono_CD14_IL1B,Mono_CD14_THBS1,Mono_CD16,Mono_Int,Mono_TIL,cDC1_CLEC9A,cDC2_CD1C,cDC2_CD33,mregDC_LAMP3
1,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.499,0.0,0.0,0.0,0.0
2,0.0,0.0,1.0,0.718,0.0,1.0,1.0,0.001,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
3,0.0,0.0,1.0,0.0,0.0,1.0,0.729,0.0,1.0,0.996,0.0,0.995,0.827,0.0,0.0,0.0,0.0
4,1.0,0.0,0.995,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.28,1.0,0.079,0.0,0.0,0.0,0.0
5,0.001,0.0,1.0,0.0,0.0,1.0,1.0,0.021,0.999,1.0,0.0,1.0,0.861,0.0,0.0,0.0,0.0
6,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.999,0.993,0.0,0.967,0.743,0.0,0.0,0.0,0.0
7,1.0,0.0,0.99,0.0,0.0,1.0,1.0,0.0,0.999,1.0,0.0,0.999,1.0,0.0,0.0,0.0,0.0
8,1.0,0.0,0.492,0.071,0.01,0.011,1.0,0.046,1.0,1.0,0.882,1.0,0.999,0.01,0.0,0.058,0.0
9,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.992,0.007,1.0,0.004,0.0,0.0,0.0,0.0
10,0.364,0.867,0.201,1.0,0.998,0.0,1.0,0.048,0.853,0.062,0.1,0.167,0.829,0.422,0.888,0.996,1.0
11,1.0,0.451,0.251,0.048,0.672,1.0,1.0,0.0,0.988,1.0,0.05,0.519,0.073,0.0,0.0,0.0,0.084
12,0.096,0.004,0.214,0.02,0.468,0.808,1.0,0.988,1.0,0.996,0.0,1.0,0.228,0.727,0.0,0.072,0.683
13,0.0,0.0,1.0,0.001,0.0,0.0,1.0,0.003,0.999,0.999,0.346,0.992,1.0,0.0,0.0,0.0,0.0
14,0.872,0.0,0.0,0.0,0.0,0.275,1.0,0.0,1.0,1.0,0.988,1.0,0.165,0.002,0.0,0.01,0.0
15,0.025,0.0,0.127,0.049,0.906,0.5671342685370742,0.027,0.89,0.405,0.842,0.99,1.0,1.0,0.0,1.0,0.0,0.0
16,0.215,0.656,0.206,0.069,0.004,0.943,1.0,0.0,0.576,1.0,0.015,1.0,0.309,0.0,0.0,0.857,0.0
17,0.239,0.0,0.0,0.0,0.0,0.01,1.0,0.08,0.593,1.0,0.361,1.0,0.158,0.008,0.0,0.001,0.0
18,0.002,0.0,0.481,0.0,0.0,0.59,0.132,0.0,0.903,0.156,0.011,0.501,0.016,0.01,0.001,0.784,0.361
19,0.073,0.055,0.088,0.017,0.0,0.634,0.061,0.057,0.84,0.497,0.01,0.671,0.797,0.44544544544544545,0.001,0.073,0.491
20,0.01,1.0,0.767,0.787,0.7989949748743719,0.7839643652561247,1.0,0.007,0.005,0.219,0.02,0.023,0.007,0.0,0.0,0.0,0.526046986721144
21,1.0,0.046,1.0,0.903,0.007,0.007,0.792,0.055,0.549,0.166,0.204,0.235,0.189,0.016,0.037,0.052,0.023
22,0.118,0.844,0.5785785785785785,1.0,0.9496981891348089,0.051118210862619806,1.0,1.0,1.0,0.125,0.999,0.184,0.144,0.9936440677966102,0.548,0.811,0.9331306990881459
23,0.0,0.0,0.0,0.0,0.0,0.004,0.001,0.003,0.032,0.094,0.047,0.592,0.82,0.192,0.0,0.426,0.001
24,0.7913741223671013,0.983983983983984,0.5808080808080808,0.927,0.9130434782608695,0.08492822966507177,1.0,1.0,0.967,1.0,1.0,1.0,1.0,0.5458879618593564,0.3326633165829146,0.0,0.0
25,0.008121827411167513,0.7406659939455096,0.0,1.0,0.6796785304247991,0.890625,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
26,0.412,0.002,0.0,0.0,0.0,0.0,0.021,0.0,0.887,0.417,0.089,0.417,0.043,0.008,0.0,0.652,0.018
27,0.757,0.0,0.0,0.001,0.0,0.0,0.984,0.705,0.048,0.961,0.0,0.713,0.047,0.067,0.0,0.271,0.026
28,0.584,0.0,0.329,0.682,0.0,0.0,1.0,0.045,0.935,0.582,0.085,1.0,0.529,0.066,0.001,0.0,0.003
29,0.986,0.0,0.801,0.0,0.0,0.0,0.997,0.002,0.878,0.142,0.0,0.744,0.377,0.005,0.0,0.056,0.0
30,0.164,0.11,0.183,0.003,0.5145145145145145,0.6192893401015228,0.706,0.13,0.982,0.718,0.284,0.733,0.915,0.8580183861082737,0.077,0.733,0.25576730190571717
31,0.7034482758620689,0.9171332586786114,0.5246113989637305,0.8530020703933747,0.6671899529042387,0.34106728538283065,1.0,0.0,0.0,0.0,0.0,0.0,0.5199034981905911,0.8653421633554084,0.15655339805825244,0.0,0.0
32,0.19481865284974093,0.025510204081632654,0.0,0.0,0.8115577889447236,0.7333333333333333,0.948,0.0,0.0,0.16649848637739656,1.0,0.0,0.1277056277056277,0.047038327526132406,0.0,0.0,0.0
33,0.37158469945355194,0.5731310942578548,0.6633785450061652,0.97165991902834,0.8956521739130435,0.3157894736842105,1.0,0.0,0.0,0.0,0.0,0.0,0.2255125284738041,1.0,0.0,0.0,0.7579113924050633
