GEP,DC_pDC,Mac_CXCL9,Mac_IL1B,Mac_IL1Bint,Mac_SPP1,Mast,Mono_CD14,Mono_CD14_ID1,Mono_CD14_IL1B,Mono_CD14_THBS1,Mono_CD16,Mono_Int,Mono_TIL,cDC1_CLEC9A,cDC2_CD1C,cDC2_CD33,mregDC_LAMP3
1,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.15819327731092436,0.0,0.0,1.0
2,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0
3,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0235,1.0,1.0
4,0.35318181818181815,0.00014285714285714287,0.00025,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.00016666666666666666,0.0,0.0,0.03833333333333333,0.062400000000000004
5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6,1.0,0.3276,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.17975,1.0,1.0
7,0.7986666666666666,0.0,0.07857142857142858,0.0,0.0,0.6194999999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.001,0.0,1.0,0.0
8,1.0,0.0,0.8797499999999999,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7714,1.0,1.0
9,1.0,0.0,0.0008571428571428572,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.012,0.0,0.0,1.0,0.0
10,1.0,0.0068,1.0,1.0,0.6236666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.002
11,0.04057142857142858,0.0,0.3935555555555556,0.0045,0.040125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
12,1.0,0.0665,1.0,0.03533333333333333,0.39266666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8570000000000001,0.0,0.0,0.0936
13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.17366666666666666,0.0,1.0,0.0
14,1.0,0.00025,0.0004,0.006833333333333333,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.7172857142857143
15,0.004625,0.003857142857142857,0.0,0.0,0.0008,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1338888888888889,0.0008333333333333332,0.0,1.0,0.0
16,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
17,0.023,0.1565,1.0,0.13720000000000002,0.15042857142857144,0.8854,1.0,1.0,1.0,1.0,0.16433333333333333,1.0,1.0,0.02,0.024499999999999997,0.8232222222222222,0.0
18,0.9994545454545454,0.072,0.6521250000000001,0.7603333333333333,0.0,0.4438333333333333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4074,0.33799999999999997,0.5328571428571429,0.0415
19,1.0,0.17625000000000002,0.1416,0.10485714285714287,0.11999999999999998,0.056,1.0,1.0,1.0,1.0,1.0,1.0,0.33711111111111114,0.120625,0.041,0.856,0.23399999999999999
20,0.09150000000000001,0.17525,0.11866666666666666,0.15350000000000003,0.156,0.142,1.0,1.0,1.0,1.0,1.0,1.0,0.4783,0.29344444444444445,0.18499999999999997,1.0,0.1022857142857143
21,0.1428,0.15475,1.0,0.12328571428571429,0.022000000000000002,0.051000000000000004,0.9997647058823529,1.0,1.0,1.0,1.0,1.0,1.0,0.18462499999999998,0.11983333333333332,0.642,0.11266666666666665
