GEP,DC_pDC,Mac_CXCL9,Mac_IL1B,Mac_IL1Bint,Mac_SPP1,Mast,Mono_CD14,Mono_CD14_ID1,Mono_CD14_IL1B,Mono_CD14_THBS1,Mono_CD16,Mono_Int,Mono_TIL,cDC1_CLEC9A,cDC2_CD1C,cDC2_CD33,mregDC_LAMP3
1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2,1.0,0.002,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
4,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.997,1.0,0.006,1.0,1.0
5,0.198,0.0,0.0,0.0,0.0,1.0,1.0,0.807,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.002,0.095
6,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.944,0.274,1.0,0.963
7,1.0,0.065,0.0,0.0,0.683,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.021,1.0,1.0
8,1.0,0.0,0.374,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.993,0.983,0.366,1.0,0.999
9,0.341,0.0,0.162,0.0,0.0,0.375,1.0,1.0,1.0,1.0,1.0,1.0,0.717,0.004,0.0,0.994,0.0
10,1.0,0.0,1.0,0.957,0.392,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.001
11,0.885,0.0,0.0,0.0,0.0,0.62,1.0,1.0,0.997,0.781,1.0,1.0,0.013,0.0,0.0,0.946,0.0
12,0.036,0.0,0.439,0.0,0.079,0.911,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
13,0.997,0.0,0.0,0.0,0.0,0.773,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.945,0.1
14,1.0,0.022,1.0,0.001,0.804,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.548,0.0,0.0,0.071
15,0.893,0.81,0.984,1.0,0.986,0.986,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.163,0.0,1.0,0.0
16,1.0,0.978,1.0,1.0,0.835,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.999,0.813,0.914,1.0,0.937
17,0.0,0.0,0.0,0.0,0.001,0.708,1.0,1.0,1.0,1.0,1.0,1.0,0.104,0.007,0.0,1.0,0.0
18,0.0,0.071,0.485,0.02,0.121,0.441,1.0,0.998,0.993,1.0,0.991,1.0,0.622,0.04,0.006,0.38,0.0
19,0.575,0.002,0.142,0.585,0.0,0.24,1.0,0.995,1.0,1.0,1.0,1.0,0.984,0.137,0.163,0.272,0.004
20,0.7,0.034,0.034,0.07,0.024,0.016,1.0,0.984,0.976,0.997,0.999,1.0,0.177,0.081,0.004,0.475,0.016
21,0.049,0.041,0.026,0.0,0.016,0.017,1.0,1.0,1.0,0.989,0.999,1.0,0.575,0.362,0.04,0.824,0.018
22,0.048,0.043,0.995,0.06,0.0,0.011,1.0,0.515,0.999,1.0,0.729,0.982,1.0,0.107,0.033,0.369,0.021
