GEP,DC_pDC,Mac_CXCL9,Mac_IL1B,Mac_IL1Bint,Mac_SPP1,Mast,Mono_CD14,Mono_CD14_ID1,Mono_CD14_IL1B,Mono_CD14_THBS1,Mono_CD16,Mono_Int,Mono_TIL,cDC1_CLEC9A,cDC2_CD1C,cDC2_CD33,mregDC_LAMP3
1,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.429,1.0,0.394,0.0,0.0,0.0,0.0
2,0.0,0.0,1.0,0.941,0.0,1.0,1.0,0.008,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
3,1.0,0.014,0.998,0.527,0.0,0.0,1.0,0.012,1.0,0.995,0.0,1.0,0.87,0.0,0.0,0.0,0.0
4,1.0,0.0,0.902,0.0,0.0,0.0,1.0,0.042,0.0,1.0,0.32,1.0,0.301,0.0,0.0,0.0,0.0
5,0.0,0.994,0.997,1.0,1.0,0.949,1.0,1.0,1.0,1.0,0.974,1.0,0.996,1.0,0.208,1.0,1.0
6,0.1,0.0,0.052,0.076,0.32,0.846,1.0,1.0,1.0,0.0,1.0,0.945,0.565,1.0,0.266,1.0,0.091
7,1.0,0.054,0.026,0.064,0.012,0.018,1.0,0.055,1.0,1.0,0.534,1.0,0.948,0.013,0.0,0.048,0.0
8,0.994,0.286,0.01,0.001,0.0,0.0,1.0,0.253,0.167,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.006
9,1.0,0.005,0.006,0.866,0.0,0.0,1.0,0.0,0.756,0.083,0.0,0.976,0.991,0.0,0.0,0.0,0.0
10,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.999,1.0,0.012,1.0,0.256,0.0,0.0,0.0,0.0
11,0.739,0.098,0.63,0.762,0.001,0.0,1.0,0.0,0.165,1.0,0.237,0.938,0.966,0.34,0.0,1.0,0.074
12,0.0,0.415,0.63,0.996,0.771,0.9048096192384769,1.0,1.0,0.12,1.0,1.0,0.999,0.33,0.4338677354709419,0.342,0.001,0.139
13,0.0,0.225,0.056,0.641,0.817,0.8088088088088088,1.0,1.0,1.0,1.0,1.0,1.0,0.322,0.45582329317269077,0.119,0.029,0.481
14,0.04,0.045,0.027,0.0,0.022,0.007,0.285,0.099,0.08,0.089,0.093,1.0,0.269,0.496,0.042,0.047,0.021
15,0.923,0.0,0.0,0.0,0.0,0.005,1.0,0.013,1.0,1.0,0.723,1.0,0.264,0.998,0.0,0.055,0.001
16,0.67,0.264,0.061,0.0,0.0,0.002,1.0,0.0,0.849,0.566,0.825,0.329,0.656,0.0,0.0,0.002,0.004
17,1.0,0.171,0.009,0.002,0.0,0.051,1.0,0.312,0.757,0.876,0.981,1.0,0.221,1.0,0.0,0.083,0.004
18,0.29298067141403866,0.3674089068825911,0.6810344827586207,0.6756756756756757,0.8228571428571428,0.39751552795031053,1.0,0.0,0.0,0.014,0.037,0.7119838872104733,0.36506276150627615,0.0,0.0,0.0,0.5065868263473053
