GEP,DC_pDC,Mac_CXCL9,Mac_IL1B,Mac_IL1Bint,Mac_SPP1,Mast,Mono_CD14,Mono_CD14_ID1,Mono_CD14_IL1B,Mono_CD14_THBS1,Mono_CD16,Mono_Int,Mono_TIL,cDC1_CLEC9A,cDC2_CD1C,cDC2_CD33,mregDC_LAMP3
1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0016470588235294118,1.0,1.0,0.9886470588235294,1.0,0.5919346405228758,0.0,0.0,0.0,0.0
2,0.0,0.5908749999999999,1.0,1.0,0.06783333333333333,1.0,1.0,0.20114285714285718,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
3,0.0,0.0,1.0,0.13148235294117647,0.0,1.0,0.5343710407239819,0.0,0.5539607843137254,0.02415686274509804,0.0,0.12877005347593584,1.0,0.0,0.0,0.0,0.0
4,0.0,1.0,0.037714285714285714,0.0335,0.0002,1.0,1.0,1.0,0.050444444444444445,1.0,1.0,1.0,0.0498,0.00025,0.0,0.0005,0.0
5,1.0,0.060125,0.04428571428571428,0.2263,0.006166666666666666,0.0,1.0,0.23327272727272727,1.0,1.0,0.08122222222222221,1.0,1.0,0.0,0.0003333333333333333,0.00025,0.0014
6,1.0,0.006,0.22641666666666663,0.0005714285714285715,0.0,0.0,1.0,0.04409090909090909,0.0024999999999999996,1.0,1.0,1.0,0.018699999999999998,0.0,0.0,0.0,0.0
7,1.0,0.0,0.003999999999999999,0.048999999999999995,0.0,0.0,0.07425,0.0,0.9474,1.0,0.003,0.8972857142857144,0.5777692307692308,0.0,0.0,0.0,0.0
8,1.0,0.08657142857142858,0.0625,0.08,0.0158,0.008333333333333333,1.0,0.07379999999999999,1.0,0.9940769230769232,0.2298181818181818,1.0,0.84875,0.0085,0.009999999999999998,0.081,0.012
9,0.005357668531056814,1.0,1.0,1.0,1.0,1.0,1.0,0.4,0.4,0.4,0.3677656755961142,1.0,1.0,1.0,0.6628201354136002,0.4,1.0
10,0.17958333333333332,0.0013333333333333333,0.0014,0.001142857142857143,0.0,0.00025,1.0,0.017,1.0,1.0,0.10827272727272727,1.0,0.5815384615384616,0.0013750000000000001,0.0,0.006333333333333333,0.0
11,0.8079999999999999,1.0,1.0,0.82125,0.008,0.007,1.0,0.05766666666666666,1.0,1.0,1.0,0.3354,0.8271428571428572,1.0,0.0785,1.0,0.7825
12,1.0,0.26899999999999996,0.171375,0.17144444444444445,0.00016666666666666666,0.0,1.0,0.05371428571428572,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
13,0.3586764705882353,0.06264705882352942,0.5283529411764706,0.513235294117647,0.07235294117647058,0.0225,1.0,0.0,0.0,1.0,0.10358823529411766,1.0,0.2696218487394958,0.502620320855615,0.1414705882352941,0.021176470588235297,0.7586029411764705
14,0.048666666666666664,0.03325,0.08127272727272726,0.0385,0.02666666666666666,0.066,0.10623076923076924,0.0789,0.14757142857142858,0.1886875,0.08199999999999999,0.9978823529411764,0.1848,0.076375,0.07122222222222223,0.07942857142857143,0.0392
15,1.0,0.011142857142857144,0.0,0.0,0.0,0.073,1.0,0.23922222222222222,1.0,0.6594615384615384,0.6620833333333332,0.9985882352941177,0.4869090909090909,0.0004,0.0,0.4126,0.002
16,0.48898395721925136,0.09667226890756302,0.09670588235294118,0.09254901960784313,0.1411764705882353,0.11105882352941177,1.0,0.10458823529411765,0.47952941176470587,1.0,1.0,0.8303348416289592,0.44854901960784316,0.0,0.11294117647058824,0.4004183006535948,0.10713725490196079
