GEP,Bcells_CD19,CD4+Tcells,CD8+Tcells,CD8+Tcells_Ki67,DC_CD207,DC_CLEC9A,DC_LAMP3,Endothelials,Fibroblasts/Stromal,Mac_C1Q_SPP1,Mac_C1Q_ZEB2,Mast,Mon_VCAN,NKcells,Plasma_XBP1,Tregs,Tumor/Epithelials
1,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.7026470588235293
3,1.0,0.0,0.0,0.0008,0.0655,1.0,0.07828571428571428,1.0,1.0,1.0,1.0,1.0,0.40499999999999997,0.0005,0.9997647058823529,0.0,1.0
4,0.0,1.0,1.0,1.0,0.0005,0.0003333333333333333,0.0012499999999999998,1.0,1.0,0.9998235294117647,1.0,1.0,0.13499999999999998,1.0,1.0,1.0,1.0
5,1.0,0.00025,0.0,0.0034,0.6669,0.270625,0.11371428571428573,1.0,1.0,1.0,0.004666666666666666,1.0,0.47966666666666663,0.0,0.9988823529411764,0.0,0.9311818181818181
6,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
7,1.0,1.0,1.0,1.0,1.0,1.0,0.263,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
9,0.0,1.0,1.0,0.9178333333333333,0.00575,0.004999999999999999,0.010599999999999998,1.0,1.0,0.999,1.0,1.0,0.004666666666666666,1.0,1.0,1.0,1.0
10,1.0,0.9995294117647059,1.0,1.0,0.0,0.0,0.00018823529411764707,0.8794771241830065,0.9350588235294117,0.0,0.0,0.739764705882353,0.0,1.0,1.0,1.0,0.7973109243697479
11,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.4326666666666666,0.9998235294117647,1.0,1.0,1.0,1.0,1.0,1.0,0.159
12,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.47843137254901963,0.0,1.0,1.0,0.9976470588235294,1.0,1.0,1.0,0.6988235294117647
13,1.0,1.0,0.9844117647058823,1.0,0.0,0.0,0.001,1.0,1.0,0.0,0.0,1.0,0.0,0.3607142857142857,1.0,1.0,1.0
14,1.0,1.0,0.9991764705882353,1.0,0.17566666666666667,1.0,0.159,0.941,1.0,1.0,0.30025,0.0,0.3378,0.9011428571428572,1.0,1.0,1.0
15,1.0,1.0,1.0,1.0,1.0,1.0,0.3090363572184963,1.0,1.0,0.9854688786916108,1.0,1.0,1.0,0.9951170725967761,0.2605306506647841,1.0,0.12901517825626543
16,1.0,1.0,1.0,1.0,1.0,1.0,0.37866666666666665,1.0,1.0,0.1615,1.0,1.0,1.0,1.0,0.9977058823529412,1.0,0.14500000000000002
17,1.0,1.0,1.0,1.0,1.0,1.0,0.129,1.0,1.0,1.0,1.0,1.0,0.5746666666666667,1.0,0.9974705882352941,1.0,0.1345
