GEP,Bcells_CD19,CD4+Tcells,CD8+Tcells,CD8+Tcells_Ki67,DC_CD207,DC_CLEC9A,DC_LAMP3,Endothelials,Fibroblasts/Stromal,Mac_C1Q_SPP1,Mac_C1Q_ZEB2,Mast,Mon_VCAN,NKcells,Plasma_XBP1,Tregs,Tumor/Epithelials
1,1.0,1.0,1.0,1.0,1.0,1.0,0.998,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
2,1.0,0.0,0.0,0.001,0.337,0.643,0.272,1.0,1.0,1.0,0.441,0.971,0.559,0.0,1.0,0.0,1.0
3,1.0,1.0,1.0,0.979,1.0,1.0,0.984,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4,1.0,1.0,1.0,0.923,0.96,0.989,0.651,1.0,1.0,0.996,1.0,1.0,0.996,1.0,0.0,1.0,1.0
5,0.0,1.0,1.0,0.851,0.0,0.001,0.003,1.0,1.0,0.999,0.92,0.988,0.014,1.0,1.0,1.0,1.0
6,1.0,1.0,1.0,0.999,1.0,0.983,0.899,0.645,0.0,0.929,0.999,0.997,0.997,1.0,1.0,1.0,1.0
7,1.0,1.0,1.0,0.784,0.0,0.0,0.004,0.912,0.994,0.0,0.0,0.628,0.0,0.931,1.0,1.0,1.0
8,1.0,1.0,1.0,0.998,0.975,0.984,0.93,1.0,1.0,0.857,1.0,1.0,0.997,1.0,1.0,1.0,0.0
9,1.0,1.0,1.0,0.0,0.033,0.028,0.996,1.0,1.0,0.943,1.0,1.0,0.999,1.0,1.0,1.0,0.0
10,1.0,1.0,1.0,0.735,0.989,0.993,0.798,0.998,1.0,0.992,1.0,0.852,0.993,1.0,1.0,1.0,0.0
11,1.0,1.0,1.0,0.545,0.721,0.606,0.557,0.0,0.189,1.0,0.912,0.57,0.992,0.998,1.0,1.0,1.0
12,1.0,1.0,1.0,0.68,0.611,0.375,0.415,0.456,0.0,0.96,0.992,0.664,0.992,0.996,1.0,1.0,1.0
13,1.0,1.0,1.0,0.983,0.454,0.201,0.379,0.0,0.0,1.0,0.937,0.394,0.49,0.998,1.0,0.999,0.956
14,1.0,1.0,1.0,0.679,0.716,0.413,0.462,0.012,0.0,0.923,0.95,0.978,0.997,0.997,1.0,1.0,0.0
15,1.0,1.0,1.0,0.688,0.117,0.438,0.091,0.402,0.913,0.713,0.053,0.0,0.222,0.415,1.0,0.999,1.0
16,1.0,1.0,1.0,0.911,0.674,0.61,0.07,0.294,0.738,0.962,0.377,0.58,0.076,0.438,1.0,0.999,0.0
