GEP,Bcells_CD19,CD4+Tcells,CD8+Tcells,CD8+Tcells_Ki67,DC_CD207,DC_CLEC9A,DC_LAMP3,Endothelials,Fibroblasts/Stromal,Mac_C1Q_SPP1,Mac_C1Q_ZEB2,Mast,Mon_VCAN,NKcells,Plasma_XBP1,Tregs,Tumor/Epithelials
1,1.0,1.0,1.0,1.0,1.0,0.999,0.999,1.0,0.062,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
2,1.0,1.0,1.0,0.997,0.989,0.976,0.78,1.0,1.0,0.887,0.969,0.999,0.974,1.0,1.0,1.0,0.0
3,1.0,0.0,0.0,0.016,0.316,0.763,1.0,1.0,1.0,1.0,0.0,0.544,0.334,0.0,1.0,0.0,1.0
4,1.0,1.0,1.0,0.729,0.401,0.869,0.555,1.0,1.0,0.188,0.804,1.0,0.592,1.0,0.0,1.0,1.0
5,0.0,1.0,1.0,0.596,0.001,0.003,0.066,1.0,1.0,0.158,0.0,0.756,0.002,0.999,1.0,1.0,1.0
6,1.0,0.031,0.0,0.0,0.002,0.027,0.667,0.984,1.0,0.599,0.0,0.255,0.001,0.0,1.0,0.638,1.0
7,1.0,0.0,0.0,0.029,0.651,0.859,0.051,0.99,0.991,0.887,0.0,0.954,0.503,0.328,1.0,0.0,1.0
8,0.0,0.999,1.0,0.414,0.0,1.0,0.001,0.999,1.0,1.0,0.0,0.96,1.0,1.0,1.0,1.0,1.0
9,1.0,1.0,1.0,0.745,0.163,0.135,0.691,0.0,0.0,0.504,0.0,0.919,0.442,1.0,1.0,1.0,1.0
10,1.0,1.0,1.0,0.898,0.906,0.956,0.254,0.825,0.0,0.027,0.394,1.0,0.779,1.0,1.0,1.0,0.0
11,1.0,1.0,1.0,0.932,0.984,0.142,0.393,0.996,1.0,1.0,1.0,0.988,0.418,1.0,1.0,1.0,0.0
12,1.0,1.0,1.0,0.999,0.009,0.0,0.099,0.94,0.995,1.0,0.1,0.963,0.386,1.0,0.0,1.0,0.562
13,1.0,1.0,1.0,0.98,0.792,0.579,0.246,0.0,0.0,0.84,0.86,0.99,0.946,1.0,1.0,1.0,1.0
14,1.0,1.0,1.0,0.581,0.525,0.776,0.43,0.912,0.0,0.796,0.407,0.944,0.804,1.0,1.0,1.0,0.092
15,1.0,1.0,1.0,0.0,0.0,1.0,0.94,1.0,1.0,1.0,1.0,0.999,1.0,1.0,1.0,1.0,0.0
16,1.0,1.0,1.0,0.724,0.271,0.231,0.89,0.419,0.34,0.172,0.705,0.988,0.728,0.964,1.0,1.0,0.0
17,1.0,1.0,1.0,0.01,0.302,0.141,0.171,0.991,1.0,0.941,0.997,0.999,0.985,1.0,1.0,1.0,0.0
18,1.0,1.0,1.0,0.993,0.0,1.0,1.0,0.132,0.076,0.048,0.0,0.0,1.0,0.968,1.0,1.0,0.785
19,1.0,1.0,1.0,0.981,0.03,0.077,0.04,0.0,0.0,0.103,0.016,0.157,0.006,0.953,1.0,1.0,1.0
20,1.0,1.0,1.0,0.904,0.789,0.845,0.136,0.297,0.789,0.775,0.485,0.414,0.204,0.758,1.0,1.0,0.0
21,1.0,1.0,1.0,0.545,0.981,0.594,0.531,0.997,0.994,0.05,1.0,0.173,0.969,1.0,1.0,1.0,0.0
22,0.998,1.0,1.0,0.371,0.002,0.016,0.021,0.291,0.491,0.016,0.0,0.0,0.0,0.103,1.0,0.993,0.996
23,1.0,1.0,0.998,0.41,0.221,0.984,0.097,0.898,0.945,0.899,1.0,0.79,0.579,0.68,1.0,1.0,0.0
