GEP,Bcells_CD19,CD4+Tcells,CD8+Tcells,CD8+Tcells_Ki67,DC_CD207,DC_CLEC9A,DC_LAMP3,Endothelials,Fibroblasts/Stromal,Mac_C1Q_SPP1,Mac_C1Q_ZEB2,Mast,Mon_VCAN,NKcells,Plasma_XBP1,Tregs,Tumor/Epithelials
1,1.0,0.0,0.0,0.0,0.369,0.626,0.148,1.0,1.0,1.0,0.224,0.934,0.435,0.0,1.0,0.0,1.0
2,1.0,1.0,1.0,1.0,1.0,1.0,0.934,1.0,0.001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
3,1.0,1.0,1.0,1.0,1.0,0.999,0.933,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4,0.0,1.0,1.0,0.565,0.002,0.0,0.0,1.0,1.0,1.0,0.678,0.964,0.003,0.998,1.0,1.0,1.0
5,1.0,1.0,1.0,0.997,0.943,0.905,0.513,1.0,1.0,0.823,1.0,1.0,0.992,1.0,0.0,1.0,1.0
6,1.0,1.0,1.0,0.0,0.004,0.001,0.996,1.0,1.0,0.997,1.0,1.0,1.0,1.0,1.0,1.0,0.0
7,1.0,1.0,1.0,0.876,0.977,0.987,0.665,0.0,0.0,1.0,1.0,0.986,0.632,1.0,1.0,1.0,0.78
8,1.0,1.0,1.0,0.81,1.0,0.96,0.975,1.0,1.0,0.999,1.0,0.897,1.0,1.0,1.0,1.0,0.0
9,1.0,1.0,1.0,0.94,0.0,0.0,0.0,0.105,0.0,0.0,0.0,0.199,0.0,0.155,1.0,1.0,0.939
10,0.991,1.0,1.0,0.749,0.523,0.875,0.745,0.898,0.001,0.946,1.0,1.0,0.88,1.0,0.0,0.991,1.0
11,1.0,1.0,1.0,0.861,0.622,0.582,1.0,0.0,0.0,0.996,0.978,0.853,0.888,0.998,1.0,1.0,0.0
12,0.0,1.0,0.997,0.802,0.002,0.001,0.205,1.0,0.065,0.961,0.807,0.632,0.074,0.945,1.0,1.0,1.0
13,1.0,1.0,1.0,0.631,0.0,0.002,0.015,0.998,0.999,0.006,0.0,0.902,0.0,0.949,1.0,0.949,1.0
14,1.0,1.0,1.0,0.998,0.292,0.515,0.092,0.437,0.0,0.861,0.022,0.0,0.732,0.576,1.0,1.0,0.992
15,1.0,1.0,0.999,0.255,0.02,0.671,0.029,0.082,0.108,0.636,0.025,0.0,0.012,0.015,1.0,0.887,0.0
16,0.649,0.789,1.0,0.7434782608695653,0.1808080808080808,0.3476482617586912,0.2879746835443038,0.293,0.0,0.8076923076923077,0.761,0.551,0.8385155466399198,0.957,0.0,0.293,1.0
17,1.0,1.0,1.0,0.749,0.542,0.466,0.063,0.209,0.005,0.698,0.372,0.342,0.009,0.412,1.0,0.949,0.0
18,0.998,0.93,0.991,0.811623246492986,0.5995995995995996,0.437,0.25925925925925924,0.337,0.874,0.505,0.635,0.453,0.297,0.525,0.992,0.971,0.0
