GEP,Bcells_CD19,CD4+Tcells,CD8+Tcells,CD8+Tcells_Ki67,DC_CD207,DC_CLEC9A,DC_LAMP3,Endothelials,Fibroblasts/Stromal,Mac_C1Q_SPP1,Mac_C1Q_ZEB2,Mast,Mon_VCAN,NKcells,Plasma_XBP1,Tregs,Tumor/Epithelials
1,1.0,0.0,0.0,0.06502941176470589,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
2,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
3,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.10066666666666667,1.0,0.0,1.0,0.0,1.0
4,0.0,1.0,1.0,1.0,0.001411764705882353,0.0009411764705882353,0.00047058823529411766,1.0,1.0,0.0,1.0,0.01976470588235294,0.050509803921568626,1.0,1.0,1.0,1.0
5,1.0,0.9999411764705882,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
8,1.0,0.9998823529411764,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.004,0.0,1.0,1.0,1.0,1.0
9,1.0,1.0,1.0,0.4555294117647059,1.0,1.0,1.0,0.0,0.4835294117647059,0.0,1.0,0.176,1.0,1.0,0.9999411764705882,1.0,1.0
10,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.27899999999999997
