GEP,Bcells_CD19,CD4+Tcells,CD8+Tcells,CD8+Tcells_Ki67,DC_CD207,DC_CLEC9A,DC_LAMP3,Endothelials,Fibroblasts/Stromal,Mac_C1Q_SPP1,Mac_C1Q_ZEB2,Mast,Mon_VCAN,NKcells,Plasma_XBP1,Tregs,Tumor/Epithelials
1,1.0,1.0,1.0,0.99,1.0,0.999,1.0,1.0,0.756,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
2,1.0,0.0,0.0,0.003,0.726,0.979,0.05,1.0,1.0,0.999,0.0,0.931,0.606,0.002,1.0,0.0,1.0
3,1.0,1.0,1.0,1.0,0.994,0.909,0.986,1.0,1.0,0.384,1.0,1.0,0.972,1.0,1.0,1.0,0.0
4,1.0,1.0,1.0,0.797,0.739,0.892,0.671,1.0,1.0,0.5,0.992,1.0,0.924,1.0,0.0,1.0,1.0
5,0.0,1.0,1.0,0.585,0.0,1.0,0.002,1.0,1.0,1.0,0.0,0.934,1.0,1.0,1.0,1.0,1.0
6,1.0,0.099,0.0,0.002,0.003,0.059,0.665,0.996,1.0,0.658,0.002,0.357,0.001,0.0,1.0,0.694,1.0
7,1.0,1.0,1.0,0.998,1.0,1.0,0.969,0.999,1.0,1.0,1.0,0.993,0.996,1.0,1.0,1.0,0.0
8,1.0,1.0,1.0,0.804,0.998,0.988,0.927,1.0,1.0,0.893,1.0,0.999,0.961,1.0,1.0,1.0,0.0
9,0.0,1.0,1.0,0.428,0.0,0.001,0.021,1.0,1.0,0.034,0.0,0.636,0.0,0.985,1.0,1.0,1.0
10,1.0,1.0,1.0,0.777,0.253,0.231,0.471,0.0,0.0,0.586,0.001,0.836,0.109,1.0,1.0,1.0,1.0
11,1.0,1.0,1.0,0.983,0.853,0.79,0.573,0.063,0.0,0.989,0.998,0.999,0.996,1.0,1.0,1.0,1.0
12,1.0,1.0,1.0,0.915,0.941,0.717,0.599,0.994,1.0,1.0,1.0,0.973,0.463,1.0,1.0,1.0,0.0
13,1.0,1.0,1.0,0.966,0.617,0.967,0.504,0.999,1.0,0.928,0.87,0.996,0.939,1.0,1.0,1.0,0.0
14,0.999,1.0,1.0,0.922,0.014,0.542,0.055,0.401,0.974,0.0,0.0,0.818,0.055,0.995,0.0,1.0,1.0
15,1.0,1.0,1.0,0.935,0.851,0.965,0.901,0.504,0.0,0.128,0.221,0.998,0.585,1.0,1.0,1.0,1.0
16,1.0,1.0,1.0,0.003,0.0,1.0,0.94,1.0,1.0,1.0,1.0,0.999,1.0,1.0,1.0,1.0,0.0
17,1.0,1.0,1.0,0.847,0.927,0.838,0.026,0.229,0.0,0.147,0.117,0.969,0.564,0.998,1.0,1.0,0.0
18,1.0,1.0,1.0,0.648,0.624,0.455,0.881,0.001,0.0,1.0,0.001,0.963,0.567,0.99,1.0,1.0,1.0
19,1.0,1.0,1.0,0.0,0.028,0.027,0.044,0.958,0.706,0.883,0.982,1.0,0.978,0.997,1.0,1.0,0.0
20,1.0,1.0,1.0,0.388,0.047,0.172,0.105,0.577,0.83,0.186,0.0,0.0,0.022,0.122,1.0,1.0,1.0
21,1.0,1.0,1.0,0.93,0.0,0.059,0.31,0.0,0.0,0.041,0.0,0.0,0.0,0.716,1.0,0.973,0.999
22,1.0,1.0,1.0,0.991,0.779,0.831,0.104,0.181,0.617,0.888,0.511,0.375,0.062,0.452,1.0,1.0,0.0
23,1.0,0.99,0.924,0.42842842842842843,0.65,0.941,0.5240480961923848,0.927,0.916,0.4939879759519038,0.999,0.616,0.845,0.348,1.0,0.999,0.0
24,1.0,1.0,1.0,0.458,0.884,0.506,0.385,0.755,0.905,0.93,0.993,0.715,0.311,0.939,1.0,0.999,0.0
