GEP,Bcells_CD19,CD4+Tcells,CD8+Tcells,CD8+Tcells_Ki67,DC_CD207,DC_CLEC9A,DC_LAMP3,Endothelials,Fibroblasts/Stromal,Mac_C1Q_SPP1,Mac_C1Q_ZEB2,Mast,Mon_VCAN,NKcells,Plasma_XBP1,Tregs,Tumor/Epithelials
1,1.0,1.0,1.0,0.055,0.98,0.523,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
2,1.0,0.0,0.0,0.0,0.895,0.994,0.816,1.0,1.0,0.998,0.601,0.026,0.623,0.0,1.0,0.0,1.0
3,1.0,1.0,1.0,0.986,1.0,1.0,0.988,1.0,1.0,0.999,1.0,0.981,1.0,1.0,1.0,1.0,0.0
4,0.0,1.0,1.0,0.893,0.0,0.0,0.0,1.0,1.0,1.0,0.834,0.003,0.027,1.0,1.0,1.0,1.0
5,1.0,1.0,1.0,0.911,0.997,0.98,0.566,1.0,1.0,0.989,1.0,1.0,0.999,1.0,0.0,1.0,1.0
6,1.0,1.0,1.0,0.997,1.0,0.984,0.958,0.656,0.0,0.999,1.0,0.995,1.0,1.0,1.0,1.0,1.0
7,1.0,1.0,1.0,0.986,1.0,0.999,0.968,1.0,1.0,0.982,1.0,1.0,1.0,1.0,1.0,1.0,0.0
8,1.0,1.0,1.0,0.856,0.0,0.0,0.0,0.969,0.999,0.0,0.0,0.0,0.0,0.899,1.0,1.0,1.0
9,1.0,1.0,1.0,0.231,0.88,0.814,0.682,0.0,0.0,1.0,0.991,0.019,0.93,1.0,1.0,1.0,1.0
10,1.0,1.0,1.0,0.686,0.678,0.86,0.707,0.995,1.0,0.69,0.998,0.918,0.992,0.998,1.0,1.0,0.0
11,1.0,1.0,1.0,0.866,0.959,0.955,0.493,0.939,1.0,0.744,1.0,0.962,0.804,0.999,1.0,1.0,0.0
