GEP,Bcells_CD19,CD4+Tcells,CD8+Tcells,CD8+Tcells_Ki67,DC_CD207,DC_CLEC9A,DC_LAMP3,Endothelials,Fibroblasts/Stromal,Mac_C1Q_SPP1,Mac_C1Q_ZEB2,Mast,Mon_VCAN,NKcells,Plasma_XBP1,Tregs,Tumor/Epithelials
1,1.0,1.0,1.0,0.995,1.0,1.0,1.0,1.0,0.908,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
2,1.0,0.0,0.0,0.0,0.066,0.496,0.072,1.0,1.0,0.994,0.0,0.94,0.077,0.0,1.0,0.0,1.0
3,1.0,1.0,1.0,1.0,0.99,0.954,0.994,1.0,1.0,0.535,1.0,1.0,0.984,1.0,1.0,1.0,0.0
4,1.0,1.0,1.0,0.999,0.66,0.545,0.003,1.0,1.0,0.184,0.492,1.0,0.89,1.0,0.0,1.0,1.0
5,0.0,1.0,1.0,0.759,0.001,0.002,0.101,1.0,1.0,0.204,0.0,0.935,0.005,0.841,1.0,1.0,1.0
6,1.0,1.0,1.0,0.996,0.999,0.984,0.803,1.0,1.0,0.524,0.999,1.0,0.9,1.0,1.0,1.0,0.0
7,1.0,1.0,1.0,0.768,0.999,0.975,0.967,1.0,1.0,0.883,0.999,0.999,0.987,1.0,1.0,1.0,0.0
8,0.0,0.967,0.436,0.064,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.972,1.0,0.165,0.948,1.0,1.0
9,1.0,1.0,1.0,0.999,0.949,0.951,0.933,0.892,0.0,0.116,0.452,1.0,0.693,1.0,1.0,1.0,1.0
10,1.0,1.0,1.0,0.904,0.865,0.787,0.641,0.101,0.0,0.995,1.0,0.986,1.0,1.0,1.0,1.0,1.0
11,1.0,1.0,1.0,0.575,0.521,0.12,0.33,0.0,0.0,0.56,0.0,0.833,0.137,1.0,1.0,1.0,1.0
12,1.0,1.0,1.0,0.979,0.892,0.847,0.499,0.999,1.0,0.002,0.44,0.971,0.948,0.999,1.0,1.0,0.0
13,1.0,1.0,1.0,0.002,0.0,1.0,0.962,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
14,1.0,1.0,1.0,0.452,0.004,0.169,0.2,0.633,0.33,0.021,0.051,0.998,0.047,0.982,0.0,0.992,1.0
15,1.0,1.0,1.0,0.996,0.212,0.25,0.177,0.0,0.0,0.577,0.42,0.321,0.192,0.973,1.0,1.0,1.0
16,1.0,1.0,0.999,0.935,0.529,0.32,0.417,0.901,1.0,0.748,0.904,0.673,0.817,0.964,1.0,0.999,0.0
17,1.0,1.0,1.0,0.001,0.013,0.009,1.0,0.946,0.73,0.752,0.829,1.0,0.944,0.999,1.0,1.0,0.0
18,1.0,1.0,1.0,0.948,0.0,1.0,1.0,0.436,0.241,0.225,0.0,0.0,1.0,0.436,1.0,0.999,0.997
19,1.0,1.0,1.0,0.9,0.856,0.724,0.084,0.226,0.604,0.915,0.579,0.448,0.078,0.403,1.0,1.0,0.0
20,1.0,0.987,1.0,0.429,0.0,0.011,0.017,0.372,0.167,0.005,0.0,0.0,0.0,0.033,1.0,0.997,1.0
21,1.0,1.0,0.985,0.24,0.594,0.902,0.084,0.921,0.862,0.962,0.996,0.529,0.788,0.758,1.0,1.0,0.0
22,1.0,1.0,0.989,0.5357502517623364,0.603,0.951,0.7325227963525835,0.844,0.755,1.0,0.881,1.0,0.285,0.523,1.0,0.994,0.0
