GEP,Bcells_CD19,CD4+Tcells,CD8+Tcells,CD8+Tcells_Ki67,DC_CD207,DC_CLEC9A,DC_LAMP3,Endothelials,Fibroblasts/Stromal,Mac_C1Q_SPP1,Mac_C1Q_ZEB2,Mast,Mon_VCAN,NKcells,Plasma_XBP1,Tregs,Tumor/Epithelials
1,1.0,1.0,1.0,0.998,1.0,0.948,0.999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
2,1.0,0.0,0.0,0.0,0.854,0.997,0.813,1.0,1.0,0.995,0.653,0.967,0.632,0.0,1.0,0.0,1.0
3,1.0,1.0,1.0,0.966,1.0,1.0,0.996,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4,0.0,1.0,1.0,0.816,0.0,0.0,0.0,1.0,1.0,1.0,0.843,0.96,0.023,0.999,1.0,1.0,1.0
5,1.0,1.0,1.0,0.915,0.994,0.988,0.555,1.0,1.0,0.986,1.0,1.0,0.996,1.0,0.0,1.0,1.0
6,1.0,1.0,1.0,0.971,1.0,0.997,0.909,1.0,1.0,0.982,1.0,1.0,1.0,1.0,1.0,1.0,0.0
7,1.0,1.0,1.0,0.999,0.981,0.91,0.948,0.726,0.0,0.968,1.0,1.0,1.0,1.0,1.0,1.0,1.0
8,1.0,1.0,1.0,0.852,0.0,0.0,0.0,0.949,1.0,0.0,0.0,0.543,0.0,0.935,1.0,1.0,1.0
9,1.0,1.0,1.0,0.989,0.893,0.965,0.887,1.0,1.0,0.909,1.0,0.996,0.978,1.0,1.0,1.0,0.0
10,1.0,1.0,1.0,0.0,0.078,0.136,0.99,1.0,1.0,0.966,1.0,1.0,1.0,1.0,1.0,1.0,0.0
11,1.0,1.0,1.0,0.544,0.795,0.698,0.834,0.0,0.043,1.0,0.972,0.76,0.909,1.0,1.0,1.0,1.0
12,1.0,1.0,1.0,0.92,0.818,0.881,0.765,0.097,0.0,0.713,1.0,0.935,1.0,1.0,1.0,1.0,1.0
13,1.0,1.0,1.0,0.773,0.969,0.981,0.555,0.948,1.0,0.733,1.0,0.741,0.724,0.996,1.0,1.0,0.0
14,1.0,1.0,1.0,0.718,0.084,0.854,0.042,0.514,0.897,0.99,0.058,0.0,0.252,0.465,1.0,0.993,1.0
