GEP,1,2,3,4,5,6,7,8,9,10,11,12,13
1,-0.05262474569471855,0.8233773291768115,-0.037374339051473277,0.1595265203179351,-0.4089053820457102,-0.4292394476684128,-0.34678173989074046,-0.25082393373647466,-0.41299395689993534,-0.3635628385396738,-0.04191678436888196,-0.37316025267530417,-0.36911733958132636
2,0.5042539430990123,-0.05285148164239732,0.955325522937562,-0.001629846298759246,0.02377985538905269,0.17469598324907018,0.16203885140861557,0.019773894041110487,0.124584042274707,0.11207862517612563,0.19713529658875156,0.14403914358780406,0.10604327465778053
3,0.034806796012256086,-0.050563632333887665,0.0237496584404574,0.9637166801616683,0.24031895341024656,-0.04720603542136928,0.16517554687493258,0.19785409594225942,0.012696058383003583,0.1969671482573532,0.22825544846494433,0.038967452233352275,-0.014689007130815833
4,0.15998443400207993,-0.10702714500572388,0.13417675529778944,-0.022337741152590785,0.10270837929456451,0.25214584030330456,0.2583368774476933,0.13453996902257395,0.21525172437546397,0.15904133378587412,0.08551502899753594,0.25747627305314585,0.15843475452929953
5,0.05221058230510404,-0.5394480896609104,0.05826493907821546,0.15941856266885313,0.9301988249400733,0.3383067678905331,0.1975250153619667,0.016077247750549185,0.2766939674966938,0.4466768236815513,0.1295256364734875,0.22529200283603276,0.27946112296636627
6,0.2909023649110379,-0.24036489362012242,0.2816986458893229,0.13949481391554544,0.09493574853787831,0.532302852405099,0.6001906445090008,0.18939268519600277,0.5195613421866245,0.4869577400825098,0.8972571835424226,0.5161958745316465,0.47283652022440725
7,0.19051792317570765,-0.4597617571561621,0.2044651452290689,-0.033173368500968595,0.19071886504271734,0.837632174048245,0.7875198426604284,0.4413651448577774,0.7919175615669033,0.6791062365662978,0.5066446211987161,0.9427773838772516,0.7735928456640028
8,0.04685269554536373,-0.22673317617799987,0.05610680559344654,-0.2564056325806536,-0.1392493627096075,0.20054886573806874,0.1720907020429851,-0.1826736405484707,0.12634014328274087,0.051045273663530545,0.06200989374759502,0.2734150533268054,0.04126140994900264
9,0.1531000176687267,-0.3885686190842405,0.1627653938176256,-0.05438848459870999,0.20596951261953592,0.8812336181911959,0.6276988772460019,0.4401269038538107,0.8067619665137276,0.6489700089023565,0.46974814466176007,0.6949294294337203,0.9664664927676491
10,0.12913868432551184,-0.4630352076301742,0.14432496938434175,-0.039009755580513825,0.17286173931317014,0.8465134761302818,0.7493431464232355,0.4684670590209674,0.9727116929333772,0.6608596386532865,0.5154575996606938,0.822639450820789,0.8500076792035568
11,0.02555496451170616,-0.4461518272956709,0.0013161761500781158,0.0648509862761697,0.1867323790821377,0.47001158477653565,0.44393964432182725,0.6018352867414506,0.4473618531141715,0.4280075783755173,0.06269599242846759,0.2694870792792313,0.3717641955007011
12,0.02624423167872852,-0.07675001879726477,0.013696641741599845,0.29385017276660524,-0.06243318901153351,0.37692003841360755,0.5343089555067181,0.901936334900199,0.4478311243452361,0.28652239840613186,0.33152428083372176,0.4699130741153353,0.47340897599619475
