GEP,1,2,3,4,5,6,7
1,0.9945830429875742,-0.01598123922670989,-0.010342261007904642,-0.4479508232151967,-0.29977584532713214,-0.2664392994971173,-0.320234923339295
2,-0.015432489430770172,0.9880716495832926,0.7090966593080461,0.14242775036239771,0.008831194707040723,0.1615964980461459,0.12661295922039503
3,-0.006318271182992703,0.37169959814397974,0.6832920237361768,0.0880308869554703,-0.0033356520261635814,0.10514910569940202,0.08836703497821498
4,-0.12991670805254893,0.21007363180631644,0.2087078924068604,0.5281171388137611,0.1292656809944681,0.29526233034691535,0.3276778402732848
5,-0.319182647698186,0.020932731754385234,0.00930761211472768,0.4785447051395269,0.976593179997771,0.22814475990093594,0.4133782514115566
6,-0.2988547880164681,0.13089649713955542,0.11145514037442929,0.7070136400192361,0.3088132935446689,0.6238845888440716,0.8969924193623577
