GEP,1,2,3,4,5,6,7,8,9,10
1,-0.06400247274211147,-0.053097249919886014,0.7510924430226626,0.2674806380591071,-0.23423278385870083,-0.4408874275196912,-0.5133206868777689,-0.3905974275304736,-0.18273005638604764,-0.4127105343274047
2,0.9991936012669586,0.4217583152369101,-0.07695356967774987,0.06806316196363366,0.06641625323187718,0.21770442926541286,0.18681979194131773,0.06445011539222685,0.2744703495760946,0.1813783127654596
3,0.3095446170226758,0.7701420604644876,-0.03741031392831003,-0.008755169840795385,0.029862118759670892,0.1492480392891559,0.12102590696421581,0.008808862721469829,0.20137003482073507,0.122252131280185
4,0.07951874531830527,0.052050947653123424,-0.17827483826986898,0.4454145476818487,0.4387821239265825,0.12515437026107293,0.022991188668176937,0.09446010498223809,0.1583797895648347,0.0800455879822565
5,0.21996964597499014,0.20419454407057278,-0.4918508492847708,0.009410860474820114,0.14585565184235022,0.9801934564988303,0.8723144362640888,0.534553872198757,0.6029521501131087,0.8316951389652713
6,0.01830966187812029,-0.0068072486849092145,-0.41415135436980627,0.3161140283812135,0.23634801502320538,0.3028948669924459,0.29383239769778924,0.9092791167273756,0.010319069553776284,0.24824653791061707
7,0.18205282255412786,0.15580650273826432,-0.4785253747266342,-0.09599303914532288,0.32659324736754264,0.7286252737258837,0.8664063999092176,0.4288031184665242,0.5036786483285117,0.7955339755696608
8,0.27450398742871607,0.26480584482314007,-0.05443150950209711,0.17659844018371104,0.12260919966050013,0.64523371797608,0.44523534938182546,0.19738178092428318,0.992608456564459,0.5709895480088215
9,0.1899398585824966,0.1679405863272247,-0.43183532000769403,-0.0339699090611456,0.24675241164468073,0.862150116256145,0.8822039325972397,0.4271015490814544,0.5973550006846997,0.9606393689855149
