GEP,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
1,0.004331722726194759,-0.11977856981572972,0.1338684586182182,0.0007475147757580145,0.5747581662074347,-0.050620475091870475,0.2373352748814075,0.014230629566799553,0.11195841643836751,0.1423091124313757,0.1597494950924947,0.2061664144175,0.13955174157395328,0.6435355144787296,0.24577589595104993,0.1776878271581559,0.2426876096476149,0.28870872226742766,0.1901148428796043,0.08900394797319605,0.043591419786648725
2,0.019843836425641286,-0.41654469015949785,-0.34133562250311855,0.08714534907679064,0.23773356608715365,0.18927111303086022,0.3729902318565144,0.06530118872423815,0.16523235640418465,0.33529317425951566,0.20741165054643174,0.3910450135992643,0.1354333599704751,0.1476017762496249,0.39243175467886704,0.35399411964748523,0.44696025297307496,-0.0361743348359854,-0.009378390834370783,0.3479114657333519,0.0679977436678322
3,-0.11049902821190238,0.9846154873243624,0.7324519601601852,-0.08177544262807156,-0.35405939611772713,-0.2697953365252959,-0.1396542098207006,-0.360063441581091,-0.157166199581813,-0.27224850319018584,-0.3011862113556593,-0.27460587945469894,-0.10675282965746485,-0.09338897749256521,-0.3107619858783512,-0.2686443861616667,-0.5379134370831963,-0.22486030312639013,-0.4081136717087128,-0.06756949535212158,-0.1420269818614003
4,0.16077431563489586,-0.05738023950407157,-0.07041315914157599,0.31915010118884213,0.005959667382992601,0.13148580008043517,-0.005533592437055666,0.14686142308522476,0.13065451884592855,0.20619295017695208,0.12314918600282045,0.07538746016756334,0.017592830213440314,0.00459926231209053,-0.018087482516100265,0.08897783975938908,0.02918051143233098,0.0638206523625748,0.07294694792769825,0.05849161223085913,0.06962510060912788
5,0.6204127885123175,-0.11385960695000916,-0.10679851487701439,0.6026329187885306,0.07114609558042012,0.3709133169802634,0.020468266780308223,0.4087956432322675,0.45786459308289357,0.6038031004070502,0.3404568296972305,0.3050682599655466,0.09476319370453604,0.07182592706816761,0.024135694493027975,0.313042670439214,0.13627168884915475,0.24736177660290926,0.2698831596882389,0.26755311367138607,0.26180932458215966
6,-0.12968812550397038,0.8557641724509899,0.9210351566844835,-0.10746275682544057,-0.20806134310414565,-0.45551639471985417,-0.1573847336459347,-0.40584706053030173,-0.19356082483848053,-0.25851237595475846,-0.16808153767961484,-0.2479834929664135,-0.12015175228848803,0.08955659013028536,-0.30054354529842325,-0.24881150009925013,-0.562933204035107,-0.16252481418858375,-0.3146263474729611,-0.07036157193628818,-0.1454181771020367
7,0.18058827410143083,-0.10969828063199245,-0.16295011346341962,0.2958416172808534,0.02148639329991684,0.7266265230939561,0.046966843384883133,0.5313869933637383,0.7833014615968945,0.7043768205442629,0.7510490757838361,0.6989029428033376,0.38754654498990776,0.23688635329218438,-0.14301036688124977,0.7932509581825719,0.03878807202776286,0.37026739171703177,0.32564974368300376,0.7976175321689465,0.6531350724660505
8,0.24393605003940858,-0.09972796296521624,-0.12417626024327397,0.5966891563609678,0.02342332892711459,0.289127408008805,0.011590244548170014,0.3276991306561221,0.2830834030638554,0.43130077231255176,0.30149022970770295,0.2272184123522902,0.05718777315388637,-0.01881802253408122,0.06303407561083055,0.24256864156546845,0.13763344709544084,0.11982773702449923,0.1255752300772854,0.1169508397616243,0.13313634005275332
9,0.32091393161106707,-0.4261808316126518,-0.13699586237500389,0.22935041788750812,0.6602055600013474,0.5278707519083835,0.05647119208988191,0.7342959162786786,0.5564000859154484,0.34227548756485066,0.5194327003630558,0.36662588728527373,0.04269266204630961,0.2513532800408232,0.6386466073137274,0.33788146176619915,0.7680875285547099,0.8207708542992639,0.6241865179852396,0.12444013909897436,0.49622869574664474
10,0.09162987271665757,-0.09986565396284365,-0.021386781572925524,0.1673694387291466,0.06832338808216719,0.25016907590097615,-0.052496512937961565,0.21396768517343126,0.4102383216185026,0.41797302753259846,0.4888044265179708,0.5860650625645483,0.568469433839483,0.3333209620613923,-0.15916490030978495,0.6141692488249234,-0.06342884986649003,0.16387844272291557,0.13686215460345305,0.4834945813346251,0.2693463785185067
