GEP,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
11,0.1163837734737019,-0.1437297180467767,-0.03720663914180051,0.20915263636623455,-0.0036198993538810987,0.4434036049383446,0.05859267640353863,0.3511362184724728,0.5801566886513012,0.5876907220512819,0.6574035447162989,0.5322637989036508,0.4951242109549057,0.173757465661062,-0.10125363885455398,0.618291718206646,-0.007334763264383041,0.2307927143983108,0.32863682232192254,0.6083713097537541,0.5073606856689166
12,0.18779931278376377,-0.21649568654668722,-0.33120692445867206,0.271191639458548,0.10122521816740539,0.9079245290749071,0.20357745713804998,0.7251086350601341,0.7123974662855777,0.5891600223341865,0.6337788732736634,0.5259776099188354,0.31123734031091427,0.06810166880171331,0.1172248799443308,0.5542715005610729,0.32480094619157385,0.2977442641612589,0.449618474136177,0.5852979958747091,0.5874060210290637
13,0.1876964691243884,-0.4079581623290107,-0.17674158770893983,0.1786287783121534,0.3771301643104915,0.6045173469990752,0.07705784339930721,0.6962523751347344,0.7089191520988805,0.6144362112922964,0.6562269463482594,0.37629594278821155,0.1692185651307476,0.15328718510346068,0.13685292036769664,0.45296901064893924,0.31996016544740313,0.6688669838002829,0.8746470708386237,0.4499764912764838,0.6973948105231893
14,0.18007754792791578,-0.06823748234151136,0.0809429371581875,0.20599672160439933,0.46468812412184535,0.5650686649738799,0.12864746893104312,0.6026934662096757,0.7942295037552445,0.4879852076832582,0.5675538980288972,0.3965065250245816,0.19739016888634522,0.3243731569269542,0.10306422183086682,0.4139670252143812,0.2809757400878412,0.8946080865254901,0.619585954632589,0.5338853034110257,0.7579665385283413
15,0.1455309353410279,-0.35485822750648865,-0.4614632752961884,0.21755375253164724,0.0,0.6589445924387474,0.043532507866010026,0.44777952473349075,0.4529357046619264,0.4480385192512366,0.5413039784592233,0.48424328843840814,0.026186942984015388,0.16582362733940684,0.1052620664636285,0.5125352114515671,0.30827883083469965,0.026256708108346925,0.13945059400955173,0.2792633235452293,0.31339439656675916
16,0.11021084339284053,-0.12561479351781338,-0.06077271517480709,0.16002363699198158,0.058071817983128354,0.3390216449670222,0.08229217452817711,0.19865000302969354,0.4502345438091852,0.4902508270271795,0.5174153611262211,0.7315596781890504,0.21741839400474622,0.4074901555265646,0.12482728845312763,0.7455285179264318,0.2005508093275058,-0.06201125651059775,0.05380941041639548,0.4262551121535341,0.12971591754441592
17,-0.06300013524343726,-0.25604615381752976,-0.40829157771212155,-0.022611910209873576,-0.3458434727979216,-0.22434033582681892,0.011553003811362065,-0.3238177393782106,-0.14671858590857798,0.022553506049279613,-0.08167308631711419,-0.14357993551509626,0.04035688967764124,-0.009750759741910713,-0.5974106665464013,-0.058576685235417036,-0.42075676865074974,-0.3361397820432889,-0.16882062540727077,-0.07104040008773155,-0.14930250945752022
18,0.18492707983851348,-0.1545224255432049,0.0,0.21458982029867424,-0.009673000756384002,0.6885005208761908,-0.017825696718009786,0.5307449737327607,0.6680875268608075,0.5632447255865943,0.6522099179078538,0.7036015818522748,0.2442739980095476,0.19992432722342,-0.1150016539279041,0.6811753132330851,0.044017801824104794,0.3175944500639221,0.35470589272734665,0.9384774252757775,0.7470099473475437
19,0.17125655868363862,-0.5046328895062182,-0.5394098803242112,0.1972924172712542,0.2032319166452586,0.6780569625543471,0.1735061177098629,0.5847325794942891,0.7797760119192135,0.6077322671186999,0.5001191432818941,0.4087551073669637,0.2207226902610604,0.0073126448033388755,0.06856158239962187,0.47829563136510234,0.41106456741366554,0.59224839255864,0.5825315857888975,0.43605284202207245,0.5826423006350887
20,0.11751966894079559,-0.14479315713155988,0.017016713935587752,0.09495055908480272,0.21303887074136216,0.4171145361438407,0.1411960356248487,0.36944818315754063,0.5562920184749375,0.33431078425113125,0.4064061115711851,0.18966514850143715,0.14636774556819881,0.3902810216488956,-0.27166395116962244,0.1780525144917356,-0.03179041873110289,0.5526673215031057,0.4796665093891124,0.6443502848062397,0.8452015019644186
