GEP,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
1,0.15572891543162173,0.332030676069825,-0.060693574323624315,-0.021723033086577123,-0.03327965746906262,0.13669293156629772,0.060051494418016084,-0.019614980035777368,0.019108398144651328,0.01620426352433924,0.14063013153174775,0.14398674753047083,0.031320804145669956,0.08747806127568582,0.025589045413256923,0.08954375454784651,0.09379748486894926
2,-0.017296690373636042,-0.05084340755406471,0.7571831560189936,0.215126124107084,0.7528114827991519,-0.23134041293260188,-0.26666151007697764,-0.042556699963399655,0.05734530331387992,-0.21534239360846522,-0.21809771835599434,-0.20980728484369685,-0.1663157165296536,-0.07995700552695621,-0.1448010467610517,-0.3323700270099916,-0.05035184522077411
3,0.2802126204536477,0.1706456856461005,-0.05882485569411189,-0.024133684327594482,-0.016829266751022823,0.1574614412411881,0.04756648670604008,0.015388596428319802,0.048840066034980215,-0.004741189301159526,0.1481242880365446,0.19571325529675723,0.0049614017599133265,0.05856675646417599,0.06223791894352347,0.09977690753890052,0.13162370024786071
4,0.026325715048763212,0.03257227320818338,-0.4511673231942145,0.4929883174722866,-0.49856392484412115,0.05716355353708088,0.6224971276399325,0.8056116533354347,0.4023502530193004,0.095533016015128,0.19338107231329907,0.24505874027451074,0.040572870309816246,0.1036972936663196,0.6085849058988587,0.03347058839664804,0.1893933930087396
5,-0.014309060393910531,-0.057300587005666245,0.2491202623743899,0.8767883930631183,0.10721036681597608,-0.1956801243645086,0.22526951653277286,0.4632221393466543,0.7642394363506805,0.022523234490094295,0.04278211164170103,-0.06322048419783352,0.19263122493543602,0.2650970835002343,0.10309061452504398,-0.212223743105745,0.014376085912250753
6,0.0568958909562657,0.2470367015364224,-0.4553679358043964,-0.16414602207123677,-0.36898329662564483,0.5977238453382865,0.11972898016697361,-0.04083718213974299,0.12935293733654718,0.429614350689464,0.6673571378397005,0.4230161596848995,0.6241618779899837,0.622493613184698,0.10360996448944906,0.7975011153465631,0.5868478304190686
7,0.004838462112724152,0.10453827414857035,-0.22476562782588755,0.14370347662602054,-0.3045073227980377,0.39094384208994704,-0.10463651047078205,0.04290957508187752,0.1917827680646916,0.5266708286518751,0.24770828339718656,0.06450576533781467,0.9169256059950721,0.6863910139009549,0.031051891008997006,0.626243559629162,0.3421893603505657
8,0.052881950510062385,0.21524102475947862,-0.3488481396715801,-0.25007288955210577,-0.32210892367824084,0.7206193051401405,0.19894592543895673,-0.20621598391829538,0.08395161191479966,0.3891292968838993,0.6354612560996111,0.33600532042895564,0.5085097772297794,0.47716002508315547,0.25122033643592573,0.9117706452745737,0.4700110969167269
9,0.06156414317267123,0.11903055797869984,-0.27524099828415655,0.17433296449072322,-0.22774445380538874,0.44363710278288154,0.03796491775843039,0.154899275193042,0.34952648212488235,0.10259747667772921,0.4378506197560021,0.4508478021227745,0.48506314754980384,0.2886872042697594,0.22979783822288194,0.6099832202851722,0.45986284310899267
10,0.05933708440250242,0.14066188000565796,-0.3226932811589396,-0.07938237614575858,-0.2245295165088102,0.47629442455518395,0.16951580492883866,0.0751768579491982,0.42382739297415994,0.2562224583824037,0.6412416809047079,0.49003274457861784,0.2639817798199681,0.5536842579587039,0.3581523270324437,0.6958233202925747,0.7887470981116921
11,0.053531881460291655,0.07286661612613754,-0.16666429748332773,-0.05048654504033929,-0.00807055090543644,0.20105060603854547,0.178888328916458,0.1827132484051903,0.2569882470390221,0.02588112534109828,0.5906598843640597,0.8476352355009608,0.1297477153867186,0.4436178589282756,0.2158080417542395,0.3280310549091649,0.5027339790762655
12,0.050543440253967294,0.12291843549963567,-0.1545067957354827,0.06545568465838307,0.009733477771431975,0.30650862072332735,0.3679734857547677,0.20777820563057417,0.35810316893570987,-0.04541780916635039,0.7420332570169567,0.6993442915349044,0.23416741677352776,0.49364654480393877,0.22759220521593176,0.4960662419894303,0.5136128506250078
13,0.03960863121076591,0.12745549914805201,-0.30093324309640485,0.15021509977083722,-0.15301106932513212,0.38422364136291837,0.4844387538402736,0.15623780462314366,0.45544343327414744,0.19018462021796517,0.8983926918060272,0.5252092231436052,0.3486227570338919,0.6586021679368058,0.3276564250846556,0.5006227267795513,0.5768846009440739
14,0.06225909519790605,0.17227414180959028,-0.39477282786401163,0.02421126344708356,-0.2283759790463202,0.49024444428044206,0.34077448867181565,0.14648459539424252,0.30414867792344835,0.13280615574205118,0.7991380605585369,0.6939482230068211,0.40453640225752074,0.49539250065404483,0.27880942643647033,0.6990147665598273,0.5868376675368828
15,0.008501855131026921,0.08377335598863664,-0.06975642112075196,0.23235181239627742,-0.06053740849845526,0.26210564529852687,0.08489481328347648,0.0340361821677692,0.35745563251470974,0.5042070271266864,0.5027547957430921,0.2879433510230554,0.7266044186888746,0.9854848115924778,0.048714834267462405,0.5452531153937863,0.585132905676777
16,0.03690988875802071,0.09700281474697446,-0.17367930555925357,0.14067846718379387,0.0535031555049163,0.32845409773053347,0.1752779132991614,-0.11462323269361432,0.2656440820984595,0.4012839594829668,0.7321829666980205,0.421801861150199,0.48842997157524837,0.7647296030865364,0.3497687215350222,0.5721058962762005,0.8498696549965383
