GEP,1,2,3,4,5,6
1,0.997542883621496,-0.016675839430381503,-0.007049972993077223,-0.13382089989035045,-0.3209343193333277,-0.30727199315085996
2,-0.017031319467535763,0.9971814561118488,0.4049032600945668,0.23201961463386903,0.01620984301183194,0.13412928324876425
3,-0.006946338042397034,0.39199202731317284,0.9968854463074933,0.1509506670155228,0.0030190902294780107,0.08126675104865891
4,-0.13867078037705038,0.2199205198086529,0.1440936454623208,0.9975088169724906,0.15399790743658656,0.30931532123322203
5,-0.318867919977687,0.01752993482532099,0.0032794468294477016,0.14766161193176985,0.9999964912589979,0.3724866801943506
