GEP,DC_pDC,Mac_CXCL9,Mac_IL1B,Mac_IL1Bint,Mac_SPP1,Mast,Mono_CD14,Mono_CD14_ID1,Mono_CD14_IL1B,Mono_CD14_THBS1,Mono_CD16,Mono_Int,Mono_TIL,cDC1_CLEC9A,cDC2_CD1C,cDC2_CD33,mregDC_LAMP3
1,0.0,0.0,1.0,0.517,0.0,1.0,1.0,0.153,1.0,1.0,0.002,1.0,1.0,0.0,0.0,0.0,0.0
2,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.991,0.0,0.0,0.0,0.0
3,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
4,0.753,0.0,0.0,0.0,0.0,1.0,1.0,0.11,1.0,1.0,0.998,1.0,0.012,0.0,0.0,0.0,0.0
5,0.0,0.0,1.0,0.0,0.0,1.0,0.985,0.409,1.0,1.0,1.0,1.0,0.999,0.0,0.0,0.0,0.0
6,1.0,0.0,0.079,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.003,1.0,0.805,0.0,0.0,0.0,0.0
7,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.906,0.0,0.948,0.94,0.0,0.0,0.0,0.0
8,1.0,0.0,0.998,0.0,0.0,1.0,1.0,0.0,0.993,0.98,0.0,0.859,0.123,0.0,0.0,0.0,0.0
9,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.038,0.993,1.0,0.936,1.0,0.926,0.0,0.0,0.0,0.0
10,0.0,0.0,1.0,0.0,0.0,0.999,1.0,0.018,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
11,1.0,0.0,0.0,0.0,0.0,1.0,0.998,0.0,0.002,1.0,1.0,1.0,0.0,0.324,0.0,0.522,0.406
12,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.58,0.015,1.0,0.0,0.0,0.0,0.496,0.0
13,1.0,0.0,1.0,0.06,0.0,0.0,1.0,0.447,1.0,1.0,1.0,1.0,0.875,0.008,0.0,0.001,0.046
14,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.006,1.0,0.997,0.0,0.0,0.0,0.005
15,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.95,1.0,1.0,1.0,0.0,0.561,0.0,0.804,0.029
16,0.87,0.0,0.603,0.002,0.001,0.925,1.0,0.882,1.0,1.0,0.88,1.0,0.0,0.015,0.0,0.005,0.0
17,1.0,0.0,1.0,0.093,0.0,0.0,0.0,0.0,0.88,0.134,0.0,0.512,1.0,0.0,0.0,0.0,0.003
18,0.0,0.992,0.163,1.0,1.0,0.914,1.0,0.956,1.0,0.03,1.0,1.0,0.719,0.557,0.0,0.745,0.024
19,1.0,0.0,0.033,0.069,0.023,0.011,1.0,0.045,1.0,1.0,1.0,1.0,1.0,0.012,0.0,0.051,0.0
20,0.676,0.0,0.607,0.001,0.0,0.994,0.0,0.533,0.083,0.198,0.931,0.81,0.73,0.013,0.0,0.0,0.031
21,1.0,0.0,0.997,0.905,0.0,0.684,0.0,0.0,0.006,0.825,0.0,0.014,0.989,0.001,0.799,0.0,0.998
22,0.365,0.0,1.0,0.002,0.051,1.0,1.0,1.0,1.0,1.0,0.115,1.0,0.055,0.0,0.0,0.001,0.0
23,0.003,0.0,0.0,0.0,0.0,0.012,1.0,0.066,1.0,1.0,0.941,1.0,0.636,0.023,0.0,0.061,0.001
24,0.0,0.0,1.0,0.006,0.0,0.0,1.0,0.002,0.956,0.884,0.261,0.876,1.0,0.003,0.0,0.0,0.0
25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.074,0.972,0.829,0.312,1.0,0.63,0.075,0.0,0.01,0.0
26,0.024,0.0,1.0,0.481,0.0,0.0,1.0,0.0,1.0,0.883,0.0,0.73,1.0,0.0,0.0,0.0,0.0
27,0.054,0.054,0.041,0.998,0.072,0.172,1.0,0.303,0.591,1.0,0.847,0.984,0.036,0.011,0.249,0.006,0.947
28,0.565,0.049,1.0,0.099,0.001,0.011,0.999,0.049,0.488,0.162,0.331,0.887,0.933,0.009,0.038,0.048,0.021
29,0.049,0.053,0.031,0.0,0.024,0.01,0.318,0.179,0.999,0.7,0.096,0.356,0.141,0.262,0.041,0.233,0.118
30,0.052,0.05,0.014,0.444,0.978,0.097,1.0,0.576,0.353,1.0,0.187,0.531,0.024,0.5355355355355356,0.0,1.0,0.804
31,0.0050150451354062184,0.186,0.8991935483870968,0.846,0.6956521739130435,0.815043156596794,1.0,0.0,1.0,1.0,1.0,1.0,0.2964824120603015,0.016029593094944512,0.0,0.0,0.0
32,0.612,0.356,0.729,0.609,0.07056451612903226,0.19522776572668113,1.0,0.251,0.709,0.867,0.577,0.864,0.633,0.16059957173447537,0.062,0.001,0.8980632008154944
33,0.03232323232323232,0.0,0.581419624217119,0.8708708708708709,0.8384279475982532,0.7598314606741573,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
34,0.19,0.026,0.43,0.126,0.24949899799599198,0.7094105480868665,0.995,0.233,0.697,0.035,0.995,0.852,0.065,0.0,0.197,0.64,0.13494461228600202
35,0.096,1.0,0.5734406438631791,0.965,0.1723076923076923,0.5203252032520326,1.0,0.004004004004004004,0.997,0.639,0.004,0.0,0.855,0.8395061728395061,0.37737737737737737,1.0,0.9730290456431535
