GEP,DC_pDC,Mac_CXCL9,Mac_IL1B,Mac_IL1Bint,Mac_SPP1,Mast,Mono_CD14,Mono_CD14_ID1,Mono_CD14_IL1B,Mono_CD14_THBS1,Mono_CD16,Mono_Int,Mono_TIL,cDC1_CLEC9A,cDC2_CD1C,cDC2_CD33,mregDC_LAMP3
1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.267,1.0
2,1.0,1.0,1.0,1.0,0.763,1.0,1.0,0.984,1.0,1.0,0.0,0.0,1.0,0.099,0.99,0.0,1.0
3,1.0,0.0,1.0,0.0,0.005,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.367
4,1.0,0.0,0.999,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.995,1.0,0.001,1.0,1.0
5,0.743,0.0,0.063,0.0,0.0,0.615,1.0,1.0,1.0,1.0,1.0,1.0,0.548,0.0,0.0,1.0,0.0
6,1.0,0.002,0.0,0.0,0.35,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.998
7,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.596,0.13,1.0,0.843
8,1.0,0.0,0.019,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.999,0.762,0.024,1.0,1.0
9,0.004,0.0,0.509,0.0,0.131,0.965,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.999,0.0
10,0.848,0.747,0.967,0.996,0.975,0.99,1.0,1.0,1.0,1.0,1.0,1.0,0.999,0.022,0.0,1.0,0.0
11,1.0,0.98,1.0,1.0,0.77,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.785,0.713,1.0,0.921
12,0.683,0.057,0.028,0.07,0.027,0.013,1.0,0.991,0.989,0.996,1.0,1.0,0.346,0.034,0.007,0.325,0.023
