GEP,DC_pDC,Mac_CXCL9,Mac_IL1B,Mac_IL1Bint,Mac_SPP1,Mast,Mono_CD14,Mono_CD14_ID1,Mono_CD14_IL1B,Mono_CD14_THBS1,Mono_CD16,Mono_Int,Mono_TIL,cDC1_CLEC9A,cDC2_CD1C,cDC2_CD33,mregDC_LAMP3
1,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.7615058823529411,0.0
2,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.37388235294117644,1.0,0.0,1.0
3,1.0,0.00925,1.0,0.007999999999999998,0.007166666666666667,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.3515714285714286
4,1.0,0.0,1.0,0.0,0.0026666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.024249999999999997,1.0,1.0
5,1.0,0.0,0.35100000000000003,0.0003333333333333333,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0
6,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
7,1.0,0.0428,0.0,0.0,0.6014999999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.021750000000000002,1.0,1.0
8,1.0,0.0,0.1235,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.16199999999999998,1.0,1.0
9,0.06942857142857144,0.0,0.577,0.0026666666666666666,0.14225000000000002,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
10,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.024999999999999998,0.0,1.0,0.0
11,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12,1.0,0.1508,0.1865,0.10149999999999999,0.11214285714285714,0.082,0.9999411764705882,1.0,1.0,1.0,1.0,1.0,0.44766666666666666,0.12733333333333333,0.0565,0.5751999999999999,0.2433333333333333
13,0.098375,0.21733333333333332,0.148,0.17,0.064,0.10614285714285715,0.9998235294117647,1.0,1.0,1.0,1.0,1.0,0.594,0.10322222222222222,0.1635,1.0,0.12333333333333332
