k	gep	program_class	top_identity_label	second_identity_label	top_identity_nes	second_identity_nes	top_identity_fdr	second_identity_fdr	nes_gap	runner_up_ratio	n_significant_identity_sets	significant_identity_sets	classification_reason
15	2	identity_supported	Mono_CD16	Mono_Int	2.055398218103786	1.4552766267612636	0.0	0.0	0.6001215913425224	0.7080266071767998	6	Mono_CD16:NES=2.055,q=0; Mono_Int:NES=1.455,q=0; cDC1_CLEC9A:NES=1.425,q=0; cDC2_CD33:NES=1.403,q=0; Mac_SPP1:NES=1.357,q=0; cDC2_CD1C:NES=1.345,q=0	Mono_CD16 dominates 6 significant sets (runner_up_ratio=0.708 <= 0.8)
15	3	identity_ambiguous	Mac_CXCL9	Mac_SPP1	1.3916852094339773	1.3081316352918744	0.0	0.0	0.08355357414210296	0.9399623035613882	2	Mac_CXCL9:NES=1.392,q=0; Mac_SPP1:NES=1.308,q=0	2 significant sets, top two near-tied (runner_up_ratio=0.940 > 0.8)
15	4	identity_supported	DC_pDC	cDC1_CLEC9A	1.4437653569962086	1.2108266570129465	0.0	0.0	0.2329386999832621	0.0	1	DC_pDC:NES=1.444,q=0	single significant identity (DC_pDC); no competitor set
15	5	non_identity_unresolved	Mac_IL1B	Mono_TIL	1.2508694676907337	1.1471586370256228	0.0	0.0	0.10371083066511089		0		0 significant identity sets (alpha=0.1, NES floor=1.3)
15	6	identity_supported	Mono_TIL	cDC2_CD1C	1.3044813020918242	1.2089955033098057	0.0	0.0	0.09548579878201857	0.0	1	Mono_TIL:NES=1.304,q=0	single significant identity (Mono_TIL); no competitor set
15	7	non_identity_unresolved	Mac_CXCL9	Mac_IL1Bint	1.10220137247378	1.063230064523888	0.0	0.0	0.03897130794989212		0		0 significant identity sets (alpha=0.1, NES floor=1.3)
15	8	identity_supported	mregDC_LAMP3	cDC1_CLEC9A	1.4011333669133317	1.2811387720530663	0.0	0.0	0.11999459486026542	0.0	1	mregDC_LAMP3:NES=1.401,q=0	single significant identity (mregDC_LAMP3); no competitor set
15	9	non_identity_unresolved	mregDC_LAMP3	cDC2_CD1C	1.182853529517804	1.1658684398759167	0.0	0.0	0.016985089641887274		0		0 significant identity sets (alpha=0.1, NES floor=1.3)
16	1	identity_ambiguous	Mac_CXCL9	Mac_SPP1	2.542154188712433	2.2311365683341036	0.0	0.0	0.31101762037832925	0.8776558787191994	7	Mac_CXCL9:NES=2.542,q=0; Mac_SPP1:NES=2.231,q=0; cDC2_CD1C:NES=2.121,q=0; cDC1_CLEC9A:NES=1.797,q=0; Mac_IL1Bint:NES=1.756,q=0; mregDC_LAMP3:NES=1.634,q=0; cDC2_CD33:NES=1.538,q=0	7 significant sets, top two near-tied (runner_up_ratio=0.878 > 0.8)
16	10	identity_supported	Mac_SPP1	mregDC_LAMP3	1.3910534085283162	1.2176563335324917	0.0	0.0	0.17339707499582446	0.0	1	Mac_SPP1:NES=1.391,q=0	single significant identity (Mac_SPP1); no competitor set
16	11	non_identity_unresolved	Mast	Mac_SPP1	1.0144919622948678	1.0125457004617788	0.007	0.008	0.0019462618330889914		0		0 significant identity sets (alpha=0.1, NES floor=1.3)
16	12	non_identity_unresolved	mregDC_LAMP3	cDC2_CD1C	1.1896441365935178	1.1672929799583327	0.0	0.0	0.022351156635185054		0		0 significant identity sets (alpha=0.1, NES floor=1.3)
16	13	non_identity_unresolved	cDC2_CD33	Mast	1.0131487226147433	1.0099658523199624	0.021176470588235297	0.0225	0.003182870294780926		0		0 significant identity sets (alpha=0.1, NES floor=1.3)
16	14	non_identity_unresolved	Mast	Mac_IL1Bint	1.0903999478964261	1.0858955738351892	0.066	0.0385	0.004504374061236938		0		0 significant identity sets (alpha=0.1, NES floor=1.3)
16	15	non_identity_unresolved	Mac_SPP1	Mac_IL1B	1.0862173629082976	1.0753258956129887	0.0	0.0	0.010891467295308876		0		0 significant identity sets (alpha=0.1, NES floor=1.3)
16	16	non_identity_unresolved	Mac_SPP1	Mast	1.0475124168884806	1.042291362950216	0.1411764705882353	0.11105882352941177	0.005221053938264664		0		0 significant identity sets (alpha=0.1, NES floor=1.3)
16	2	identity_supported	DC_pDC	cDC1_CLEC9A	1.4690827636654942	1.2835187064605462	0.0	0.0	0.18556405720494795	0.0	1	DC_pDC:NES=1.469,q=0	single significant identity (DC_pDC); no competitor set
16	3	identity_ambiguous	DC_pDC	cDC2_CD1C	1.5343710649128282	1.531374449015363	0.0	0.0	0.002996615897465249	0.9980470070337024	4	DC_pDC:NES=1.534,q=0; cDC2_CD1C:NES=1.531,q=0; Mac_SPP1:NES=1.494,q=0; Mono_CD16:NES=1.323,q=0	4 significant sets, top two near-tied (runner_up_ratio=0.998 > 0.8)
16	4	non_identity_unresolved	DC_pDC	cDC2_CD1C	1.1127907313430778	1.073014643348451	0.0	0.0	0.03977608799462673		0		0 significant identity sets (alpha=0.1, NES floor=1.3)
16	5	identity_supported	Mast	cDC1_CLEC9A	1.5198917916299237	1.2574114191855563	0.0	0.0	0.2624803724443674	0.0	1	Mast:NES=1.520,q=0	single significant identity (Mast); no competitor set
16	6	non_identity_unresolved	Mast	cDC2_CD1C	1.2817953580530204	1.16303081561633	0.0	0.0	0.11876454243669032		0		0 significant identity sets (alpha=0.1, NES floor=1.3)
16	7	non_identity_unresolved	Mast	Mac_SPP1	1.2601670299519674	1.196798045607474	0.0	0.0	0.06336898434449334		0		0 significant identity sets (alpha=0.1, NES floor=1.3)
16	8	identity_ambiguous	cDC2_CD1C	mregDC_LAMP3	1.7466966450375898	1.6985646631320581	0.009999999999999998	0.012	0.048131981905531696	0.9724439947587488	6	cDC2_CD1C:NES=1.747,q=0.01; mregDC_LAMP3:NES=1.699,q=0.012; Mast:NES=1.655,q=0.00833; cDC1_CLEC9A:NES=1.637,q=0.0085; Mac_SPP1:NES=1.516,q=0.0158; Mac_IL1B:NES=1.326,q=0.0625	6 significant sets, top two near-tied (runner_up_ratio=0.972 > 0.8)
16	9	non_identity_unresolved	DC_pDC	Mono_CD16	1.0103701527980713	1.0022149587832196	0.005357668531056814	0.3677656755961142	0.008155194014851652		0		0 significant identity sets (alpha=0.1, NES floor=1.3)
17	1	identity_ambiguous	Mac_CXCL9	Mac_SPP1	2.5274041940961687	2.2365858051745198	0.0	0.0	0.2908183889216489	0.8849339612551964	7	Mac_CXCL9:NES=2.527,q=0; Mac_SPP1:NES=2.237,q=0; cDC2_CD1C:NES=2.062,q=0; cDC1_CLEC9A:NES=1.817,q=0; Mac_IL1Bint:NES=1.729,q=0; cDC2_CD33:NES=1.598,q=0; mregDC_LAMP3:NES=1.571,q=0	7 significant sets, top two near-tied (runner_up_ratio=0.885 > 0.8)
17	10	identity_supported	Mac_SPP1	mregDC_LAMP3	1.480586396598032	1.2758618688672607	0.0	0.0	0.2047245277307712	0.0	1	Mac_SPP1:NES=1.481,q=0	single significant identity (Mac_SPP1); no competitor set
17	11	non_identity_unresolved	Mast	cDC1_CLEC9A	1.262140805974511	1.2488412876688113	0.0	0.0	0.013299518305699642		0		0 significant identity sets (alpha=0.1, NES floor=1.3)
17	12	non_identity_unresolved	Mac_SPP1	cDC1_CLEC9A	1.02412955844176	1.0225274860560918	0.0	0.0	0.0016020723856682295		0		0 significant identity sets (alpha=0.1, NES floor=1.3)
17	13	non_identity_unresolved	DC_pDC	cDC2_CD33	1.0090788688121257	1.0045246935482282	0.04696051315247455	0.11616547990348967	0.004554175263897564		0		0 significant identity sets (alpha=0.1, NES floor=1.3)
17	14	non_identity_unresolved	Mast	mregDC_LAMP3	1.0760525392076894	1.072179251791346	0.009999999999999998	0.0055000000000000005	0.0038732874163434072		0		0 significant identity sets (alpha=0.1, NES floor=1.3)
17	15	non_identity_unresolved	cDC1_CLEC9A	Mac_SPP1	1.0896985632356415	1.062209453717779	0.0	0.0	0.02748910951786243		0		0 significant identity sets (alpha=0.1, NES floor=1.3)
17	16	non_identity_unresolved	Mast	Mac_IL1Bint	1.039379273166763	1.03718769208303	0.2484705882352941	0.14776470588235294	0.002191581083732963		0		0 significant identity sets (alpha=0.1, NES floor=1.3)
17	17	non_identity_unresolved	DC_pDC	cDC2_CD1C	1.0017974733950452	1.0010427622125528	0.6156815440289505	0.636248492159228	0.0007547111824923736		0		0 significant identity sets (alpha=0.1, NES floor=1.3)
17	2	identity_supported	DC_pDC	cDC1_CLEC9A	2.3900244917450446	1.9069129997774834	0.0	0.0	0.4831114919675612	0.7978633718456902	6	DC_pDC:NES=2.390,q=0; cDC1_CLEC9A:NES=1.907,q=0; cDC2_CD1C:NES=1.882,q=0; mregDC_LAMP3:NES=1.742,q=0; cDC2_CD33:NES=1.667,q=0; Mac_SPP1:NES=1.425,q=0	DC_pDC dominates 6 significant sets (runner_up_ratio=0.798 <= 0.8)
17	3	identity_ambiguous	Mono_TIL	cDC2_CD1C	1.9771170562031481	1.8037665066554593	0.0	0.0	0.1733505495476888	0.912321554758831	8	Mono_TIL:NES=1.977,q=0; cDC2_CD1C:NES=1.804,q=0; Mac_CXCL9:NES=1.550,q=0; mregDC_LAMP3:NES=1.532,q=0; Mac_IL1B:NES=1.482,q=0; Mac_IL1Bint:NES=1.452,q=0; cDC1_CLEC9A:NES=1.351,q=0; Mac_SPP1:NES=1.314,q=0	8 significant sets, top two near-tied (runner_up_ratio=0.912 > 0.8)
17	4	identity_supported	Mast	cDC1_CLEC9A	1.4428453703726252	1.17525902789719	0.0	0.002	0.2675863424754352	0.0	1	Mast:NES=1.443,q=0	single significant identity (Mast); no competitor set
17	5	identity_supported	Mast	cDC2_CD1C	1.461922726375121	1.2954281614686427	0.0	0.0	0.1664945649064784	0.0	1	Mast:NES=1.462,q=0	single significant identity (Mast); no competitor set
17	6	non_identity_unresolved	Mast	Mac_SPP1	1.1631981018493016	1.1422525870919664	0.0	0.0	0.020945514757335193		0		0 significant identity sets (alpha=0.1, NES floor=1.3)
17	7	identity_ambiguous	cDC1_CLEC9A	mregDC_LAMP3	1.6565135628323513	1.6167594570197512	0.004	0.012	0.03975410581260008	0.9760013399802007	5	cDC1_CLEC9A:NES=1.657,q=0.004; mregDC_LAMP3:NES=1.617,q=0.012; cDC2_CD1C:NES=1.589,q=0.00867; Mast:NES=1.551,q=0.00875; Mac_SPP1:NES=1.407,q=0.0198	5 significant sets, top two near-tied (runner_up_ratio=0.976 > 0.8)
17	8	non_identity_unresolved	cDC2_CD1C	mregDC_LAMP3	1.016326636503368	1.0140770945352802	0.0061764705882352946	0.0061764705882352946	0.002249541968087909		0		0 significant identity sets (alpha=0.1, NES floor=1.3)
17	9	non_identity_unresolved	mregDC_LAMP3	DC_pDC	1.0123032307170992	1.0114769619238693	0.004238285848834471	0.00529785731104309	0.0008262687932298896		0		0 significant identity sets (alpha=0.1, NES floor=1.3)
18	1	identity_ambiguous	Mac_CXCL9	Mac_SPP1	2.560240936883347	2.2796360419289634	0.0	0.0	0.2806048949543838	0.8903990281102325	7	Mac_CXCL9:NES=2.560,q=0; Mac_SPP1:NES=2.280,q=0; cDC2_CD1C:NES=2.159,q=0; cDC1_CLEC9A:NES=1.858,q=0; Mac_IL1Bint:NES=1.778,q=0; mregDC_LAMP3:NES=1.651,q=0; cDC2_CD33:NES=1.601,q=0	7 significant sets, top two near-tied (runner_up_ratio=0.890 > 0.8)
18	10	identity_supported	Mac_SPP1	mregDC_LAMP3	1.47612012900126	1.282718814412619	0.0	0.0	0.19340131458864107	0.0	1	Mac_SPP1:NES=1.476,q=0	single significant identity (Mac_SPP1); no competitor set
18	11	non_identity_unresolved	Mast	cDC2_CD1C	1.033825351955545	1.0211996701344719	0.0	0.0005	0.012625681821073043		0		0 significant identity sets (alpha=0.1, NES floor=1.3)
18	12	non_identity_unresolved	DC_pDC	cDC2_CD33	1.0071725703430972	1.0057923967338158	0.09472817133443164	0.07619439868204285	0.0013801736092813321		0		0 significant identity sets (alpha=0.1, NES floor=1.3)
18	13	non_identity_unresolved	DC_pDC	Mac_IL1B	1.0067498687190444	1.0025511414271564	0.08967343336275375	0.27890556045895853	0.0041987272918879714		0		0 significant identity sets (alpha=0.1, NES floor=1.3)
18	14	non_identity_unresolved	Mac_IL1Bint	Mast	1.0871888370970233	1.0684371847145944	0.322	0.2925	0.01875165238242893		0		0 significant identity sets (alpha=0.1, NES floor=1.3)
18	15	non_identity_unresolved	Mac_SPP1	Mac_IL1B	1.0680326527768929	1.0601453385119148	0.0	0.0	0.007887314264978018		0		0 significant identity sets (alpha=0.1, NES floor=1.3)
18	16	non_identity_unresolved	cDC1_CLEC9A	Mac_SPP1	1.073242614502928	1.0226432132648828	0.0	0.001	0.05059940123804507		0		0 significant identity sets (alpha=0.1, NES floor=1.3)
18	17	non_identity_unresolved	Mac_SPP1	mregDC_LAMP3	1.0116835518905811	1.0096491657568618	0.015058823529411765	0.020705882352941178	0.0020343861337193125		0		0 significant identity sets (alpha=0.1, NES floor=1.3)
18	18	non_identity_unresolved	Mono_CD14_THBS1	Mono_CD16	1.0016180428659058	1.0009225214813542	0.43799505734744315	0.6748621760344719	0.000695521384551645		0		0 significant identity sets (alpha=0.1, NES floor=1.3)
18	2	identity_ambiguous	DC_pDC	cDC2_CD1C	2.5475443210946622	2.1085085749228027	0.0	0.0	0.4390357461718595	0.8276631568147914	6	DC_pDC:NES=2.548,q=0; cDC2_CD1C:NES=2.109,q=0; cDC1_CLEC9A:NES=2.076,q=0; mregDC_LAMP3:NES=1.914,q=0; cDC2_CD33:NES=1.821,q=0; Mac_SPP1:NES=1.582,q=0	6 significant sets, top two near-tied (runner_up_ratio=0.828 > 0.8)
18	3	identity_ambiguous	Mast	cDC1_CLEC9A	1.6241099332894189	1.326488189742046	0.0	0.0	0.2976217435473729	0.8167477844651935	2	Mast:NES=1.624,q=0; cDC1_CLEC9A:NES=1.326,q=0	2 significant sets, top two near-tied (runner_up_ratio=0.817 > 0.8)
18	4	identity_supported	Mast	cDC2_CD1C	1.4156320342041844	1.2332896499796395	0.0	0.0	0.18234238422454485	0.0	1	Mast:NES=1.416,q=0	single significant identity (Mast); no competitor set
18	5	non_identity_unresolved	DC_pDC	cDC2_CD1C	1.0267429935415262	1.000904327748162	0.0	1.0	0.025838665793364246		0		0 significant identity sets (alpha=0.1, NES floor=1.3)
18	6	non_identity_unresolved	Mac_CXCL9	Mono_CD14_THBS1	1.0104941876810096	1.0071271114404878	0.022	0.03526470588235294	0.0033670762405217936		0		0 significant identity sets (alpha=0.1, NES floor=1.3)
18	7	identity_ambiguous	mregDC_LAMP3	cDC2_CD1C	1.4965448289185126	1.4767709568376317	0.031	0.016	0.019773872080880883	0.986786983123539	5	mregDC_LAMP3:NES=1.497,q=0.031; cDC2_CD1C:NES=1.477,q=0.016; cDC1_CLEC9A:NES=1.466,q=0.0113; Mast:NES=1.440,q=0.0118; Mac_SPP1:NES=1.332,q=0.0182	5 significant sets, top two near-tied (runner_up_ratio=0.987 > 0.8)
18	8	non_identity_unresolved	Mast	cDC1_CLEC9A	1.0615237688963024	1.0464296789768885	0.0	0.0	0.015094089919413856		0		0 significant identity sets (alpha=0.1, NES floor=1.3)
18	9	identity_ambiguous	Mast	cDC1_CLEC9A	1.3644905595662393	1.3574794871825397	0.0	0.0	0.007011072383699579	0.9948617655618458	3	Mast:NES=1.364,q=0; cDC1_CLEC9A:NES=1.357,q=0; mregDC_LAMP3:NES=1.344,q=0	3 significant sets, top two near-tied (runner_up_ratio=0.995 > 0.8)
19	1	identity_supported	Mac_SPP1	Mac_CXCL9	2.655829182192745	1.7844728922420166	0.0	0.0	0.8713562899507286	0.6719080068126572	7	Mac_SPP1:NES=2.656,q=0; Mac_CXCL9:NES=1.784,q=0; cDC1_CLEC9A:NES=1.685,q=0; cDC2_CD1C:NES=1.677,q=0; cDC2_CD33:NES=1.639,q=0; Mac_IL1Bint:NES=1.569,q=0; Mono_CD14_ID1:NES=1.424,q=0	Mac_SPP1 dominates 7 significant sets (runner_up_ratio=0.672 <= 0.8)
19	10	identity_supported	Mast	cDC2_CD1C	1.5722263194541717	1.251330187910832	0.0	0.001	0.3208961315433396	0.0	1	Mast:NES=1.572,q=0	single significant identity (Mast); no competitor set
19	11	non_identity_unresolved	Mac_IL1Bint	cDC2_CD1C	1.2013806272793435	1.2010469316359855	0.0	0.0	0.0003336956433579452		0		0 significant identity sets (alpha=0.1, NES floor=1.3)
19	12	identity_supported	Mast	cDC2_CD1C	1.3483286854804155	1.1755461128982905	0.0	0.0	0.17278257258212504	0.0	1	Mast:NES=1.348,q=0	single significant identity (Mast); no competitor set
19	13	identity_ambiguous	cDC2_CD1C	Mast	1.6133487134063453	1.5662624845505861	0.019999999999999997	0.0155	0.047086228855759193	0.9708145991846092	2	cDC2_CD1C:NES=1.613,q=0.02; Mast:NES=1.566,q=0.0155	2 significant sets, top two near-tied (runner_up_ratio=0.971 > 0.8)
19	14	non_identity_unresolved	Mast	Mac_SPP1	1.0522026105484725	1.023753009752233	0.0	0.0015	0.028449600796239594		0		0 significant identity sets (alpha=0.1, NES floor=1.3)
19	15	identity_ambiguous	Mac_SPP1	Mast	1.3640752438845851	1.3226504685913134	0.006	0.0175	0.04142477529327171	0.9696316053832169	2	Mac_SPP1:NES=1.364,q=0.006; Mast:NES=1.323,q=0.0175	2 significant sets, top two near-tied (runner_up_ratio=0.970 > 0.8)
19	16	non_identity_unresolved	Mac_SPP1	Mac_IL1Bint	1.2181568457230414	1.1958566832191626	0.072	0.0795	0.022300162503878784		0		0 significant identity sets (alpha=0.1, NES floor=1.3)
19	17	non_identity_unresolved	Mac_SPP1	Mast	1.2666310003326977	1.2469434477742498	0.0	0.0	0.019687552558447896		0		0 significant identity sets (alpha=0.1, NES floor=1.3)
19	18	non_identity_unresolved	Mac_SPP1	cDC2_CD1C	1.1938201262791468	1.1071246274324327	0.0	0.0	0.08669549884671413		0		0 significant identity sets (alpha=0.1, NES floor=1.3)
19	19	non_identity_unresolved	cDC1_CLEC9A	cDC2_CD1C	1.1232673453200375	1.1197995404503234	0.0	0.0	0.0034678048697140973		0		0 significant identity sets (alpha=0.1, NES floor=1.3)
19	2	identity_supported	DC_pDC	cDC1_CLEC9A	2.2189669747760106	1.7361344905479548	0.0	0.0	0.4828324842280558	0.7824066379911786	4	DC_pDC:NES=2.219,q=0; cDC1_CLEC9A:NES=1.736,q=0; cDC2_CD1C:NES=1.678,q=0; cDC2_CD33:NES=1.531,q=0	DC_pDC dominates 4 significant sets (runner_up_ratio=0.782 <= 0.8)
19	3	identity_ambiguous	Mac_CXCL9	cDC2_CD1C	1.7703458898468771	1.5873491935730952	0.0	0.0	0.1829966962737819	0.8966322359244668	6	Mac_CXCL9:NES=1.770,q=0; cDC2_CD1C:NES=1.587,q=0; cDC1_CLEC9A:NES=1.524,q=0; Mac_SPP1:NES=1.471,q=0; Mac_IL1Bint:NES=1.425,q=0; cDC2_CD33:NES=1.319,q=0	6 significant sets, top two near-tied (runner_up_ratio=0.897 > 0.8)
19	4	identity_ambiguous	Mac_CXCL9	cDC2_CD1C	1.5113066047956039	1.3014307190094483	0.0	0.0	0.20987588578615557	0.8611295119599242	2	Mac_CXCL9:NES=1.511,q=0; cDC2_CD1C:NES=1.301,q=0	2 significant sets, top two near-tied (runner_up_ratio=0.861 > 0.8)
19	5	identity_ambiguous	mregDC_LAMP3	cDC2_CD1C	2.091502478847331	1.9394097621267077	0.0	0.0	0.1520927167206232	0.927280642380857	5	mregDC_LAMP3:NES=2.092,q=0; cDC2_CD1C:NES=1.939,q=0; cDC1_CLEC9A:NES=1.824,q=0; cDC2_CD33:NES=1.538,q=0; Mac_CXCL9:NES=1.374,q=0	5 significant sets, top two near-tied (runner_up_ratio=0.927 > 0.8)
19	6	identity_ambiguous	Mono_TIL	cDC2_CD1C	1.8458688625105337	1.641082942550993	0.0	0.0	0.20478591995954076	0.8890571675384269	5	Mono_TIL:NES=1.846,q=0; cDC2_CD1C:NES=1.641,q=0; Mac_CXCL9:NES=1.551,q=0; mregDC_LAMP3:NES=1.423,q=0; Mac_IL1Bint:NES=1.348,q=0	5 significant sets, top two near-tied (runner_up_ratio=0.889 > 0.8)
19	7	identity_ambiguous	Mac_IL1B	Mono_TIL	1.6118872842171028	1.3777758308561647	0.0	0.0	0.23411145336093808	0.854759414226258	3	Mac_IL1B:NES=1.612,q=0; Mono_TIL:NES=1.378,q=0; Mac_IL1Bint:NES=1.346,q=0	3 significant sets, top two near-tied (runner_up_ratio=0.855 > 0.8)
19	8	non_identity_unresolved	mregDC_LAMP3	cDC2_CD1C	1.2153275526200271	1.1487492966677824	0.0	0.0	0.06657825595224476		0		0 significant identity sets (alpha=0.1, NES floor=1.3)
19	9	identity_ambiguous	cDC2_CD1C	mregDC_LAMP3	1.4715864921726158	1.3913746883923226	0.0	0.0	0.08021180378029324	0.9454929735989419	6	cDC2_CD1C:NES=1.472,q=0; mregDC_LAMP3:NES=1.391,q=0; Mac_IL1Bint:NES=1.377,q=0; Mac_SPP1:NES=1.361,q=0; Mac_IL1B:NES=1.336,q=0; cDC1_CLEC9A:NES=1.328,q=0	6 significant sets, top two near-tied (runner_up_ratio=0.945 > 0.8)
20	1	identity_ambiguous	Mono_CD14_THBS1	Mono_CD14_ID1	1.5496953714793622	1.507084519712626	0.0	0.0	0.04261085176673629	0.9725037239247483	3	Mono_CD14_THBS1:NES=1.550,q=0; Mono_CD14_ID1:NES=1.507,q=0; Mono_CD14:NES=1.316,q=0	3 significant sets, top two near-tied (runner_up_ratio=0.973 > 0.8)
20	10	identity_supported	Mono_TIL	cDC2_CD1C	1.3003375001858932	1.1977868695791096	0.0	0.0	0.1025506306067836	0.0	1	Mono_TIL:NES=1.300,q=0	single significant identity (Mono_TIL); no competitor set
20	11	identity_supported	mregDC_LAMP3	cDC2_CD1C	1.3513420190765537	1.2313304974283854	0.0	0.0	0.1200115216481683	0.0	1	mregDC_LAMP3:NES=1.351,q=0	single significant identity (mregDC_LAMP3); no competitor set
20	12	non_identity_unresolved	Mac_IL1Bint	mregDC_LAMP3	1.2461938494720255	1.2439482853750028	0.0	0.0	0.002245564097022701		0		0 significant identity sets (alpha=0.1, NES floor=1.3)
20	13	identity_supported	Mast	cDC2_CD1C	1.3055781555122359	1.0197342003106127	0.0	1.0	0.2858439552016232	0.0	1	Mast:NES=1.306,q=0	single significant identity (Mast); no competitor set
20	14	non_identity_unresolved	DC_pDC	cDC2_CD1C	1.2148106367574145	1.1129817917418352	0.0	0.0	0.10182884501557932		0		0 significant identity sets (alpha=0.1, NES floor=1.3)
20	15	non_identity_unresolved	Mast	cDC2_CD1C	1.2066002492087333	1.1681529400289095	0.07100000000000001	0.126	0.03844730917982386		0		0 significant identity sets (alpha=0.1, NES floor=1.3)
20	16	non_identity_unresolved	Mac_SPP1	Mac_IL1Bint	1.0667139298141772	1.0588968663827474	0.144	0.1505	0.00781706343142985		0		0 significant identity sets (alpha=0.1, NES floor=1.3)
20	17	non_identity_unresolved	Mac_SPP1	Mast	1.1159892328862173	1.110658019799771	0.019	0.014499999999999999	0.00533121308644624		0		0 significant identity sets (alpha=0.1, NES floor=1.3)
20	18	non_identity_unresolved	Mac_SPP1	Mast	1.0853873949145538	1.0646489461698163	0.0	0.0005	0.020738448744737514		0		0 significant identity sets (alpha=0.1, NES floor=1.3)
20	19	non_identity_unresolved	Mac_SPP1	Mast	1.1031601364703492	1.0811448440130067	0.017	0.034	0.02201529245734246		0		0 significant identity sets (alpha=0.1, NES floor=1.3)
20	2	identity_ambiguous	cDC2_CD33	Mono_CD14_ID1	2.0994122501452352	1.7089374989328918	0.0	0.0	0.39047475121234343	0.81400758655889	4	cDC2_CD33:NES=2.099,q=0; Mono_CD14_ID1:NES=1.709,q=0; cDC2_CD1C:NES=1.552,q=0; Mac_SPP1:NES=1.526,q=0	4 significant sets, top two near-tied (runner_up_ratio=0.814 > 0.8)
20	20	non_identity_unresolved	Mac_SPP1	mregDC_LAMP3	1.033172318102136	1.0204874050532193	0.0	0.0005	0.012684913048916613		0		0 significant identity sets (alpha=0.1, NES floor=1.3)
20	3	identity_supported	Mono_CD16	Mono_Int	1.7775176431574016	1.400866370508977	0.0	0.0	0.3766512726484246	0.7881026531025709	2	Mono_CD16:NES=1.778,q=0; Mono_Int:NES=1.401,q=0	Mono_CD16 dominates 2 significant sets (runner_up_ratio=0.788 <= 0.8)
20	4	non_identity_unresolved	Mac_CXCL9	Mac_IL1Bint	1.282652607143361	1.142999365960214	0.0	0.0	0.13965324118314704		0		0 significant identity sets (alpha=0.1, NES floor=1.3)
20	5	identity_supported	Mac_IL1B	Mono_TIL	1.3205536773152762	1.1579814278864553	0.0	0.0	0.16257224942882087	0.0	1	Mac_IL1B:NES=1.321,q=0	single significant identity (Mac_IL1B); no competitor set
20	6	non_identity_unresolved	cDC2_CD1C	Mac_CXCL9	1.2536706886033715	1.2403712634093231	0.0	0.0	0.013299425194048364		0		0 significant identity sets (alpha=0.1, NES floor=1.3)
20	7	identity_ambiguous	cDC1_CLEC9A	cDC2_CD1C	1.4054219868412703	1.3461418089777626	0.0	0.0	0.0592801778635077	0.9578203710924277	2	cDC1_CLEC9A:NES=1.405,q=0; cDC2_CD1C:NES=1.346,q=0	2 significant sets, top two near-tied (runner_up_ratio=0.958 > 0.8)
20	8	non_identity_unresolved	DC_pDC	cDC2_CD1C	1.192939337256809	1.0273050832567259	0.0	0.3395	0.16563425400008303		0		0 significant identity sets (alpha=0.1, NES floor=1.3)
20	9	identity_supported	Mac_SPP1	Mac_CXCL9	1.3359724834427944	1.1872957175972696	0.0	0.0	0.1486767658455248	0.0	1	Mac_SPP1:NES=1.336,q=0	single significant identity (Mac_SPP1); no competitor set
21	1	identity_supported	cDC2_CD33	Mono_CD16	2.2215019182967155	1.6623973366779623	0.0	0.0	0.5591045816187532	0.7483213599709905	4	cDC2_CD33:NES=2.222,q=0; Mono_CD16:NES=1.662,q=0; Mono_CD14_ID1:NES=1.651,q=0; Mono_Int:NES=1.392,q=0	cDC2_CD33 dominates 4 significant sets (runner_up_ratio=0.748 <= 0.8)
21	10	identity_supported	cDC1_CLEC9A	cDC2_CD1C	1.4183674663031764	1.280608151870386	0.0	0.0	0.13775931443279044	0.0	1	cDC1_CLEC9A:NES=1.418,q=0	single significant identity (cDC1_CLEC9A); no competitor set
21	11	identity_supported	Mono_TIL	cDC2_CD1C	1.352389543663955	1.2376956100581953	0.0	0.0	0.11469393360575975	0.0	1	Mono_TIL:NES=1.352,q=0	single significant identity (Mono_TIL); no competitor set
21	12	non_identity_unresolved	cDC2_CD1C	cDC2_CD33	1.210714185382881	1.0897055108215326	0.0	0.0	0.12100867456134834		0		0 significant identity sets (alpha=0.1, NES floor=1.3)
21	13	identity_supported	mregDC_LAMP3	cDC2_CD1C	1.3761576910504223	1.2331314785732046	0.0	0.0	0.1430262124772177	0.0	1	mregDC_LAMP3:NES=1.376,q=0	single significant identity (mregDC_LAMP3); no competitor set
21	14	identity_supported	Mac_SPP1	cDC1_CLEC9A	1.4008915736689795	1.28330622715336	0.0	0.0	0.11758534651561958	0.0	1	Mac_SPP1:NES=1.401,q=0	single significant identity (Mac_SPP1); no competitor set
21	15	non_identity_unresolved	mregDC_LAMP3	Mac_IL1Bint	1.2324229481263278	1.2242385746128415	0.0	0.0	0.008184373513486332		0		0 significant identity sets (alpha=0.1, NES floor=1.3)
21	16	non_identity_unresolved	Mast	cDC2_CD1C	1.2479488663012428	0.9536704471105408	0.0	1.0	0.29427841919070197		0		0 significant identity sets (alpha=0.1, NES floor=1.3)
21	17	identity_supported	mregDC_LAMP3	DC_pDC	1.3234026792878835	1.2237921143664645	0.0	0.023	0.09961056492141895	0.0	1	mregDC_LAMP3:NES=1.323,q=0	single significant identity (mregDC_LAMP3); no competitor set
