GEP,DC_pDC,Mac_CXCL9,Mac_IL1B,Mac_IL1Bint,Mac_SPP1,Mast,Mono_CD14,Mono_CD14_ID1,Mono_CD14_IL1B,Mono_CD14_THBS1,Mono_CD16,Mono_Int,Mono_TIL,cDC1_CLEC9A,cDC2_CD1C,cDC2_CD33,mregDC_LAMP3
1,2.394938565130762,2.0787364013115877,0.23787054229052462,1.2998460409327448,2.148179295848841,-1.0,-1.0,1.3625942138387142,0.7230819847221954,0.7042852816257548,1.352696220466484,0.7943992521448872,0.7344469934751267,2.2239199549195594,2.25025271716998,1.9970035071198091,2.024490336428061
2,0.22650412341126436,2.207710257270213,0.5785703260256111,1.5151074319371816,2.307209830007987,0.46307187954803747,-1.0,1.2644492609087798,0.6072272419935519,0.6586489483456089,1.1477588724936516,0.6253173379353368,0.999642097659183,2.1666351754878126,2.4014639075673028,1.8136456810624988,2.234376950261431
3,1.036323040007329,2.036703194593234,0.6274379941369465,1.4418344946275683,2.172052924585146,0.23801545624293838,-1.0,1.1661705206480006,0.6765555521854318,0.5614792413078635,1.2483152541697111,0.6236213701431549,0.8444917637194705,2.108575321463109,2.2751483906059597,1.6500710618066394,2.379425517400909
4,0.7356651799840713,1.4952216919504233,0.998447850225179,1.204235224464709,1.6224819291562378,1.2279433380159317,0.6930927812722986,1.1861706768034825,0.9780809052166465,0.8510510713616026,0.9183654425948011,0.863300805598683,1.0500466204161492,1.325725703102952,1.4860780184142954,1.295314663626795,1.2674866048918243
5,0.923625252383846,1.0938922712854349,0.9618617192606136,0.9646560399866355,1.0911799645018003,1.3676423080619988,1.029357855821054,1.02022685692519,0.9584664397322887,1.0168397355325522,1.0439697914193127,0.9637453364368015,0.9665672589577395,1.1861844142647666,1.1257641537558885,1.0998064216891312,1.0487004405298022
6,1.0597490033744559,0.9903773309990671,0.9908014444282495,0.9917362241760457,0.9885692306698364,0.9903808049432774,0.9586453517564101,0.997048029810453,0.9891410184577019,0.9861700666243426,0.9872097609117839,0.9874524123377668,0.9922043630007673,1.0024325025133718,1.010387699832932,0.9968221169187658,0.9975969063929402
7,0.993015312074555,1.016080882958963,1.0023843484548756,1.006272001863499,1.033523756054237,1.1243186260026252,0.9497492303135598,0.9811069844066015,0.9871676432506941,0.9815686132968359,1.0103665463313112,0.9886313012630871,0.9953867259546006,1.0169454957174053,1.0300129688368707,1.0061439804995853,1.019918787088867
8,1.0220167653562295,1.0014640492805456,1.0000781678096928,0.9998273993481864,0.9967764812710733,0.9962952722998968,0.9880971735489957,-1.0,0.996347447568851,0.996650668375564,0.9965338206789677,0.9960706337744544,0.9977342675020225,-1.0,0.9991213829309038,0.9971157923543504,1.016547727282204
9,0.8219393197038278,1.4736638946396399,1.2165122832422317,1.196279054617517,1.5400847420121866,1.5048202264884176,1.022067073902612,1.211128670817843,1.0346803349839118,1.099588138855828,1.1572879916853398,0.9908239882694498,1.0643843952709586,1.4031150546778262,1.5829552590297338,1.3179276362455223,1.5752269053595749
10,0.9137288869624949,1.1975994395632188,1.0007902084576787,1.0679928206928528,1.1949224120644435,1.0453818599240357,0.793280503917298,0.9945700956472275,0.9411015747900418,0.9162953863878349,0.9470801289311251,0.9392741366520465,0.9863683258155812,1.1923025469208282,1.2472991622338234,1.111573591375762,1.252993114973599
11,0.8711983762421227,1.2914239170781063,1.2280450450682858,1.190513504253105,1.419542452367615,0.893264828841898,0.8354000598875477,1.088701189602239,0.9322534466797523,0.9223467362917387,0.962788620132034,0.9195019423502215,0.9987384679220045,1.1373378255061857,1.2420775617363904,1.0720394623668206,1.093609564390483
12,1.0018854887362103,1.002350064115808,1.0008795413469003,1.0015861043173,0.9991934586698081,0.9974870234570026,0.9938732122343951,-1.0,-1.0,1.0061630114626159,1.0000666164220635,0.9996852537121892,0.9993396810238905,1.0009217087801285,1.0024248141976526,1.0009526260500696,0.998634902212987
13,1.1773007747050956,1.2255187984198324,0.894631701917461,1.0531468149368732,1.3577638931977172,1.3654220103786137,0.9051563420516854,1.126917833745967,0.983096924726915,0.9735056365409437,1.0643900491337446,0.9822934925442415,0.9480601474097411,1.211742479253642,1.221914539715879,1.144968936578088,1.231323415357122
14,1.023644788573566,1.1724361042094422,1.0914901442192497,1.0790553195717991,1.2342225744929547,1.1245327082717784,0.9694862612723543,1.0413738898820892,1.00515048261872,1.010248608719573,1.0223716505149345,0.9802846665143915,1.015369090569972,1.0890833368061996,1.1195756181963488,1.079989920019053,1.1221381900130134
15,1.006420840650618,-1.0,0.9990797751400168,0.9988338275222485,0.9981634544109725,0.9981179978680784,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-68.50377251515548,-34.35874439461884,-1.0,0.9989513256971645
16,1.0005818124873318,1.0048688677198412,0.9985289225750323,1.005614746395669,0.9986202108786552,1.0094987815753498,1.0011466859526086,0.9968322219216659,0.9972613394028693,0.9972264141769618,0.9994661250199237,0.9985985194018485,1.0055334883849592,1.0088452620210513,1.004520029477653,1.010036342341686,1.0026067156693268
17,0.9468869366108997,1.224218804572362,0.9576437098879338,1.0662348440040135,1.1947718330014165,1.2475901055556287,0.9628870802199149,1.0560819068288012,0.980182420005607,0.9979271304140349,1.0452198305263745,0.991547227308649,0.9852926625551188,1.1511009337412808,1.205385404066703,1.1455598398670914,1.1304069924488973
