GEP,DC_pDC,Mac_CXCL9,Mac_IL1B,Mac_IL1Bint,Mac_SPP1,Mast,Mono_CD14,Mono_CD14_ID1,Mono_CD14_IL1B,Mono_CD14_THBS1,Mono_CD16,Mono_Int,Mono_TIL,cDC1_CLEC9A,cDC2_CD1C,cDC2_CD33,mregDC_LAMP3
1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.198,1.0
2,1.0,1.0,1.0,1.0,0.811,1.0,1.0,0.99,1.0,1.0,0.0,0.0,1.0,0.124,0.974,0.0,1.0
3,1.0,0.0,1.0,0.0,0.004,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.339
4,1.0,0.0,1.0,0.0,0.001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.13,1.0,0.001,1.0,1.0
5,1.0,0.006,0.0,0.0,0.531,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.951
6,0.87,0.0,0.045,0.0,0.0,0.57,1.0,1.0,1.0,1.0,1.0,1.0,0.679,0.0,0.0,0.999,0.0
7,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.604,0.132,1.0,0.835
8,1.0,0.0,0.004,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.731,0.039,1.0,1.0
9,0.866,0.804,0.967,0.99,0.981,0.991,1.0,1.0,1.0,1.0,1.0,1.0,0.992,0.022,0.0,1.0,0.0
10,1.0,0.982,1.0,1.0,0.778,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.822,0.671,1.0,0.902
