NAME	SYMBOL	RANK IN GENE LIST	RANK METRIC SCORE	RUNNING ES	CORE ENRICHMENT	
row_0	DERL3	6	0.0033708722330629826	0.08618939	Yes	
row_1	XBP1	8	0.002911639166995883	0.16148426	Yes	
row_2	HERPUD1	9	0.002905893139541149	0.23683275	Yes	
row_3	UBE2J1	12	0.0024948103819042444	0.3011168	Yes	
row_4	DNAJB9	17	0.002136243972927332	0.3556981	Yes	
row_5	SEL1L	22	0.0017725382931530476	0.4008487	Yes	
row_6	HSP90B1	23	0.0017621233128011227	0.44653976	Yes	
row_7	SDF2L1	27	0.0015135002322494984	0.48517624	Yes	
row_8	ERLEC1	42	9.517883299849927E-4	0.5070188	Yes	
row_9	ERN1	43	9.496225393377244E-4	0.5316421	Yes	
row_10	MAN1A1	49	8.883792324922979E-4	0.55366415	Yes	
row_11	CHAC1	59	7.485374226234853E-4	0.5712497	Yes	
row_12	HSPA5	65	7.041946519166231E-4	0.58849597	Yes	
row_13	CTH	163	1.2784349382854998E-4	0.5721554	No	
row_14	SESN2	165	1.2141726620029658E-4	0.5751011	No	
row_15	CAV1	201	6.975168798817322E-5	0.5698175	No	
row_16	PPP1R15A	209	6.427153857657686E-5	0.57006556	No	
row_17	DDIT3	248	3.598572948249057E-5	0.5632986	No	
row_18	YOD1	354	8.75017030921299E-6	0.54224885	No	
row_19	KCNJ8	405	1.0723837249315693E-6	0.53214496	No	
row_20	CXCL8	485	-4.635952336684568E-6	0.51625705	No	
row_21	AQP11	528	-7.869553883210756E-6	0.5079505	No	
row_22	TRIB3	615	-1.489483292971272E-5	0.49091014	No	
row_23	STC2	866	-3.335443761898205E-5	0.44111645	No	
row_24	UBXN10	1033	-4.4629374315263703E-5	0.4086364	No	
row_25	THBS4	1034	-4.472335785976611E-5	0.40979603	No	
row_26	ATF3	1054	-4.623876156983897E-5	0.40714493	No	
row_27	SRPX	1104	-4.952753442921676E-5	0.39850008	No	
row_28	NIBAN1	1151	-5.273626447888091E-5	0.39054635	No	
row_29	NRBF2	1317	-6.349914474412799E-5	0.35875818	No	
row_30	CEBPB	1320	-6.361163104884326E-5	0.36000234	No	
row_31	ATP2A1	1558	-8.036488725338131E-5	0.31406185	No	
row_32	FUT1	1790	-9.552898700349033E-5	0.26973036	No	
row_33	BBC3	2072	-1.1371859000064433E-4	0.21573882	No	
row_34	NCCRP1	2305	-1.3248881441541016E-4	0.17216305	No	
row_35	TMEM238L	2494	-1.4874464250169694E-4	0.1379247	No	
row_36	HSPA1A	2677	-1.6592330939602107E-4	0.10534758	No	
row_37	NR1H3	2697	-1.6800983576104045E-4	0.10585395	No	
row_38	RASGRF2	2737	-1.7114267393480986E-4	0.102388866	No	
row_39	RCN3	2861	-1.8516069394536316E-4	0.08226599	No	
row_40	THBS1	3005	-2.0239863079041243E-4	0.0585374	No	
row_41	PMAIP1	3172	-2.2115124738775194E-4	0.030634468	No	
row_42	JUN	3336	-2.42287598666735E-4	0.0038874953	No	
row_43	CREB3L1	3357	-2.451921463944018E-4	0.0061925324	No	
row_44	BCL2L11	3516	-2.6702863397076726E-4	-0.018899746	No	
row_45	ERO1A	3541	-2.702421334106475E-4	-0.016755711	No	
row_46	CCND1	3650	-2.855439961422235E-4	-0.031236181	No	
row_47	CLU	3819	-3.1429994851350784E-4	-0.057129078	No	
row_48	NUPR1	3886	-3.2937334617599845E-4	-0.061962433	No	
row_49	AGR2	3894	-3.312714397907257E-4	-0.054791156	No	
row_50	ERP27	3905	-3.3290215651504695E-4	-0.048185494	No	
row_51	MAP3K20	4029	-3.65231215255335E-4	-0.06363922	No	
row_52	RNFT2	4185	-4.076722834724933E-4	-0.08447678	No	
row_53	PIK3R1	4291	-4.537475761026144E-4	-0.0939879	No	
row_54	RASGRF1	4347	-4.7805707436054945E-4	-0.092736974	No	
row_55	PARP8	4389	-5.04771014675498E-4	-0.087956496	No	
row_56	TRIM25	4410	-5.130231729708612E-4	-0.07870672	No	
row_57	NOD1	4411	-5.133551894687116E-4	-0.06539565	No	
row_58	FCGR2B	4613	-6.469876389019191E-4	-0.08934904	No	
row_59	ABCA7	4650	-6.814178195782006E-4	-0.078975014	No	
row_60	BCL2	4695	-7.518716738559306E-4	-0.06839523	No	
row_61	LRRK2	4865	-0.0010911013232544065	-0.07434864	No	
row_62	ITPR1	4869	-0.0010977662168443203	-0.046491966	No	
row_63	ATP2A3	4930	-0.0013730234932154417	-0.023048138	No	
row_64	ALOX5	4938	-0.001420275424607098	0.012360524	No	
