NAME	SYMBOL	RANK IN GENE LIST	RANK METRIC SCORE	RUNNING ES	CORE ENRICHMENT	
row_0	CLEC4E	512	-6.5757294578361325E-6	-0.10239586	No	
row_1	FCGR3B	750	-2.4387547455262393E-5	-0.14797597	No	
row_2	CLEC4D	850	-3.210226714145392E-5	-0.1651491	No	
row_3	IFNG	1023	-4.390132744447328E-5	-0.1959965	No	
row_4	PLPP4	1059	-4.654646181734279E-5	-0.19906983	No	
row_5	CD33	1244	-5.8404755691299215E-5	-0.23109491	No	
row_6	FCGR3A	1494	-7.584124250570312E-5	-0.27470538	No	
row_7	NOS2	2251	-1.2789943139068782E-4	-0.41583225	No	
row_8	FCER1G	2965	-1.9741919822990894E-4	-0.54239094	No	
row_9	CD247	3841	-3.195934696123004E-4	-0.6911192	Yes	
row_10	HCK	3917	-3.3533628447912633E-4	-0.6776378	Yes	
row_11	PLD2	3959	-3.448777715675533E-4	-0.65650684	Yes	
row_12	APPL2	4007	-3.599423507694155E-4	-0.63529915	Yes	
row_13	PRKCD	4072	-3.7475491990335286E-4	-0.6162483	Yes	
row_14	PRKCE	4391	-5.053630447946489E-4	-0.6371485	Yes	
row_15	LCK	4405	-5.113642546348274E-4	-0.5962063	Yes	
row_16	FCGR2A	4419	-5.160575965419412E-4	-0.5548644	Yes	
row_17	PLA2G6	4493	-5.597919807769358E-4	-0.52186245	Yes	
row_18	FYN	4500	-5.615124828182161E-4	-0.47524124	Yes	
row_19	VAV3	4549	-5.878019728697836E-4	-0.43482634	Yes	
row_20	VAV2	4600	-6.339570973068476E-4	-0.3908823	Yes	
row_21	FCGR2B	4613	-6.469876389019191E-4	-0.33818713	Yes	
row_22	FGR	4689	-7.402922492474318E-4	-0.29021296	Yes	
row_23	VAV1	4746	-8.347993134520948E-4	-0.23036838	Yes	
row_24	LYN	4781	-8.898759260773659E-4	-0.16140866	Yes	
row_25	MYO1G	4889	-0.0011683503398671746	-0.083408706	Yes	
row_26	FCER2	4904	-0.0012365730945020914	0.01910322	Yes	
