NAME	SYMBOL	RANK IN GENE LIST	RANK METRIC SCORE	RUNNING ES	CORE ENRICHMENT	
row_0	CCR2	130	2.160532894777134E-4	-0.016722715	No	
row_1	CCL3	160	1.3638236850965768E-4	-0.016537586	No	
row_2	IGHE	225	5.5032251111697406E-5	-0.027049541	No	
row_3	SUCNR1	391	2.3489076284022303E-6	-0.060346056	No	
row_4	MRGPRX2	420	0.0	-0.066014074	No	
row_5	LILRA2	450	-2.4416635824309196E-6	-0.07177611	No	
row_6	PLA2G3	541	-8.79615436133463E-6	-0.08960416	No	
row_7	SCNN1B	556	-1.0162229955312796E-5	-0.091986954	No	
row_8	IL13RA2	577	-1.1564732631086372E-5	-0.095522046	No	
row_9	TREM2	956	-3.971072510466911E-5	-0.17027706	No	
row_10	IFNG	1023	-4.390132744447328E-5	-0.1816881	No	
row_11	GATA1	1241	-5.827076165587641E-5	-0.22302791	No	
row_12	CX3CR1	1599	-8.309949771501124E-5	-0.29160538	No	
row_13	IL33	1799	-9.616065653972328E-5	-0.3276191	No	
row_14	STXBP1	1898	-1.0213965288130566E-4	-0.34292203	No	
row_15	RAB44	1952	-1.0590702731860802E-4	-0.34894833	No	
row_16	FCER1A	2055	-1.1304966028546914E-4	-0.36457655	No	
row_17	GATA2	2104	-1.1604400060605258E-4	-0.36914062	No	
row_18	ANXA3	2143	-1.202020503114909E-4	-0.37149578	No	
row_19	NR4A3	2172	-1.2204256927361712E-4	-0.37174496	No	
row_20	ENPP3	2197	-1.2410597992129624E-4	-0.37109277	No	
row_21	PRAM1	2258	-1.2841264833696187E-4	-0.3775368	No	
row_22	SLC18A2	2273	-1.2973466073162854E-4	-0.37461042	No	
row_23	GAB2	2380	-1.3862104970030487E-4	-0.38991293	No	
row_24	ADGRE2	2403	-1.4067473239265382E-4	-0.3881202	No	
row_25	FOXF1	2427	-1.427744427928701E-4	-0.3864367	No	
row_26	KIT	2487	-1.4824079698882997E-4	-0.3917979	No	
row_27	TYROBP	2491	-1.4857787755317986E-4	-0.3858081	No	
row_28	CD177	2836	-1.8238411576021463E-4	-0.44734564	No	
row_29	DYSF	2871	-1.863648067228496E-4	-0.44595337	No	
row_30	FCER1G	2965	-1.9741919822990894E-4	-0.4560136	No	
row_31	SLAMF1	3026	-2.05713658942841E-4	-0.45902535	No	
row_32	PTGDR	3090	-2.118353295372799E-4	-0.4623726	No	
row_33	PTGDS	3254	-2.2979026834946126E-4	-0.48516554	No	
row_34	FES	3594	-2.7629928081296384E-4	-0.5415209	No	
row_35	HAVCR2	3624	-2.8206524439156055E-4	-0.5348673	No	
row_36	CD300A	4145	-3.9155283593572676E-4	-0.6227449	Yes	
row_37	FER	4152	-3.9459095569327474E-4	-0.6064391	Yes	
row_38	ITGAM	4256	-4.37618960859254E-4	-0.60785836	Yes	
row_39	RASGRP1	4313	-4.6244595432654023E-4	-0.5986612	Yes	
row_40	TNF	4343	-4.755901754833758E-4	-0.58341473	Yes	
row_41	DNASE1L3	4355	-4.8113922821357846E-4	-0.5642782	Yes	
row_42	LGALS9	4358	-4.830736725125462E-4	-0.5432339	Yes	
row_43	CD84	4387	-5.042884731665254E-4	-0.5265108	Yes	
row_44	PRKCE	4391	-5.053630447946489E-4	-0.5046792	Yes	
row_45	LAT	4420	-5.163174355402589E-4	-0.487422	Yes	
row_46	CLNK	4636	-6.694595795124769E-4	-0.5012193	Yes	
row_47	STX4	4644	-6.745540886186063E-4	-0.47268513	Yes	
row_48	FGR	4689	-7.402922492474318E-4	-0.44872198	Yes	
row_49	ITGB2	4694	-7.461060304194689E-4	-0.4164035	Yes	
row_50	BTK	4720	-7.885218365117908E-4	-0.38645273	Yes	
row_51	SPI1	4736	-8.09982477221638E-4	-0.3535248	Yes	
row_52	PLCG2	4748	-8.375314064323902E-4	-0.31856394	Yes	
row_53	LYN	4781	-8.898759260773659E-4	-0.2855299	Yes	
row_54	MILR1	4837	-0.0010190863395109773	-0.25141463	Yes	
row_55	RAC2	4845	-0.0010310531361028552	-0.20705138	Yes	
row_56	PIK3CD	4890	-0.0011713101994246244	-0.16395041	Yes	
row_57	LAT2	4915	-0.001301529468037188	-0.11101895	Yes	
row_58	DOCK2	4928	-0.0013681167038157582	-0.052701764	Yes	
row_59	PTPN6	4947	-0.0015060692094266415	0.010526141	Yes	
