NAME	SYMBOL	RANK IN GENE LIST	RANK METRIC SCORE	RUNNING ES	CORE ENRICHMENT	
row_0	DERL3	6	0.0033708722330629826	0.14676188	Yes	
row_1	XBP1	8	0.002911639166995883	0.27436927	Yes	
row_2	HERPUD1	9	0.002905893139541149	0.40192518	Yes	
row_3	UBE2J1	12	0.0024948103819042444	0.51103485	Yes	
row_4	DNAJB9	17	0.002136243972927332	0.6040035	Yes	
row_5	SEL1L	22	0.0017725382931530476	0.6810071	Yes	
row_6	HSP90B1	23	0.0017621233128011227	0.7583566	Yes	
row_7	SDF2L1	27	0.0015135002322494984	0.82419026	Yes	
row_8	ERLEC1	42	9.517883299849927E-4	0.8631589	Yes	
row_9	MAN1A1	49	8.883792324922979E-4	0.90095025	Yes	
row_10	HSPA5	65	7.041946519166231E-4	0.9288499	Yes	
row_11	CAV1	201	6.975168798817322E-5	0.90480864	No	
row_12	YOD1	354	8.75017030921299E-6	0.87467676	No	
row_13	AQP11	528	-7.869553883210756E-6	0.84029025	No	
row_14	UBXN10	1033	-4.4629374315263703E-5	0.7410648	No	
row_15	NCCRP1	2305	-1.3248881441541016E-4	0.4917108	No	
row_16	RCN3	2861	-1.8516069394536316E-4	0.38841516	No	
row_17	RNFT2	4185	-4.076722834724933E-4	0.14070086	No	
row_18	TRIM25	4410	-5.130231729708612E-4	0.11824943	No	
