NAME	SYMBOL	RANK IN GENE LIST	RANK METRIC SCORE	RUNNING ES	CORE ENRICHMENT	
row_0	JCHAIN	1	0.004807679448276758	0.26081115	Yes	
row_1	IGHA1	7	0.002989398315548897	0.42209634	Yes	
row_2	IGHA2	53	8.4631924983114E-4	0.45893452	Yes	
row_3	SLC15A2	102	3.983553615398705E-4	0.470845	Yes	
row_4	AQP3	212	6.320737884379923E-5	0.45221183	No	
row_5	CORIN	230	5.1938222895842046E-5	0.4515903	No	
row_6	CYP4F2	294	1.9503066141624004E-5	0.4398961	No	
row_7	GAS6	379	3.532315759002813E-6	0.42308384	No	
row_8	SUCNR1	391	2.3489076284022303E-6	0.42098463	No	
row_9	OR51E2	400	1.213322434523434E-6	0.4194311	No	
row_10	SCNN1B	556	-1.0162229955312796E-5	0.38860628	No	
row_11	HBB	557	-1.0237414244329557E-5	0.38916206	No	
row_12	TMEM63C	560	-1.051180424838094E-5	0.3893279	No	
row_13	STC1	594	-1.3429303180600982E-5	0.38337684	No	
row_14	AGT	966	-4.059818456880748E-5	0.31047973	No	
row_15	ADORA2A	1029	-4.438879113877192E-5	0.30033904	No	
row_16	GJA5	1071	-4.7286412154790014E-5	0.2946067	No	
row_17	SULF1	1138	-5.185350892134011E-5	0.28406152	No	
row_18	NPR3	1258	-5.925496589043178E-5	0.26318946	No	
row_19	EDNRA	1355	-6.590037082787603E-5	0.24733406	No	
row_20	TACR1	1406	-6.94700502208434E-5	0.2409842	No	
row_21	EDNRB	1417	-7.002821803325787E-5	0.24276182	No	
row_22	LGMN	1450	-7.248533802339807E-5	0.24021938	No	
row_23	BTC	1462	-7.341111631831154E-5	0.24197823	No	
row_24	OIT3	1515	-7.732737867627293E-5	0.23565008	No	
row_25	ADGRF5	1538	-7.906065002316609E-5	0.23548892	No	
row_26	KCNMA1	1809	-9.688801947049797E-5	0.1860932	No	
row_27	HAS2	1823	-9.749973833095282E-5	0.18875498	No	
row_28	NPR1	1912	-1.0308733180863783E-4	0.17653792	No	
row_29	ADM	1924	-1.0363545879954472E-4	0.17993768	No	
row_30	MCAM	1973	-1.0693399235606194E-4	0.17602663	No	
row_31	CD34	2029	-1.1111023923149332E-4	0.1709253	No	
row_32	KCNQ1	2169	-1.2174782750662416E-4	0.14939746	No	
row_33	EDN1	2221	-1.2612530554179102E-4	0.14592104	No	
row_34	SGK1	2420	-1.419863401679322E-4	0.113548644	No	
row_35	SLC5A1	2450	-1.4470850874204189E-4	0.11553456	No	
row_36	PDGFB	2522	-1.5124383207876235E-4	0.109373264	No	
row_37	BMP4	2573	-1.5533868281636387E-4	0.1076853	No	
row_38	RHPN2	2625	-1.6006684745661914E-4	0.106051594	No	
row_39	AQP1	2672	-1.6548142593819648E-4	0.105724	No	
row_40	MYO5B	2724	-1.701943838270381E-4	0.10464013	No	
row_41	KIRREL1	2790	-1.7674108676146716E-4	0.10107768	No	
row_42	HYAL2	3024	-2.0561221754178405E-4	0.06507458	No	
row_43	ITGA3	3143	-2.177840651711449E-4	0.053011645	No	
row_44	WNK4	3179	-2.2137041378300637E-4	0.05794504	No	
row_45	KLHL3	3251	-2.291797864018008E-4	0.056014962	No	
row_46	PCSK5	3260	-2.3091268667485565E-4	0.066932	No	
row_47	AKR1C3	3402	-2.499883412383497E-4	0.051961605	No	
row_48	SULF2	3431	-2.5371022638864815E-4	0.06006776	No	
row_49	AMN	3588	-2.7546609635464847E-4	0.043444138	No	
row_50	PTPRO	3685	-2.915254735853523E-4	0.03983814	No	
row_51	HSD11B2	3731	-2.992126392200589E-4	0.046973374	No	
row_52	CYBA	3906	-3.329264582134783E-4	0.0298256	No	
row_53	AKR1B1	4166	-4.0259570232592523E-4	-7.462364E-4	No	
row_54	SLC12A3	4177	-4.0551903657615185E-4	0.019245494	No	
row_55	CLDN4	4184	-4.075768811162561E-4	0.040158663	No	
row_56	PRKACB	4238	-4.307461204007268E-4	0.052815545	No	
row_57	STK39	4444	-5.295193404890597E-4	0.040065687	No	
row_58	GSN	4517	-5.720615736208856E-4	0.056548566	No	
row_59	BCL2	4695	-7.518716738559306E-4	0.06153845	No	
