NAME	ORIGINAL SIZE	AFTER RESTRICTING TO DATASET	STATUS	
GOBP_MONONUCLEAR_CELL_DIFFERENTIATION	541	276		
GOBP_MONONUCLEAR_CELL_MIGRATION	235	141		
GOBP_MONOSACCHARIDE_BIOSYNTHETIC_PROCESS	96	23		
GOBP_MONOSACCHARIDE_CATABOLIC_PROCESS	57	17		
GOBP_MONOSACCHARIDE_METABOLIC_PROCESS	268	78		
GOBP_MONOSACCHARIDE_TRANSMEMBRANE_TRANSPORT	122	46		
GOBP_MONOTERPENOID_METABOLIC_PROCESS	6		Rejected!	
GOBP_MONOUBIQUITINATED_PROTEIN_DEUBIQUITINATION	9		Rejected!	
GOBP_MORPHOGENESIS_OF_AN_ENDOTHELIUM	18		Rejected!	
GOBP_MORPHOGENESIS_OF_AN_EPITHELIAL_BUD	15		Rejected!	
GOBP_MORPHOGENESIS_OF_AN_EPITHELIAL_FOLD	25		Rejected!	
GOBP_MORPHOGENESIS_OF_AN_EPITHELIAL_SHEET	66	22		
GOBP_MORPHOGENESIS_OF_AN_EPITHELIUM	517	221		
GOBP_MORPHOGENESIS_OF_A_BRANCHING_STRUCTURE	214	109		
GOBP_MORPHOGENESIS_OF_A_POLARIZED_EPITHELIUM	58	15		
GOBP_MORPHOGENESIS_OF_EMBRYONIC_EPITHELIUM	155	57		
GOBP_MOTILE_CILIUM_ASSEMBLY	83		Rejected!	
GOBP_MOTOR_BEHAVIOR	34		Rejected!	
GOBP_MOTOR_LEARNING	7		Rejected!	
GOBP_MOTOR_NEURON_APOPTOTIC_PROCESS	21		Rejected!	
GOBP_MOTOR_NEURON_AXON_GUIDANCE	26	16		
GOBP_MOTOR_NEURON_MIGRATION	13		Rejected!	
GOBP_MRNA_3_END_PROCESSING	41		Rejected!	
GOBP_MRNA_3_END_PROCESSING_BY_STEM_LOOP_BINDING_AND_CLEAVAGE	6		Rejected!	
GOBP_MRNA_3_SPLICE_SITE_RECOGNITION	6		Rejected!	
GOBP_MRNA_5_SPLICE_SITE_RECOGNITION	23		Rejected!	
GOBP_MRNA_CATABOLIC_PROCESS	361	35		
GOBP_MRNA_CIS_SPLICING_VIA_SPLICEOSOME	47		Rejected!	
GOBP_MRNA_EXPORT_FROM_NUCLEUS	73		Rejected!	
GOBP_MRNA_METABOLIC_PROCESS	881	68		
GOBP_MRNA_MODIFICATION	20		Rejected!	
GOBP_MRNA_PROCESSING	531	27		
GOBP_MRNA_PSEUDOURIDINE_SYNTHESIS	10		Rejected!	
GOBP_MRNA_SPLICE_SITE_RECOGNITION	48		Rejected!	
GOBP_MRNA_TRANSCRIPTION	52		Rejected!	
GOBP_MRNA_TRANSPORT	133		Rejected!	
GOBP_MUCOCILIARY_CLEARANCE	12		Rejected!	
GOBP_MUCOSA_ASSOCIATED_LYMPHOID_TISSUE_DEVELOPMENT	11		Rejected!	
GOBP_MUCUS_SECRETION	18		Rejected!	
GOBP_MULTICELLULAR_ORGANISMAL_LEVEL_CHEMICAL_HOMEOSTASIS	79	36		
GOBP_MULTICELLULAR_ORGANISMAL_LEVEL_HOMEOSTASIS	859	338		
GOBP_MULTICELLULAR_ORGANISMAL_LEVEL_IRON_ION_HOMEOSTASIS	28		Rejected!	
GOBP_MULTICELLULAR_ORGANISMAL_LEVEL_WATER_HOMEOSTASIS	33		Rejected!	
GOBP_MULTICELLULAR_ORGANISMAL_MOVEMENT	65	27		
GOBP_MULTICELLULAR_ORGANISMAL_REPRODUCTIVE_PROCESS	1028	228		
GOBP_MULTICELLULAR_ORGANISMAL_RESPONSE_TO_STRESS	99	30		
GOBP_MULTICELLULAR_ORGANISM_GROWTH	178	44		
GOBP_MULTINUCLEAR_OSTEOCLAST_DIFFERENTIATION	9		Rejected!	
GOBP_MULTIVESICULAR_BODY_LYSOSOME_FUSION	12		Rejected!	
GOBP_MULTIVESICULAR_BODY_ORGANIZATION	33		Rejected!	
GOBP_MULTIVESICULAR_BODY_SORTING_PATHWAY	50		Rejected!	
GOBP_MULTI_CILIATED_EPITHELIAL_CELL_DIFFERENTIATION	14		Rejected!	
GOBP_MULTI_MULTICELLULAR_ORGANISM_PROCESS	226	87		
GOBP_MULTI_PASS_TRANSMEMBRANE_PROTEIN_INSERTION_INTO_ER_MEMBRANE	9		Rejected!	
GOBP_MUSCLE_ADAPTATION	126	46		
GOBP_MUSCLE_ATROPHY	11		Rejected!	
GOBP_MUSCLE_CELL_APOPTOTIC_PROCESS	101	27		
GOBP_MUSCLE_CELL_CELLULAR_HOMEOSTASIS	26		Rejected!	
GOBP_MUSCLE_CELL_DEVELOPMENT	206	81		
GOBP_MUSCLE_CELL_DIFFERENTIATION	441	179		
GOBP_MUSCLE_CELL_FATE_COMMITMENT	17		Rejected!	
GOBP_MUSCLE_CELL_MIGRATION	110	54		
GOBP_MUSCLE_CELL_PROLIFERATION	253	118		
GOBP_MUSCLE_CONTRACTION	368	146		
GOBP_MUSCLE_HYPERTROPHY	109	37		
GOBP_MUSCLE_HYPERTROPHY_IN_RESPONSE_TO_STRESS	34		Rejected!	
GOBP_MUSCLE_ORGAN_DEVELOPMENT	372	155		
GOBP_MUSCLE_ORGAN_MORPHOGENESIS	86	37		
GOBP_MUSCLE_STRUCTURE_DEVELOPMENT	731	290		
GOBP_MUSCLE_SYSTEM_PROCESS	479	190		
GOBP_MUSCLE_TISSUE_DEVELOPMENT	454	187		
GOBP_MUSCULAR_SEPTUM_MORPHOGENESIS	6		Rejected!	
GOBP_MYCOTOXIN_METABOLIC_PROCESS	9		Rejected!	
GOBP_MYD88_DEPENDENT_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY	21		Rejected!	
GOBP_MYD88_INDEPENDENT_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY	16		Rejected!	
GOBP_MYELIN_ASSEMBLY	22		Rejected!	
GOBP_MYELIN_MAINTENANCE	18		Rejected!	
GOBP_MYELOID_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE	101	60		
GOBP_MYELOID_CELL_APOPTOTIC_PROCESS	41	21		
GOBP_MYELOID_CELL_DEVELOPMENT	91	36		
GOBP_MYELOID_CELL_DIFFERENTIATION	471	185		
GOBP_MYELOID_CELL_HOMEOSTASIS	193	69		
GOBP_MYELOID_DENDRITIC_CELL_ACTIVATION	32	20		
GOBP_MYELOID_DENDRITIC_CELL_CHEMOTAXIS	5		Rejected!	
GOBP_MYELOID_DENDRITIC_CELL_CYTOKINE_PRODUCTION	7		Rejected!	
GOBP_MYELOID_DENDRITIC_CELL_DIFFERENTIATION	21		Rejected!	
GOBP_MYELOID_LEUKOCYTE_ACTIVATION	258	153		
GOBP_MYELOID_LEUKOCYTE_CYTOKINE_PRODUCTION	52	27		
GOBP_MYELOID_LEUKOCYTE_DIFFERENTIATION	256	123		
GOBP_MYELOID_LEUKOCYTE_MEDIATED_IMMUNITY	121	67		
GOBP_MYELOID_LEUKOCYTE_MIGRATION	237	142		
GOBP_MYELOID_PROGENITOR_CELL_DIFFERENTIATION	10		Rejected!	
GOBP_MYOBLAST_DIFFERENTIATION	114	39		
GOBP_MYOBLAST_FATE_COMMITMENT	6		Rejected!	
GOBP_MYOBLAST_FUSION	48	20		
GOBP_MYOBLAST_FUSION_INVOLVED_IN_SKELETAL_MUSCLE_REGENERATION	5		Rejected!	
GOBP_MYOBLAST_MIGRATION	13		Rejected!	
GOBP_MYOBLAST_PROLIFERATION	34	15		
GOBP_MYOFIBRIL_ASSEMBLY	75	32		
GOBP_MYOFIBROBLAST_DIFFERENTIATION	15		Rejected!	
GOBP_MYOSIN_FILAMENT_ORGANIZATION	6		Rejected!	
GOBP_MYOTUBE_CELL_DEVELOPMENT	44		Rejected!	
GOBP_MYOTUBE_DIFFERENTIATION	138	52		
GOBP_MYOTUBE_DIFFERENTIATION_INVOLVED_IN_SKELETAL_MUSCLE_REGENERATION	9		Rejected!	
GOBP_NADH_DEHYDROGENASE_COMPLEX_ASSEMBLY	43		Rejected!	
GOBP_NADH_METABOLIC_PROCESS	40		Rejected!	
GOBP_NADPH_REGENERATION	25		Rejected!	
GOBP_NADP_METABOLIC_PROCESS	41		Rejected!	
GOBP_NAD_BIOSYNTHETIC_PROCESS	17		Rejected!	
GOBP_NAD_METABOLIC_PROCESS	37		Rejected!	
GOBP_NAD_TRANSMEMBRANE_TRANSPORT	5		Rejected!	
GOBP_NAD_TRANSPORT	6		Rejected!	
GOBP_NAIL_DEVELOPMENT	11		Rejected!	
GOBP_NATURAL_KILLER_CELL_ACTIVATION	108	51		
GOBP_NATURAL_KILLER_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE	31		Rejected!	
GOBP_NATURAL_KILLER_CELL_CHEMOTAXIS	10		Rejected!	
GOBP_NATURAL_KILLER_CELL_CYTOKINE_PRODUCTION	11		Rejected!	
GOBP_NATURAL_KILLER_CELL_DEGRANULATION	13		Rejected!	
GOBP_NATURAL_KILLER_CELL_DIFFERENTIATION	27		Rejected!	
GOBP_NATURAL_KILLER_CELL_MEDIATED_IMMUNE_RESPONSE_TO_TUMOR_CELL	11		Rejected!	
GOBP_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY	90	57		
GOBP_NATURAL_KILLER_CELL_PROLIFERATION	17		Rejected!	
GOBP_NECROPTOTIC_PROCESS	48		Rejected!	
GOBP_NECROPTOTIC_SIGNALING_PATHWAY	8		Rejected!	
GOBP_NEGATIVE_ADAPTATION_OF_SIGNALING_PATHWAY	21		Rejected!	
GOBP_NEGATIVE_CHEMOTAXIS	45	30		
GOBP_NEGATIVE_REGULATION_BY_HOST_OF_VIRAL_GENOME_REPLICATION	13		Rejected!	
GOBP_NEGATIVE_REGULATION_BY_HOST_OF_VIRAL_PROCESS	17		Rejected!	
GOBP_NEGATIVE_REGULATION_BY_HOST_OF_VIRAL_TRANSCRIPTION	14		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_ACTIN_FILAMENT_BUNDLE_ASSEMBLY	38		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_ACTIN_FILAMENT_DEPOLYMERIZATION	47		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_ACTIN_FILAMENT_POLYMERIZATION	61	18		
GOBP_NEGATIVE_REGULATION_OF_ACTIN_NUCLEATION	9		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_ACTION_POTENTIAL	5		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_ACTIVATED_T_CELL_PROLIFERATION	16		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_ACTIVIN_RECEPTOR_SIGNALING_PATHWAY	18		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_ACUTE_INFLAMMATORY_RESPONSE	13		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_ACUTE_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS	7		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_ADAPTIVE_IMMUNE_RESPONSE	69	42		
GOBP_NEGATIVE_REGULATION_OF_ADENYLATE_CYCLASE_ACTIVATING_ADRENERGIC_RECEPTOR_SIGNALING_PATHWAY	5		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_ADENYLATE_CYCLASE_ACTIVATING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	13		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_ADIPOSE_TISSUE_DEVELOPMENT	6		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_ALCOHOL_BIOSYNTHETIC_PROCESS	17		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_ALPHA_BETA_T_CELL_ACTIVATION	50	26		
GOBP_NEGATIVE_REGULATION_OF_ALPHA_BETA_T_CELL_DIFFERENTIATION	30	17		
GOBP_NEGATIVE_REGULATION_OF_ALPHA_BETA_T_CELL_PROLIFERATION	16		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_AMIDE_METABOLIC_PROCESS	38		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_AMINE_METABOLIC_PROCESS	7		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_AMINE_TRANSPORT	25		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_AMINO_ACID_TRANSPORT	14		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_AMYLOID_BETA_CLEARANCE	12		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_AMYLOID_FIBRIL_FORMATION	14		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_AMYLOID_PRECURSOR_PROTEIN_BIOSYNTHETIC_PROCESS	20		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_AMYLOID_PRECURSOR_PROTEIN_CATABOLIC_PROCESS	34		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_ANDROGEN_RECEPTOR_SIGNALING_PATHWAY	17		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_ANOIKIS	19		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_ANTIGEN_PROCESSING_AND_PRESENTATION	9		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_ANTIGEN_RECEPTOR_MEDIATED_SIGNALING_PATHWAY	39	22		
GOBP_NEGATIVE_REGULATION_OF_APOPTOTIC_PROCESS_INVOLVED_IN_DEVELOPMENT	6		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_APOPTOTIC_SIGNALING_PATHWAY	244	73		
GOBP_NEGATIVE_REGULATION_OF_ARP2_3_COMPLEX_MEDIATED_ACTIN_NUCLEATION	7		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_ASTROCYTE_ACTIVATION	5		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_ASTROCYTE_DIFFERENTIATION	16		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_ATP_DEPENDENT_ACTIVITY	14		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_AUTOPHAGOSOME_ASSEMBLY	13		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_AUTOPHAGOSOME_MATURATION	5		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_AUTOPHAGY	100	18		
GOBP_NEGATIVE_REGULATION_OF_AUTOPHAGY_OF_MITOCHONDRION	12		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_AXONOGENESIS	54	27		
GOBP_NEGATIVE_REGULATION_OF_AXON_EXTENSION	33	18		
GOBP_NEGATIVE_REGULATION_OF_AXON_EXTENSION_INVOLVED_IN_AXON_GUIDANCE	10		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_BEHAVIOR	14		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_BICELLULAR_TIGHT_JUNCTION_ASSEMBLY	7		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_BINDING	71	23		
GOBP_NEGATIVE_REGULATION_OF_BIOMINERAL_TISSUE_DEVELOPMENT	29	16		
GOBP_NEGATIVE_REGULATION_OF_BLOOD_CIRCULATION	26		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_BLOOD_PRESSURE	51		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_BLOOD_VESSEL_ENDOTHELIAL_CELL_MIGRATION	83	17		
GOBP_NEGATIVE_REGULATION_OF_BLOOD_VESSEL_ENDOTHELIAL_CELL_PROLIFERATION_INVOLVED_IN_SPROUTING_ANGIOGENESIS	26		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_BMP_SIGNALING_PATHWAY	75	29		
GOBP_NEGATIVE_REGULATION_OF_BONE_MINERALIZATION	20		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_BONE_REMODELING	17		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_BROWN_FAT_CELL_DIFFERENTIATION	5		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_B_CELL_ACTIVATION	34	24		
GOBP_NEGATIVE_REGULATION_OF_B_CELL_APOPTOTIC_PROCESS	16		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_B_CELL_DIFFERENTIATION	7		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_B_CELL_MEDIATED_IMMUNITY	14		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_B_CELL_PROLIFERATION	18		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_B_CELL_RECEPTOR_SIGNALING_PATHWAY	10		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_CALCINEURIN_MEDIATED_SIGNALING	15		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_CALCIUM_ION_DEPENDENT_EXOCYTOSIS	9		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_CALCIUM_ION_EXPORT_ACROSS_PLASMA_MEMBRANE	5		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_CALCIUM_ION_IMPORT	17		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_CALCIUM_ION_IMPORT_ACROSS_PLASMA_MEMBRANE	8		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_CALCIUM_ION_TRANSMEMBRANE_TRANSPORT	42		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_CALCIUM_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	13		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_CALCIUM_ION_TRANSMEMBRANE_TRANSPORT_VIA_HIGH_VOLTAGE_GATED_CALCIUM_CHANNEL	5		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_CALCIUM_ION_TRANSPORT	59		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_CALCIUM_ION_TRANSPORT_INTO_CYTOSOL	5		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_CALCIUM_MEDIATED_SIGNALING	22		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_CAMP_PKA_SIGNAL_TRANSDUCTION	8		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION	92	26		
GOBP_NEGATIVE_REGULATION_OF_CANONICAL_WNT_SIGNALING_PATHWAY	149	49		
GOBP_NEGATIVE_REGULATION_OF_CARBOHYDRATE_METABOLIC_PROCESS	61	19		
GOBP_NEGATIVE_REGULATION_OF_CARDIAC_MUSCLE_ADAPTATION	10		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_CARDIAC_MUSCLE_CELL_DIFFERENTIATION	11		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_CARDIAC_MUSCLE_CELL_PROLIFERATION	15		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_CARDIAC_MUSCLE_CONTRACTION	6		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_CARDIAC_MUSCLE_TISSUE_GROWTH	28		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_CARDIOCYTE_DIFFERENTIATION	14		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_CARTILAGE_DEVELOPMENT	33	19		
GOBP_NEGATIVE_REGULATION_OF_CATABOLIC_PROCESS	376	80		
GOBP_NEGATIVE_REGULATION_OF_CATALYTIC_ACTIVITY	177	51		
GOBP_NEGATIVE_REGULATION_OF_CATECHOLAMINE_METABOLIC_PROCESS	5		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_CATECHOLAMINE_SECRETION	12		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_CATION_CHANNEL_ACTIVITY	20		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_CD4_POSITIVE_ALPHA_BETA_T_CELL_ACTIVATION	37	18		
GOBP_NEGATIVE_REGULATION_OF_CD4_POSITIVE_ALPHA_BETA_T_CELL_DIFFERENTIATION	25	15		
GOBP_NEGATIVE_REGULATION_OF_CD4_POSITIVE_ALPHA_BETA_T_CELL_PROLIFERATION	12		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_CD8_POSITIVE_ALPHA_BETA_T_CELL_ACTIVATION	8		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_CELLULAR_COMPONENT_ORGANIZATION	752	235		
GOBP_NEGATIVE_REGULATION_OF_CELLULAR_EXTRAVASATION	9		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_CELLULAR_RESPIRATION	11		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_CELLULAR_RESPONSE_TO_GROWTH_FACTOR_STIMULUS	142	56		
GOBP_NEGATIVE_REGULATION_OF_CELLULAR_RESPONSE_TO_HYPOXIA	13		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_CELLULAR_RESPONSE_TO_INSULIN_STIMULUS	52	20		
GOBP_NEGATIVE_REGULATION_OF_CELLULAR_RESPONSE_TO_OXIDATIVE_STRESS	5		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_CELLULAR_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA_STIMULUS	14		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_CELLULAR_RESPONSE_TO_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_STIMULUS	20		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_CELLULAR_SENESCENCE	26		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_CELL_ACTIVATION	229	136		
GOBP_NEGATIVE_REGULATION_OF_CELL_ADHESION	318	166		
GOBP_NEGATIVE_REGULATION_OF_CELL_ADHESION_MEDIATED_BY_INTEGRIN	12		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_CELL_ADHESION_MOLECULE_PRODUCTION	14		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_CELL_CELL_ADHESION	215	113		
GOBP_NEGATIVE_REGULATION_OF_CELL_CELL_ADHESION_MEDIATED_BY_CADHERIN	11		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_CELL_CHEMOTAXIS_TO_FIBROBLAST_GROWTH_FACTOR	5		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_CELL_CYCLE	398	103		
GOBP_NEGATIVE_REGULATION_OF_CELL_CYCLE_CHECKPOINT	8		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_CELL_CYCLE_G1_S_PHASE_TRANSITION	82	21		
GOBP_NEGATIVE_REGULATION_OF_CELL_CYCLE_G2_M_PHASE_TRANSITION	75	15		
GOBP_NEGATIVE_REGULATION_OF_CELL_CYCLE_PROCESS	317	74		
GOBP_NEGATIVE_REGULATION_OF_CELL_DEVELOPMENT	286	135		
GOBP_NEGATIVE_REGULATION_OF_CELL_DIFFERENTIATION	751	267		
GOBP_NEGATIVE_REGULATION_OF_CELL_DIVISION	16		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_CELL_FATE_COMMITMENT	15		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_CELL_GROWTH	175	70		
GOBP_NEGATIVE_REGULATION_OF_CELL_GROWTH_INVOLVED_IN_CARDIAC_MUSCLE_CELL_DEVELOPMENT	14		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_CELL_JUNCTION_ASSEMBLY	34	17		
GOBP_NEGATIVE_REGULATION_OF_CELL_KILLING	34	21		
GOBP_NEGATIVE_REGULATION_OF_CELL_MATRIX_ADHESION	40	16		
GOBP_NEGATIVE_REGULATION_OF_CELL_MATURATION	8		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_CELL_MIGRATION_INVOLVED_IN_SPROUTING_ANGIOGENESIS	45		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_CELL_POPULATION_PROLIFERATION	792	332		
GOBP_NEGATIVE_REGULATION_OF_CELL_PROJECTION_ORGANIZATION	190	71		
GOBP_NEGATIVE_REGULATION_OF_CELL_PROLIFERATION_INVOLVED_IN_KIDNEY_DEVELOPMENT	6		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_CELL_SIZE	10		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_CELL_SUBSTRATE_ADHESION	66	29		
GOBP_NEGATIVE_REGULATION_OF_CELL_SUBSTRATE_JUNCTION_ORGANIZATION	16		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_CELL_VOLUME	5		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_CENTRIOLE_REPLICATION	7		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_CENTROSOME_DUPLICATION	12		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_CERAMIDE_BIOSYNTHETIC_PROCESS	5		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_CGAS_STING_SIGNALING_PATHWAY	16		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_CGMP_MEDIATED_SIGNALING	6		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_CHEMOKINE_C_C_MOTIF_LIGAND_5_PRODUCTION	6		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_CHEMOKINE_C_X_C_MOTIF_LIGAND_2_PRODUCTION	6		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_CHEMOKINE_MEDIATED_SIGNALING_PATHWAY	9		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_CHEMOKINE_PRODUCTION	32		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_CHEMOTAXIS	52	28		
GOBP_NEGATIVE_REGULATION_OF_CHOLESTEROL_BIOSYNTHETIC_PROCESS	11		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_CHOLESTEROL_EFFLUX	26		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_CHOLESTEROL_METABOLIC_PROCESS	14		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_CHOLESTEROL_STORAGE	11		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_CHONDROCYTE_DIFFERENTIATION	25		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_CHONDROCYTE_PROLIFERATION	5		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_CHROMATIN_ORGANIZATION	10		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_CHROMOSOME_ORGANIZATION	97	23		
GOBP_NEGATIVE_REGULATION_OF_CHROMOSOME_SEGREGATION	53	20		
GOBP_NEGATIVE_REGULATION_OF_CILIUM_ASSEMBLY	23		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_CIRCADIAN_RHYTHM	12		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_COAGULATION	54	28		
GOBP_NEGATIVE_REGULATION_OF_COLD_INDUCED_THERMOGENESIS	48	17		
GOBP_NEGATIVE_REGULATION_OF_COLLAGEN_METABOLIC_PROCESS	17		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_COLLATERAL_SPROUTING	12		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_COMPLEMENT_ACTIVATION	13		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_CYCLIN_DEPENDENT_PROTEIN_KINASE_ACTIVITY	11		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_CYCLIN_DEPENDENT_PROTEIN_SERINE_THREONINE_KINASE_ACTIVITY	9		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_CYTOKINESIS	7		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_CYTOKINE_PRODUCTION	400	157		
GOBP_NEGATIVE_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE	35	20		
GOBP_NEGATIVE_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_INFLAMMATORY_RESPONSE	51	19		
GOBP_NEGATIVE_REGULATION_OF_CYTOPLASMIC_PATTERN_RECOGNITION_RECEPTOR_SIGNALING_PATHWAY	65	16		
GOBP_NEGATIVE_REGULATION_OF_CYTOPLASMIC_TRANSLATION	10		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_CYTOSKELETON_ORGANIZATION	167	53		
GOBP_NEGATIVE_REGULATION_OF_CYTOSOLIC_CALCIUM_ION_CONCENTRATION	16		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_DEFENSE_RESPONSE	306	119		
