GEP,DC_pDC,Mac_CXCL9,Mac_IL1B,Mac_IL1Bint,Mac_SPP1,Mast,Mono_CD14,Mono_CD14_ID1,Mono_CD14_IL1B,Mono_CD14_THBS1,Mono_CD16,Mono_Int,Mono_TIL,cDC1_CLEC9A,cDC2_CD1C,cDC2_CD33,mregDC_LAMP3
1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.999,0.969,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.025,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.979
3,1.0,0.0,0.745,0.0,0.0,0.999,1.0,0.937,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.996
4,0.934,0.0,0.0,0.0,0.0,0.748,1.0,1.0,1.0,1.0,1.0,1.0,0.906,0.0,0.0,0.0,0.0
5,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.188,0.0,1.0,0.123
6,0.0,0.762,1.0,0.991,0.793,0.999,1.0,0.999,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
7,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.729,1.0,1.0,1.0,1.0,0.94,0.032,0.0,0.863,1.0
8,0.0,0.953,1.0,1.0,0.73,1.0,1.0,0.993,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.812
9,0.203,0.0,1.0,0.105,0.198,0.998,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
10,0.999,0.697,1.0,0.991,0.403,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.014,0.0,0.155,0.733
11,1.0,0.0,0.0,0.0,0.057,1.0,1.0,0.959,1.0,1.0,1.0,1.0,0.0,1.0,0.004,1.0,0.512
12,0.991,0.0,1.0,0.142,0.0,0.695,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.015,0.124
13,0.999,0.85,0.894,0.817,0.968,0.97,1.0,1.0,1.0,1.0,1.0,1.0,0.836,0.0,0.0,0.0,0.0
14,0.15,0.039,0.041,0.003,0.008,0.144,1.0,1.0,1.0,1.0,0.985,1.0,0.228,0.289,0.042,0.701,0.027
15,0.047,0.0,0.035,0.0,0.005,0.007,1.0,0.987,1.0,0.991,1.0,1.0,0.023,0.011,0.0,0.791,0.0
16,0.038,0.041,0.025,0.067,0.019,0.015,1.0,0.915,0.971,0.998,0.674,1.0,0.192,0.018,0.001,0.057,0.02
