GEP,DC_pDC,Mac_CXCL9,Mac_IL1B,Mac_IL1Bint,Mac_SPP1,Mast,Mono_CD14,Mono_CD14_ID1,Mono_CD14_IL1B,Mono_CD14_THBS1,Mono_CD16,Mono_Int,Mono_TIL,cDC1_CLEC9A,cDC2_CD1C,cDC2_CD33,mregDC_LAMP3
1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.999,1.0,1.0,0.0,1.0
3,1.0,0.104,1.0,0.302,0.113,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.698
4,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.105,1.0,0.0,1.0,1.0
5,1.0,0.0,0.0,0.0,0.069,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.997,0.0,1.0,0.821
6,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.368,0.09,0.966,0.571
7,0.979,0.0,0.0,0.0,0.0,0.868,1.0,1.0,1.0,1.0,1.0,1.0,0.873,0.015,0.0,1.0,0.0
8,1.0,0.0,0.096,0.0,0.0,0.996,1.0,1.0,1.0,1.0,1.0,1.0,0.999,0.942,0.009,1.0,0.993
9,0.838,0.704,0.998,0.998,0.948,0.981,1.0,1.0,1.0,1.0,1.0,1.0,0.992,0.055,0.0,1.0,0.0
10,0.997,0.934,1.0,0.999,0.722,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.573,0.318,0.993,0.709
11,0.949,0.0,0.984,0.173,0.0,0.644,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.991,0.115
