GEP,DC_pDC,Mac_CXCL9,Mac_IL1B,Mac_IL1Bint,Mac_SPP1,Mast,Mono_CD14,Mono_CD14_ID1,Mono_CD14_IL1B,Mono_CD14_THBS1,Mono_CD16,Mono_Int,Mono_TIL,cDC1_CLEC9A,cDC2_CD1C,cDC2_CD33,mregDC_LAMP3
1,-1.0,-1.0,-1.0,0.3511357479580342,0.7418248776619066,-1.0,-1.0,1.5850882913853508,0.8931679920691954,0.9318133570905225,2.5972682749665923,1.6573393643272576,0.5813194878228187,1.3254397354469656,1.287188824923737,2.0212541148332908,-1.0
2,0.5651153795993473,1.6947239056113415,0.7009689545608486,1.4757218058729527,1.393168272932863,0.4723656611183772,0.6020424786449968,1.0730300272233237,0.7476799562311018,0.8162193802106729,0.398759517492947,0.7040516159861296,1.1501971972226444,1.3268318043516572,1.5378841858445345,1.124305586924056,0.8845435721023587
3,0.5562476942556764,1.3422263507028833,0.9712293442687471,1.253657059081485,1.6409047509007824,0.7644124758485449,0.4913136212782329,0.9389173640686502,0.5292026130868799,0.6555569703302354,0.39271633549168194,0.523570536127394,0.8099769536216445,1.3113632059325167,1.2917098809032477,1.1870048356685026,0.8331054578160891
4,0.9432465815037566,1.3571339294443396,1.1634687446944927,1.2398449111796932,1.2643575724948914,0.9512367010787383,0.3886652761727467,0.6550554519271427,0.7958618134348624,0.6890116155019982,0.7192127840689941,0.5528583794224999,0.9472296867153239,1.319891824834255,1.3444466730874434,1.128416778211053,1.3263660853978076
5,0.6552331853497974,1.2574095447757239,1.5890841021282498,1.4225249427036204,1.219108522443961,0.6331794801742029,0.548275861768394,1.2726881121057882,1.1310739545321762,0.8136676795187834,0.45939316915944184,0.5056268816298437,1.463440452131134,1.0444999501700896,1.3676488189687896,0.9003967411647911,1.0472717829760425
6,1.4473315728272265,0.9792446296603634,0.6117902600406099,0.9314243400442634,0.9639862874481748,0.8048706172977947,0.6778528969998688,0.8687408724197045,0.844539165166352,0.7135608949834991,0.5767531183330011,0.6268419000908114,0.8059646106033214,1.3111391161948642,1.3125219011544806,1.1459617711780627,1.1242771625253736
7,0.9554810345077784,1.131725717258998,0.9600437981327333,1.0528418885062831,1.033737398146775,0.9482998552593812,0.9076816450786899,0.9952071586827858,0.9356635156126687,0.9530343401357737,0.9536737209603313,0.9556074358240446,0.9876922970688848,1.0304129402613253,1.053229127001123,0.992063708195453,0.9634163338104008
8,1.2174428261444108,0.9840899819756198,0.9172371134179269,0.9415057869079805,0.9910083414315813,0.9226625872090067,0.8753714036852316,0.9744326485237353,0.9230012779450874,0.931312211143501,0.9100793111329726,0.938055041700326,0.9292498199415321,1.1431856699393605,1.1078859946201725,1.1341687129567248,0.9863593158280237
9,1.0210916907192287,1.0928224629295407,0.8386172432044604,1.0269755221075318,1.0308374590867313,0.867118028368934,0.6312298953461648,0.7958134256191882,0.7797327121201837,0.7482660791282058,0.708120170367389,0.7828225386035632,0.906561585365922,1.343788539133278,1.3509035352965528,1.1569690937829087,1.4130543935365965
10,0.8615837737396639,0.9798530088243623,0.7548364954489196,0.9103327909352676,1.019139979665326,1.4579279332012012,0.5419051948659245,0.7455983697155877,0.7338922394309265,0.6773116409203697,0.6821430085904729,0.6383890542522003,0.805356978784006,1.186755648608077,1.1676282690798436,1.0427330184980863,0.9585604907634035
11,0.9429014813925685,1.038484710403914,1.128889064338864,1.0749623706714742,1.0230037667748315,0.9451634607186246,0.9469364682940742,0.9842994200148334,0.9697002713223634,0.9690637939797665,0.9650498442870112,0.9459884090564689,1.0766455047335648,0.9439230941217668,1.0315665430479057,0.9406827365645563,0.9987424116382914
12,0.9120907936044026,1.1996340303547484,0.7982095510267432,1.033528223951899,1.3152709568942766,0.9612979552892605,0.5522118460028329,0.7359365050402109,0.7020037806245892,0.6721445935866452,0.7690025011827396,0.7116561041658888,0.8198735606547108,1.2841160781160363,1.27145573938918,1.0827432349951571,1.0743121855080393
13,0.9693058301269442,0.9884524487853097,0.9826147752028385,0.9922845554837894,0.9710033496201596,0.9614049645011731,0.9236077048669807,0.9368711741665676,0.9402815846497348,0.9316059882574304,0.9543530313098566,0.9368342731737946,0.9879423136507355,1.0758095332633684,1.0860556043023688,1.0468112728594017,1.1125071087596066
14,1.0127654849935674,1.067372799729793,1.0434414525965958,1.0859480664494168,1.1451180590347987,1.0238584289763708,0.9016416552731403,0.9439084934588193,0.9391869901159244,0.9613911196067895,0.974510659875639,0.9332923679096059,1.0091894994899708,1.0115554218645761,1.072777510212928,0.9869938042370929,1.0576118871381073
15,1.0369059856422331,1.0937471945544244,1.0601587764153837,1.0826844181708275,1.0991461771126743,1.1288790102119306,0.943561713117062,0.9728550794970676,0.934860168653367,0.976119143233471,0.9567635800574862,0.933750012741811,1.0545907741132476,1.100120891162211,1.1620975547889043,0.9879140338173701,1.124284989803218
16,1.0238826932180807,1.0735097001517748,1.0605563470915718,1.0344681331890524,1.0824197794172197,1.114657181184261,0.9583943517473097,0.9835492851703841,0.9823983180836141,0.9760855312615658,0.990686489120433,0.9669729084370106,1.0048914438902816,1.048146898238704,1.131201208513543,1.041676021262408,1.0785466657559106
