k	gep	program_class	top_identity_label	second_identity_label	top_identity_nes	second_identity_nes	top_identity_fdr	second_identity_fdr	nes_gap	runner_up_ratio	n_significant_identity_sets	significant_identity_sets	classification_reason
11	6	non_identity_unresolved	DC_pDC	cDC2_CD1C	1.2631730603742193	1.0255405891391058	0.0	0.787	0.23763247123511344		0		0 significant identity sets (alpha=0.1, NES floor=1.3)
11	7	non_identity_unresolved	Mac_CXCL9	cDC2_CD1C	1.1481152392841223	1.136186753651354	0.0	0.0	0.011928485632768382		0		0 significant identity sets (alpha=0.1, NES floor=1.3)
11	8	non_identity_unresolved	Mac_SPP1	Mac_CXCL9	1.2947274440554801	1.1581864474770156	0.0	0.0	0.13654099657846452		0		0 significant identity sets (alpha=0.1, NES floor=1.3)
11	9	non_identity_unresolved	mregDC_LAMP3	cDC2_CD1C	1.2561655554474855	1.1496822644731999	0.0	0.0	0.10648329097428566		0		0 significant identity sets (alpha=0.1, NES floor=1.3)
12	1	identity_supported	Mono_CD14_ID1	Mono_CD14_THBS1	2.118881920964652	1.6672354524119193	0.0	0.0	0.4516464685527328	0.7868467968488239	4	Mono_CD14_ID1:NES=2.119,q=0; Mono_CD14_THBS1:NES=1.667,q=0; Mono_CD14_IL1B:NES=1.566,q=0; cDC2_CD33:NES=1.517,q=0	Mono_CD14_ID1 dominates 4 significant sets (runner_up_ratio=0.787 <= 0.8)
12	10	non_identity_unresolved	mregDC_LAMP3	cDC2_CD1C	1.2495708001889034	1.141730920769844	0.0	0.0	0.10783987941905937		0		0 significant identity sets (alpha=0.1, NES floor=1.3)
12	11	non_identity_unresolved	Mast	cDC2_CD1C	1.252982237692691	1.0132568909874042	0.0	1.0	0.23972534670528667		0		0 significant identity sets (alpha=0.1, NES floor=1.3)
12	12	non_identity_unresolved	cDC1_CLEC9A	Mac_SPP1	1.2373466017221597	1.2285109163435264	0.0	0.0	0.008835685378633329		0		0 significant identity sets (alpha=0.1, NES floor=1.3)
12	2	identity_supported	Mono_CD16	Mono_Int	1.6487574884780998	1.3088440182345136	0.0	0.0	0.3399134702435862	0.7938365874793712	2	Mono_CD16:NES=1.649,q=0; Mono_Int:NES=1.309,q=0	Mono_CD16 dominates 2 significant sets (runner_up_ratio=0.794 <= 0.8)
12	3	non_identity_unresolved	cDC2_CD1C	cDC1_CLEC9A	1.2586502958476848	1.257308778306086	0.0	0.0	0.0013415175415989467		0		0 significant identity sets (alpha=0.1, NES floor=1.3)
12	4	non_identity_unresolved	Mac_CXCL9	Mac_IL1Bint	1.2402813272500604	1.1175831625409316	0.0	0.0	0.12269816470912875		0		0 significant identity sets (alpha=0.1, NES floor=1.3)
12	5	identity_supported	Mac_IL1B	Mac_IL1Bint	1.3075175157106709	1.1665943931579976	0.0	0.0	0.14092312255267325	0.0	1	Mac_IL1B:NES=1.308,q=0	single significant identity (Mac_IL1B); no competitor set
12	6	non_identity_unresolved	DC_pDC	cDC2_CD1C	1.251490980694291	1.018390201154985	0.0	1.0	0.23310077953930608		0		0 significant identity sets (alpha=0.1, NES floor=1.3)
12	7	identity_supported	Mac_SPP1	Mac_CXCL9	1.3106882164983316	1.1649201030835354	0.0	0.0	0.14576811341479612	0.0	1	Mac_SPP1:NES=1.311,q=0	single significant identity (Mac_SPP1); no competitor set
12	8	non_identity_unresolved	Mac_CXCL9	cDC2_CD1C	1.1443810373160754	1.1299280893386423	0.0	0.0	0.014452947977433128		0		0 significant identity sets (alpha=0.1, NES floor=1.3)
12	9	non_identity_unresolved	Mono_TIL	cDC2_CD1C	1.1874303627100142	1.1450660117587785	0.0	0.0	0.042364350951235696		0		0 significant identity sets (alpha=0.1, NES floor=1.3)
13	1	identity_supported	Mono_CD14_ID1	Mono_CD14_THBS1	2.091010105990472	1.6503477414532826	0.0	0.0	0.44066236453718965	0.7892586155969552	4	Mono_CD14_ID1:NES=2.091,q=0; Mono_CD14_THBS1:NES=1.650,q=0; Mono_CD14_IL1B:NES=1.543,q=0; cDC2_CD33:NES=1.440,q=0	Mono_CD14_ID1 dominates 4 significant sets (runner_up_ratio=0.789 <= 0.8)
13	10	identity_supported	cDC1_CLEC9A	cDC2_CD33	1.3068986104130236	1.159402227825998	0.0	0.0	0.14749638258702547	0.0	1	cDC1_CLEC9A:NES=1.307,q=0	single significant identity (cDC1_CLEC9A); no competitor set
13	11	non_identity_unresolved	mregDC_LAMP3	cDC2_CD1C	1.2429078058686125	1.1360820973007888	0.0	0.0	0.1068257085678237		0		0 significant identity sets (alpha=0.1, NES floor=1.3)
13	12	non_identity_unresolved	Mast	cDC2_CD1C	1.2431907678463692	1.0024887514672531	0.0	1.0	0.24070201637911603		0		0 significant identity sets (alpha=0.1, NES floor=1.3)
13	13	non_identity_unresolved	cDC1_CLEC9A	Mac_SPP1	1.2296513882116342	1.219610583250868	0.0	0.0	0.010040804960766314		0		0 significant identity sets (alpha=0.1, NES floor=1.3)
13	2	identity_supported	Mono_CD16	Mono_Int	1.6675616687070187	1.3227865055975143	0.0	0.0	0.3447751631095044	0.7932459293233614	2	Mono_CD16:NES=1.668,q=0; Mono_Int:NES=1.323,q=0	Mono_CD16 dominates 2 significant sets (runner_up_ratio=0.793 <= 0.8)
13	3	non_identity_unresolved	cDC2_CD1C	cDC2_CD33	1.2682452355132583	1.1616403627856158	0.0	0.0	0.10660487272764252		0		0 significant identity sets (alpha=0.1, NES floor=1.3)
13	4	non_identity_unresolved	Mac_CXCL9	Mac_IL1Bint	1.2458679114235527	1.1231756070041594	0.0	0.0	0.12269230441939327		0		0 significant identity sets (alpha=0.1, NES floor=1.3)
13	5	identity_supported	Mac_IL1B	Mac_IL1Bint	1.3198633837715061	1.1763589425683934	0.0	0.0	0.1435044412031128	0.0	1	Mac_IL1B:NES=1.320,q=0	single significant identity (Mac_IL1B); no competitor set
13	6	non_identity_unresolved	DC_pDC	cDC2_CD1C	1.2524020147923467	1.0189055164187402	0.0	1.0	0.23349649837360653		0		0 significant identity sets (alpha=0.1, NES floor=1.3)
13	7	non_identity_unresolved	Mac_CXCL9	cDC2_CD1C	1.1463383579216189	1.1290561575055746	0.0	0.0	0.017282200416044224		0		0 significant identity sets (alpha=0.1, NES floor=1.3)
13	8	non_identity_unresolved	Mac_SPP1	Mac_CXCL9	1.280645063095332	1.1443410800765643	0.0	0.0	0.13630398301876778		0		0 significant identity sets (alpha=0.1, NES floor=1.3)
13	9	identity_supported	Mono_TIL	cDC2_CD1C	1.3101920497447404	1.2443302443638482	0.0	0.0	0.06586180538089215	0.0	1	Mono_TIL:NES=1.310,q=0	single significant identity (Mono_TIL); no competitor set
14	1	identity_supported	Mono_CD14_ID1	Mono_CD14_THBS1	2.086159193774994	1.651556954187409	0.0	0.0	0.43460223958758504	0.7916735017709009	4	Mono_CD14_ID1:NES=2.086,q=0; Mono_CD14_THBS1:NES=1.652,q=0; Mono_CD14_IL1B:NES=1.544,q=0; cDC2_CD33:NES=1.435,q=0	Mono_CD14_ID1 dominates 4 significant sets (runner_up_ratio=0.792 <= 0.8)
14	10	identity_supported	cDC1_CLEC9A	cDC2_CD33	1.30387403358077	1.1580409968194416	0.0	0.0	0.1458330367613283	0.0	1	cDC1_CLEC9A:NES=1.304,q=0	single significant identity (cDC1_CLEC9A); no competitor set
14	11	non_identity_unresolved	mregDC_LAMP3	cDC2_CD1C	1.2419987563803392	1.137004595633811	0.0	0.0	0.10499416074652812		0		0 significant identity sets (alpha=0.1, NES floor=1.3)
14	12	non_identity_unresolved	Mast	cDC2_CD1C	1.2431950006431562	1.0006476946045886	0.0	1.0	0.24254730603856767		0		0 significant identity sets (alpha=0.1, NES floor=1.3)
14	13	non_identity_unresolved	cDC1_CLEC9A	Mac_SPP1	1.2267516404696677	1.2212046073984235	0.0	0.0	0.005547033071244156		0		0 significant identity sets (alpha=0.1, NES floor=1.3)
14	14	non_identity_unresolved	cDC2_CD1C	Mast	1.1454302505542426	1.107914812738319	0.09699999999999999	0.185	0.0375154378159237		0		0 significant identity sets (alpha=0.1, NES floor=1.3)
14	2	identity_supported	Mono_CD16	Mono_Int	1.668089899481486	1.3225408130225702	0.0	0.0	0.3455490864589157	0.7928474439139478	2	Mono_CD16:NES=1.668,q=0; Mono_Int:NES=1.323,q=0	Mono_CD16 dominates 2 significant sets (runner_up_ratio=0.793 <= 0.8)
14	3	non_identity_unresolved	cDC2_CD1C	cDC2_CD33	1.269163569398238	1.1639536644872788	0.0	0.0	0.10520990491095916		0		0 significant identity sets (alpha=0.1, NES floor=1.3)
14	4	non_identity_unresolved	Mac_CXCL9	Mac_IL1Bint	1.245633248236388	1.1224681608889522	0.0	0.0	0.12316508734743592		0		0 significant identity sets (alpha=0.1, NES floor=1.3)
14	5	identity_supported	Mac_IL1B	Mac_IL1Bint	1.3180484370053511	1.1767899673208706	0.0	0.0	0.14125846968448053	0.0	1	Mac_IL1B:NES=1.318,q=0	single significant identity (Mac_IL1B); no competitor set
14	6	non_identity_unresolved	DC_pDC	cDC2_CD1C	1.252647063441872	1.0197897848390118	0.0	1.0	0.2328572786028602		0		0 significant identity sets (alpha=0.1, NES floor=1.3)
14	7	non_identity_unresolved	Mac_CXCL9	cDC2_CD1C	1.1455270739204193	1.1291849564735168	0.0	0.0	0.016342117446902504		0		0 significant identity sets (alpha=0.1, NES floor=1.3)
14	8	non_identity_unresolved	Mac_SPP1	Mac_CXCL9	1.2815266968021382	1.1437655571379004	0.0	0.0	0.13776113966423775		0		0 significant identity sets (alpha=0.1, NES floor=1.3)
14	9	identity_supported	Mono_TIL	cDC2_CD1C	1.309560309961206	1.2440785238832217	0.0	0.0	0.06548178607798438	0.0	1	Mono_TIL:NES=1.310,q=0	single significant identity (Mono_TIL); no competitor set
15	1	identity_supported	Mono_CD14_ID1	Mono_CD14_THBS1	2.108088270222882	1.6635281105398585	0.0	0.0	0.4445601596830233	0.7891169141432482	4	Mono_CD14_ID1:NES=2.108,q=0; Mono_CD14_THBS1:NES=1.664,q=0; Mono_CD14_IL1B:NES=1.554,q=0; cDC2_CD33:NES=1.474,q=0	Mono_CD14_ID1 dominates 4 significant sets (runner_up_ratio=0.789 <= 0.8)
15	10	non_identity_unresolved	mregDC_LAMP3	cDC1_CLEC9A	1.2633638693753666	1.1744383705159376	0.0	0.0	0.08892549885942902		0		0 significant identity sets (alpha=0.1, NES floor=1.3)
15	11	non_identity_unresolved	Mac_CXCL9	Mac_SPP1	1.1921134029182694	1.1154934981674725	0.0	0.0	0.07661990475079694		0		0 significant identity sets (alpha=0.1, NES floor=1.3)
15	12	non_identity_unresolved	Mast	cDC1_CLEC9A	1.2548455381753891	1.0130689749475252	0.0	1.0	0.2417765632278639		0		0 significant identity sets (alpha=0.1, NES floor=1.3)
15	13	non_identity_unresolved	Mac_SPP1	cDC2_CD1C	1.2400612493463274	1.214055032030164	0.0	0.0	0.026006217316163482		0		0 significant identity sets (alpha=0.1, NES floor=1.3)
15	14	non_identity_unresolved	cDC2_CD1C	Mast	1.0636724490844107	1.0493681146014704	0.158	0.22	0.014304334482940328		0		0 significant identity sets (alpha=0.1, NES floor=1.3)
15	15	non_identity_unresolved	cDC2_CD1C	Mast	1.0907857571328783	1.0674612810033979	0.0	0.009999999999999998	0.02332447612948041		0		0 significant identity sets (alpha=0.1, NES floor=1.3)
15	2	identity_supported	Mono_CD16	Mono_Int	1.6867618235119826	1.3275330168956743	0.0	0.0	0.3592288066163083	0.7870305092224799	2	Mono_CD16:NES=1.687,q=0; Mono_Int:NES=1.328,q=0	Mono_CD16 dominates 2 significant sets (runner_up_ratio=0.787 <= 0.8)
15	3	non_identity_unresolved	cDC2_CD1C	cDC1_CLEC9A	1.2713227470901443	1.2057581144875509	0.0	0.0	0.06556463260259338		0		0 significant identity sets (alpha=0.1, NES floor=1.3)
15	4	non_identity_unresolved	DC_pDC	cDC1_CLEC9A	1.2765910601380042	1.1269851995248648	0.0	0.0	0.1496058606131394		0		0 significant identity sets (alpha=0.1, NES floor=1.3)
15	5	identity_supported	Mac_IL1B	Mac_IL1Bint	1.310263398088301	1.173610594126466	0.0	0.0	0.13665280396183488	0.0	1	Mac_IL1B:NES=1.310,q=0	single significant identity (Mac_IL1B); no competitor set
15	6	non_identity_unresolved	Mac_CXCL9	cDC2_CD1C	1.159885998804426	1.1349815012473528	0.0	0.0	0.024904497557073357		0		0 significant identity sets (alpha=0.1, NES floor=1.3)
15	7	non_identity_unresolved	Mac_SPP1	Mac_CXCL9	1.2998670019470604	1.154567443614853	0.0	0.0	0.14529955833220742		0		0 significant identity sets (alpha=0.1, NES floor=1.3)
15	8	identity_supported	Mono_TIL	cDC2_CD1C	1.3132117680155933	1.2453896481540017	0.0	0.0	0.06782211986159159	0.0	1	Mono_TIL:NES=1.313,q=0	single significant identity (Mono_TIL); no competitor set
15	9	non_identity_unresolved	Mac_CXCL9	Mac_IL1Bint	1.141091428235349	1.06734272996871	0.0	0.0	0.0737486982666391		0		0 significant identity sets (alpha=0.1, NES floor=1.3)
16	1	identity_supported	Mono_CD16	cDC2_CD33	2.5972682749665923	2.0212541148332908	0.0	0.0	0.5760141601333015	0.7782230793464296	5	Mono_CD16:NES=2.597,q=0; cDC2_CD33:NES=2.021,q=0; Mono_Int:NES=1.657,q=0; Mono_CD14_ID1:NES=1.585,q=0; cDC1_CLEC9A:NES=1.325,q=0	Mono_CD16 dominates 5 significant sets (runner_up_ratio=0.778 <= 0.8)
16	10	identity_supported	Mast	cDC1_CLEC9A	1.4579279332012012	1.186755648608077	0.0	0.009	0.27117228459312415	0.0	1	Mast:NES=1.458,q=0	single significant identity (Mast); no competitor set
16	11	non_identity_unresolved	Mac_IL1B	Mono_TIL	1.128889064338864	1.0766455047335648	0.0	0.0	0.05224355960529925		0		0 significant identity sets (alpha=0.1, NES floor=1.3)
16	12	identity_supported	Mac_SPP1	cDC1_CLEC9A	1.3152709568942766	1.2841160781160363	0.0	0.0	0.031154878778240302	0.0	1	Mac_SPP1:NES=1.315,q=0	single significant identity (Mac_SPP1); no competitor set
16	13	non_identity_unresolved	mregDC_LAMP3	cDC2_CD1C	1.1125071087596066	1.0860556043023688	0.0	0.0	0.026451504457237762		0		0 significant identity sets (alpha=0.1, NES floor=1.3)
16	14	non_identity_unresolved	Mac_SPP1	Mac_IL1Bint	1.1451180590347987	1.0859480664494168	0.048	0.1925	0.059169992585381914		0		0 significant identity sets (alpha=0.1, NES floor=1.3)
16	15	non_identity_unresolved	cDC2_CD1C	Mast	1.1620975547889043	1.1288790102119306	0.001	0.007	0.03321854457697371		0		0 significant identity sets (alpha=0.1, NES floor=1.3)
