GEP,DC_pDC,Mac_CXCL9,Mac_IL1B,Mac_IL1Bint,Mac_SPP1,Mast,Mono_CD14,Mono_CD14_ID1,Mono_CD14_IL1B,Mono_CD14_THBS1,Mono_CD16,Mono_Int,Mono_TIL,cDC1_CLEC9A,cDC2_CD1C,cDC2_CD33,mregDC_LAMP3
1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.977,1.0
2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
3,1.0,0.02,1.0,0.064,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.969
4,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.999,1.0,0.0,1.0,1.0
5,0.0,1.0,1.0,1.0,1.0,0.999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.822,0.023,1.0,0.231
6,1.0,0.0,0.0,0.0,0.045,1.0,1.0,0.999,1.0,1.0,1.0,1.0,0.0,0.995,0.0,1.0,0.966
7,1.0,0.0,0.285,0.0,0.0,0.991,1.0,1.0,1.0,1.0,1.0,1.0,0.998,0.889,0.016,1.0,0.996
8,0.0,0.0,1.0,0.0,0.025,0.989,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.998,0.0
9,0.885,0.0,0.001,0.0,0.0,0.728,1.0,1.0,1.0,1.0,1.0,1.0,0.001,0.002,0.0,0.998,0.0
10,0.973,0.0,1.0,0.0,0.025,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.034,0.0,0.751,0.0
11,0.836,0.755,0.983,1.0,0.945,0.992,1.0,1.0,1.0,1.0,1.0,1.0,0.996,0.097,0.0,1.0,0.0
12,0.429,0.066,1.0,1.0,0.339,0.98,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.025,0.004
13,0.136,0.0,0.394,0.0,0.0,0.227,1.0,1.0,1.0,1.0,1.0,1.0,0.519,0.028,0.0,0.909,0.0
14,0.994,0.856,0.997,0.999,0.564,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.427,0.482,1.0,0.605
15,0.908,0.0,0.974,0.141,0.0,0.606,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.08
16,0.192,0.04,0.029,0.003,0.002,0.108,1.0,1.0,1.0,0.999,0.976,1.0,0.639,0.229,0.028,0.972,0.028
17,0.086,0.035,0.028,0.078,0.023,0.011,1.0,1.0,1.0,1.0,1.0,1.0,0.038,0.014,0.001,0.108,0.013
