GEP,DC_pDC,Mac_CXCL9,Mac_IL1B,Mac_IL1Bint,Mac_SPP1,Mast,Mono_CD14,Mono_CD14_ID1,Mono_CD14_IL1B,Mono_CD14_THBS1,Mono_CD16,Mono_Int,Mono_TIL,cDC1_CLEC9A,cDC2_CD1C,cDC2_CD33,mregDC_LAMP3
1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0
3,1.0,0.014,1.0,0.0,0.025,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.167,0.0,0.0,0.434
4,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.998,1.0,0.0,1.0,1.0
5,1.0,0.0,0.0,0.0,0.045,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.912,0.0,0.998,0.842
6,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.727,0.172,0.853,0.606
7,0.991,0.0,0.004,0.0,0.0,0.918,1.0,1.0,1.0,1.0,1.0,1.0,0.058,0.017,0.0,1.0,0.0
8,1.0,0.0,0.182,0.0,0.0,0.993,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.872,0.02,0.998,0.995
9,0.0,0.0,1.0,0.0,0.02,0.981,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.914,0.0
10,0.87,0.255,1.0,1.0,0.149,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.012
11,0.925,0.757,0.969,1.0,0.945,0.994,1.0,1.0,1.0,1.0,1.0,1.0,0.998,0.104,0.0,1.0,0.0
12,0.999,0.95,1.0,1.0,0.684,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.552,0.498,0.996,0.655
13,0.96,0.0,0.991,0.165,0.0,0.638,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.987,0.097
