GEP,DC_pDC,Mac_CXCL9,Mac_IL1B,Mac_IL1Bint,Mac_SPP1,Mast,Mono_CD14,Mono_CD14_ID1,Mono_CD14_IL1B,Mono_CD14_THBS1,Mono_CD16,Mono_Int,Mono_TIL,cDC1_CLEC9A,cDC2_CD1C,cDC2_CD33,mregDC_LAMP3
1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0
3,1.0,0.7864,1.0,0.711,0.2625,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
4,1.0,0.0,1.0,0.0,0.00075,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0006666666666666666,1.0,1.0
5,1.0,0.010599999999999998,0.0,0.0,0.08133333333333333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.00025,1.0,1.0
6,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
7,1.0,0.0,0.19799999999999998,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.04775,1.0,1.0
8,1.0,0.0,0.010285714285714285,0.0004,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2505,0.005666666666666666,0.0,1.0,0.0
9,0.0014999999999999998,0.0,1.0,0.007,0.085125,0.9806,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.5158888888888888,0.0
10,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.04666666666666667,0.0,1.0,0.0
11,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12,1.0,0.0015,1.0,0.6439999999999999,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.1214
