GEP,DC_pDC,Mac_CXCL9,Mac_IL1B,Mac_IL1Bint,Mac_SPP1,Mast,Mono_CD14,Mono_CD14_ID1,Mono_CD14_IL1B,Mono_CD14_THBS1,Mono_CD16,Mono_Int,Mono_TIL,cDC1_CLEC9A,cDC2_CD1C,cDC2_CD33,mregDC_LAMP3
1,0.0,1.0,0.0,1.0,1.0,0.0,0.002541176470588235,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
2,1.0,1.0,1.0,1.0,0.4743333333333333,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
3,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0
4,1.0,1.0,1.0,1.0,0.029166666666666664,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.039857142857142855
5,0.0,0.05642857142857143,1.0,1.0,0.023999999999999997,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0008
6,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.11683333333333332,1.0
7,1.0,0.024999999999999998,0.0,0.0,0.1515,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.004,1.0,1.0
8,0.0,0.048,1.0,1.0,0.00025,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0004,0.03216666666666666
9,1.0,0.025750000000000002,1.0,1.0,0.6789999999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.023,0.0
10,0.0013333333333333333,0.0,1.0,0.0012857142857142856,0.0095,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.00075,0.0,1.0,0.0009999999999999998
11,0.027857142857142858,0.0,1.0,0.0006000000000000001,0.079375,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0008333333333333332,0.0,1.0,0.0
12,0.9905,0.0013333333333333333,1.0,0.002285714285714286,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
13,1.0,0.0,0.029428571428571432,0.0,0.0,1.0,1.0,1.0,0.9992352941176471,1.0,1.0,1.0,0.9924444444444445,0.016833333333333332,0.0,0.0186,0.68525
14,1.0,1.0,1.0,1.0,0.9864999999999999,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2395,0.22766666666666666,0.72,1.0
15,1.0,0.00075,0.5995555555555555,0.0072499999999999995,0.0016666666666666663,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0014,0.003
16,0.6988888888888889,0.005428571428571429,1.0,0.0665,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0019999999999999996,0.0026666666666666666
17,0.182875,0.16525,0.1235,0.262,0.083,0.11357142857142859,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3263333333333333,0.1448,1.0,0.211
18,0.239,0.10185714285714287,0.1404,0.092,0.17325,0.13666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,0.46836363636363637,0.11783333333333333,0.112,0.13555555555555554,0.15350000000000003
19,0.069375,0.0028,0.4449090909090909,0.014,0.006333333333333333,0.002333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,0.44970000000000004,0.001,0.0,0.16177777777777777,0.00225
20,0.16287500000000002,0.0055000000000000005,0.26355555555555554,0.015666666666666666,0.0,0.0115,1.0,1.0,1.0,1.0,1.0,1.0,0.48719999999999997,0.0802857142857143,0.009333333333333332,0.6071818181818182,0.0126
