GEP,DC_pDC,Mac_CXCL9,Mac_IL1B,Mac_IL1Bint,Mac_SPP1,Mast,Mono_CD14,Mono_CD14_ID1,Mono_CD14_IL1B,Mono_CD14_THBS1,Mono_CD16,Mono_Int,Mono_TIL,cDC1_CLEC9A,cDC2_CD1C,cDC2_CD33,mregDC_LAMP3
1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0
3,1.0,0.18299999999999997,1.0,0.027,0.0626,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
4,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7936666666666666,1.0,1.0
5,1.0,0.009,0.0,0.0,0.0765,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.00075,1.0,1.0
6,1.0,0.0,0.01742857142857143,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.135875,0.00016666666666666666,0.0,1.0,0.0
7,1.0,0.0,0.3896666666666666,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.10075,0.10439999999999999,1.0,1.0
8,0.0008333333333333332,0.0,1.0,0.0008571428571428572,0.0225,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0006000000000000001,0.0,1.0,0.0
9,1.0,0.0,1.0,0.0,0.009333333333333332,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0305,1.0,1.0
10,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0
11,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8735999999999999,0.0,1.0,1.0
12,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13,1.0,0.00075,1.0,0.624,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.13299999999999998
14,0.32166666666666666,0.1464,0.13499999999999998,0.12400000000000001,0.17200000000000001,0.22,1.0,1.0,1.0,1.0,1.0,1.0,0.39636363636363636,0.13825,0.158,0.3247,0.2273333333333333
15,0.091,0.009166666666666667,0.023444444444444445,0.010285714285714285,0.01,0.009999999999999998,1.0,1.0,1.0,1.0,1.0,0.9999411764705882,0.018875000000000003,0.0105,0.0,1.0,0.013666666666666666
