GEP,DC_pDC,Mac_CXCL9,Mac_IL1B,Mac_IL1Bint,Mac_SPP1,Mast,Mono_CD14,Mono_CD14_ID1,Mono_CD14_IL1B,Mono_CD14_THBS1,Mono_CD16,Mono_Int,Mono_TIL,cDC1_CLEC9A,cDC2_CD1C,cDC2_CD33,mregDC_LAMP3
1,1.0,1.0,1.0,1.0,0.2808333333333333,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.009,1.0,1.0,0.2212,1.0
2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0013333333333333333,0.0032500000000000003,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3,1.0,0.021199999999999997,1.0,0.10016666666666665,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.001,1.0,0.46375
6,1.0,0.008784313725490196,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0005647058823529412,1.0,1.0
7,1.0,0.0,0.028875,0.0002,0.00025,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.015142857142857142,0.00016666666666666666,0.0,1.0,0.0
8,1.0,1.0,1.0,1.0,0.045,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.049999999999999996,1.0
9,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0102,0.0,1.0,1.0
10,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.012750000000000001,1.0,1.0
11,0.008571428571428572,0.0,1.0,0.0026666666666666666,0.01525,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0016,0.0,1.0,0.0
12,0.40414285714285714,0.015600000000000001,1.0,0.43416666666666665,0.011000000000000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0
13,1.0,0.0,1.0,0.0,0.00025,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.40449999999999997,0.037,0.0,1.0,1.0
14,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.111,0.07166666666666667,1.0,1.0
15,0.0,0.0,1.0,0.0004,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0013333333333333333,0.0,1.0,0.014857142857142859
16,1.0,1.0,1.0,1.0,0.7007500000000001,1.0,0.9999411764705882,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0003333333333333333,1.0,0.0
17,0.34175,0.024999999999999998,1.0,0.23914285714285716,0.018666666666666665,0.0,1.0,1.0,1.0,0.7049,1.0,1.0,1.0,0.024,0.002,0.39744444444444443,0.08049999999999999
18,0.7334444444444445,0.19833333333333333,0.15199999999999997,0.28450000000000003,0.030000000000000002,0.3148571428571429,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.38825000000000004,0.1638,1.0,0.1815
19,0.4276,0.1484,0.12533333333333332,0.099,0.1695,0.189,1.0,1.0,1.0,1.0,1.0,1.0,0.17644444444444443,0.11057142857142857,0.122,0.6780909090909091,0.205
