K,GEP,pathway,NES,pval,fdr,Name,ES,FWER p-val,Tag %,Gene %,Lead_genes,spectra_file
9,1,ISTHMUS,-3.0103075200164215,0.0,0.0,prerank,-0.6647570315136861,0.0,97/144,18.34%,EPCAM;ITGB4;CDH1;GSN;ELF3;KRT8;GPX2;AGR2;DST;KRT19;TSPAN1;MYH14;LGALS3;ABCC3;ALDH3A1;ITGA6;AKR1C3;TACSTD2;MUC1;ATP8B1;LAMB3;HES1;NQO1;TMPRSS4;CREB3L1;RBM47;KLF4;FCGBP;ID1;MISP;SERPINB5;NIBAN2;TFCP2L1;MLPH;S100P;PLEKHA6;HSP90B1;MGLL;CA2;UGDH;LAMA3;EFNB2;MAL2;ADAM15;FLNB;SDC4;TPM1;ASAP2;TXNRD1;PALLD;KCNE3;TOP2A;TSPAN15;CYP3A5;BLVRB;AKR1B10;MYO10;S100A14;TK1;KLF3;LAD1;TLN2;TPX2;TUBA1C;SH3RF1;NUSAP1;NET1;PPARG;PLXNA2;FOXQ1;MKI67;PPFIBP1;LDLR;HSPA5;TUBB4B;CAPN8;AKAP1;TTC39A;CSTB;TIMP1;SCD;PTTG1;BACE2;HMGB2;FABP5;DBI;FHL2;PRC1;LMO4;CKS2;REP15;FERMT1;CENPF;ME1;FBLIM1;CCNB1;LMO7,anal_pc5_c21_S1.filtered.gene_spectra_score.k_9.dt_0_01.txt
9,1,IMMATURE_PIT,-2.892230416336033,0.0,0.0,prerank,-0.7008464999051189,0.0,43/69,11.96%,ITGB4;GSN;KRT8;GPX2;AGR2;KRT19;TSPAN1;LGALS3;ABCC3;ALDH3A1;VSIG2;AKR1C3;TACSTD2;MUC1;CEACAM5;AKR1C2;NQO1;IFI27;RBM47;KLF4;FCGBP;ID1;RNASE1;S100P;ABCC5;MGLL;CA2;UGDH;DSC2;EFNB2;MAL2;FLNB;PTGR1;TPM1;CYP3A5;BLVRB;AKR1B10;S100A14;KLF3;NET1;FOXQ1;CYSTM1;CAPN8,anal_pc5_c21_S1.filtered.gene_spectra_score.k_9.dt_0_01.txt
9,1,EPCAM_POS_BILE_DUCT,-2.8528915171932603,0.0,0.0,prerank,-0.5842896013948741,0.0,142/227,22.42%,EPCAM;CLDN7;DDR1;CDH1;CLDN4;SPINT1;ELF3;KRT8;GPX2;PTPRK;AGR2;DST;KRT19;GOLM1;LGALS3;ABCC3;WNK2;TACSTD2;MUC1;LAMA5;PLXNB1;AKR1C2;NEDD4L;LAMB3;CKB;CD24;HES1;NQO1;FGFR2;GLUL;ALCAM;TFF3;RBM47;TNFAIP2;ATP1B1;SOX4;ITGB5;LAMC1;NIBAN2;MAOA;MLPH;CAMK2N1;RHOB;ERBB3;PHGDH;EPHA2;HSPA1B;CES1;OCLN;CLDN1;TNFRSF21;MGLL;CGN;CA2;NFIB;TM4SF1;THBS1;GCNT3;MAL2;WFDC2;FLNB;SDC4;C6orf132;VEGFA;CEACAM6;PBX1;TPM1;SLC12A2;TJP1;MYO6;VCAN;FGFR3;ADAM9;SLC4A4;CYP3A5;AKR1B10;MYO10;SLPI;S100A14;AQP1;PLD1;LCN2;DSTN;LAD1;SAT1;SLC7A1;CAV2;PTPRD;ITGB8;PROM1;BMP2;CRIM1;CYSTM1;PDZK1IP1;TUBB4B;SOD3;TMC5;VTCN1;EGR1;KLK11;GABRP;TPPP3;SDCBP2;LGALS2;BACE2;ANPEP;CLU;SOD2;MAGI1;NR2F2;THSD4;LMO4;AMOTL2;RBPMS;HSPA1A;CDKN1C;EPB41L1;MET;LMO7;ANXA3;COL27A1;LLGL2;ENPP2;LAMC2;CRYAB;C3;PHLDA2;KIF12;SLC5A1;GDF15;CX3CL1;CCND1;NRG1;PAQR5;CCL2;KRT7;KRT80;TOB1;CCN1;WWTR1;MYRF;PROX1,anal_pc5_c21_S1.filtered.gene_spectra_score.k_9.dt_0_01.txt
9,1,KIDNEY_URETERIC_BUD,-2.832746137807571,0.0,0.0,prerank,-0.6199525095210444,0.0,86/139,25.42%,CLDN7;ITGB4;CLDN4;SPINT1;ELF3;KRT8;GPX2;PKP1;KRT19;FAM3D;TSPAN1;MYH14;COL17A1;EHF;VSIG2;TACSTD2;MUC1;KRT15;AKR1C2;ALDH1A1;LAMB3;GRHL2;AOC1;ESRP2;TMEM45B;MAOA;B3GNT3;MLPH;ATP10B;PROM2;IRF6;S100P;CDCP1;SDK1;CGN;TNS4;MAL2;HR;C6orf132;FAM3B;RNF43;PPL;S100A2;EPB41L4B;ADIRF;PLEKHG6;BICDL2;POF1B;S100A14;RDH10;TFAP2A;LAD1;CBLC;GRHL1;FOXQ1;SCNN1B;VTCN1;TMEM184A;TTC39A;CYP4F3;EVPL;C4orf19;CYP4F11;PPFIBP2;LY6K;TMEM238L;LYPD6B;NECTIN4;CWH43;ANXA3;DUOXA1;CFI;DEGS2;UGT1A1;KRT7;KRT80;GJB6;PRSS22;CYP4B1;SPRR3;SCIN;PVALB;FAM110C;LY6D;SYT8;SNCG,anal_pc5_c21_S1.filtered.gene_spectra_score.k_9.dt_0_01.txt
9,1,PROGENITOR_LIKE,-2.831047763544027,0.0,0.0,prerank,-0.6024183125931806,0.0,95/149,25.98%,GPC1;CXCL14;ITM2C;PFN2;MDK;PRDX4;ID1;NFIX;SOX4;COL4A2;FGFR1;S100P;EMP1;MGLL;COL3A1;PRSS23;COL1A2;TM4SF1;COL6A1;WFDC2;SDC4;MATN2;CPE;EFNA1;BCAR1;TPM1;FSTL1;RCN3;ID4;CNN3;SPTSSA;DCN;HSPG2;P4HA2;COL6A3;FKBP10;SLPI;CALD1;GJA1;MMP2;COL5A1;PTN;AQP1;COL1A1;CHPF;DSTN;IGFBP7;FN1;DKK3;SERPINH1;CAV2;IGFBP5;COL5A2;BMP2;CAVIN1;EDIL3;PMP22;TUBB2B;SOD3;CRABP2;TSC22D1;SLC39A14;MAP1B;AEBP1;SNAI2;CTHRC1;TNC;CAV1;COL15A1;TIMP3;RASD1;MFGE8;COL12A1;ANGPTL2;BGN;MXRA8;LOX;CRYAB;PCOLCE;MYL9;CCN1;IGFBP3;DLX5;NNMT;TNNT3;CRIP2;FMOD;CCN2;SELENOM;PRRX1;MGP;NT5E;SBSPON;CSPG4;SERPINE2,anal_pc5_c21_S1.filtered.gene_spectra_score.k_9.dt_0_01.txt
9,1,CL6_PUTATIVE_EARLY_ATRETIC_FOLLICLE_THECAL,-2.8183369749991556,0.0,0.0,prerank,-0.5958776499531646,0.0,110/163,24.98%,GSN;EPHX1;FCGRT;KRT19;MMP14;LGALS3;PFN2;TMEM176B;ALDH1A1;NBL1;FBLN1;HES1;MDK;IGFBP4;SERPINF1;GLUL;PSAP;PRDX4;KLF4;SELENOP;SPARC;RHOB;C1R;HSPA1B;C1S;GPC3;COL3A1;COL1A2;GSTM3;COL6A1;MATN2;CPE;PBX1;QSOX1;PLPP3;TPM1;FSTL1;JUN;COL18A1;PALLD;FOS;PLTP;TIMP2;IFITM3;DCN;CYBRD1;ID3;COL6A3;FKBP10;LUM;CALD1;MMP2;NDRG2;CXCL12;COL1A1;DSTN;APOE;HTRA1;FN1;SERPINH1;COL6A2;MFAP4;IGFBP5;FXYD6;SVIL;CAVIN1;PMP22;LTBP4;SPARCL1;SGK1;ST3GAL4;SLC40A1;CDH11;EGR1;TIMP1;AEBP1;EMILIN1;CTSD;SERPING1;CFD;SNAI2;ABCA8;NR2F2;IGF1;ADM;ADAMTS1;HSPA1A;SMOC2;TSPAN4;ENG;CSRP1;BGN;MXRA8;CRYAB;THY1;CCDC80;PDK4;MYL9;PLD3;CCN1;IGFBP3;IFI6;CFH;SELENOM;MYLK;PDGFRA;IER3;MGP;TAGLN;OLFML3,anal_pc5_c21_S1.filtered.gene_spectra_score.k_9.dt_0_01.txt
9,1,STROMAL,-2.8140813661746975,0.0,0.0,prerank,-0.5335600361590453,0.0,150/269,26.50%,EPHX1;CXCL14;LRP1;CA12;KRT19;IGFBP2;NUPR1;DPYSL3;PFN2;LAMB2;NBL1;FBLN1;RBP1;MDK;IGFBP4;PITX1;SERPINF1;CREB3L1;SULF2;SOX4;ITGB5;SELENOP;SPARC;TCEA3;C1R;C1S;COL3A1;PRSS23;NFIB;COL1A2;GSTM3;THBS1;COL6A1;TCF4;FLNB;MATN2;PLPP3;TPM1;FSTL1;LOXL4;PALLD;RCN3;THBS2;PLTP;TIMP2;ADIRF;OBSL1;IFITM3;DCN;MYH11;HSPG2;COL6A3;MARCKSL1;LUM;CALD1;MMP2;NDRG2;CERCAM;COL5A1;CXCL12;COL1A1;DSTN;IGFBP7;APOE;HTRA1;FN1;UACA;MRC2;CAV2;COL6A2;MFAP4;IGFBP5;COL14A1;COL5A2;PDLIM4;NR2F1;FBN1;SVIL;CAVIN1;SULT1E1;ITGA8;SOD3;LTBP4;SPARCL1;UNC5B;MAP1B;SLC40A1;CDH11;TIMP1;EPB41L2;SDC2;AEBP1;EMILIN1;MYO1B;MXRA5;SERPING1;ABCA8;NR2F2;FHL2;CTHRC1;RHOBTB3;CAV1;PTGDS;PTHLH;SFRP2;FOXF1;SLC7A2;PCDH18;CDKN1C;MFGE8;ADAM33;SMOC2;GPC4;PDGFRB;COL12A1;CSRP1;BGN;C1QTNF1;MXRA8;LOX;FRZB;SLC29A1;ENPP2;TNS1;PCOLCE;CCDC80;ADAMTSL4;MYL9;ADAMTS2;BNC2;DLX5;ABCA6;TSHZ2;GPX3;FMOD;RAMP2;CFH;SELENOM;MYLK;PDGFRA;MGP;TAGLN;OLFML3;ABCA10;LAMA2;CCL11;SERPINE2;FGF7;ITGB3;PODN,anal_pc5_c21_S1.filtered.gene_spectra_score.k_9.dt_0_01.txt
9,1,MATURE_PIT,-2.7536481446303718,0.0,0.0,prerank,-0.6457473318352114,0.0,58/102,12.54%,SPINT1;GSN;ELF3;KRT8;GPX2;FCGRT;KRT19;TSPAN1;MYH14;SCNN1A;LGALS3;COL17A1;ABCC3;ALDH3A1;VSIG2;AKR1C3;TACSTD2;C15orf48;MUC1;CEACAM5;AKR1C2;LAMB3;HES1;IGFBP4;NQO1;IFI27;CREB3L1;RBM47;KLF4;FCGBP;ID1;MLPH;RNASE1;S100P;OCLN;ABCC5;TNFRSF21;MGLL;CA2;DSC2;EFNB2;MAL2;FLNB;VEGFA;CYP3A5;AKR1B10;SLPI;S100A14;KLF3;SPIRE2;TUBA1C;CSTA;NET1;FOXQ1;CYSTM1;CAPN8;RIPK4;UNC5B,anal_pc5_c21_S1.filtered.gene_spectra_score.k_9.dt_0_01.txt
9,1,PROLIFERATING_BASAL,-2.7439871766184636,0.0,0.0,prerank,-0.5709795474158182,0.0,154/219,25.94%,ITGB4;GPC1;GPX2;PKP1;AGR2;DST;CXCL14;ZNF703;KRT19;FAM3D;IGFBP2;CALML3;TP63;COL17A1;ALDH3A1;DPYSL3;ITGA6;CLCA2;TACSTD2;KRT15;LAMB3;FBLN1;HES1;MDK;IGFBP4;PITX1;SERPINF1;GLUL;ADGRG1;PRXL2A;TYMS;KRT17;OAF;SERINC2;SERPINB5;CDH3;GPNMB;PHGDH;A4GALT;PRSS23;CDK1;CENPU;TCF4;ADAM15;PTGR1;FAM3B;S100A2;TOP2A;IFITM3;ZWINT;ECT2;AKR1B10;CALD1;S100A14;TK1;PTN;TCF19;ANLN;LAD1;CDT1;UACA;SLC7A1;TPX2;TUBA1C;CSTA;TNFSF10;NUSAP1;KRT14;UHRF1;MKI67;PTPRZ1;KRT6A;GPSM2;HELLS;KIFC1;HES4;KIF23;CDKN2C;TIMP1;RRM2;CENPW;NCAPG;PTTG1;SERPINB13;TROAP;HMGB2;SERPINB3;FABP5;SNAI2;HEY1;AVPI1;BIRC5;SNCA;FHL2;PLK1;TNC;RHOBTB3;PRC1;LMO4;HMMR;CAV1;CKS2;CDC20;FERMT1;FANCI;CENPM;LMNB1;ORC6;PCLAF;CENPF;CCNB2;FAM83D;MT2A;CCNB1;FGFBP1;CEP55;KIF20A;NDC80;CDC45;GLTP;HJURP;CDCA3;SPC25;RND3;EZH2;KPNA2;SLITRK6;NSG1;MELK;NMU;CDCA2;ASPM;GTSE1;IGFBP3;FOXM1;NCAPG2;KIF11;TSHZ2;KIF2C;DLGAP5;SERPINB4;KRT16;MCM6;TTK;CAPG;NEK2;DEPDC1;CKAP2L;HEXB;LY6D;ARL6IP1;CENPA;ACOT7;CENPE,anal_pc5_c21_S1.filtered.gene_spectra_score.k_9.dt_0_01.txt
9,1,QUIESCENT_BASAL,-2.7190208542808967,0.0,0.0,prerank,-0.7420954151701056,0.0,30/41,17.26%,ITGB4;DST;CXCL14;KRT19;COL17A1;COL7A1;NTRK2;KRT15;LAMA5;LAMB3;GLUL;GPNMB;NFIB;FOS;IFITM3;DCN;FTH1;SLC1A4;DKK3;HSPA2;SLC7A1;IGFBP5;KRT14;MXRA5;CLU;JAG2;THSD4;TNC;CAV1;SLC7A2,anal_pc5_c21_S1.filtered.gene_spectra_score.k_9.dt_0_01.txt
