sample,cluster,ROGUE,n_cells,K
GSM4138116,2,0.9366232483801813,684,21
GSM4138156,2,0.962614903370207,628,21
GSM4138134,1,0.9438656231583631,623,21
GSM4138134,2,0.9864743961505087,586,21
GSM4138126,2,0.9859356983515349,552,21
GSM4138122,1,0.895174347250868,434,21
GSM4138128,1,0.895174347250868,434,21
GSM4138140,1,0.910194181259405,419,21
GSM4138120,1,0.8378425016215808,417,21
GSM4138123,3,0.7009461094009933,414,21
GSM4138132,1,0.925943971957783,411,21
GSM4138130,1,0.9310916085045385,371,21
GSM4138136,1,0.9006410945686603,360,21
GSM4138142,1,0.9078131961906086,356,21
GSM4138160,2,0.9655490242680486,339,21
GSM4138142,2,0.9761363295275384,329,21
GSM4138152,1,0.8579135942575212,328,21
GSM4138146,1,0.8897144652197698,325,21
GSM4138162,1,0.8948368119115147,320,21
GSM4138110,1,0.9314420486433461,318,21
GSM4138110,2,0.9811887511017077,303,21
GSM4138135,3,0.76283208927691,302,21
GSM4138166,1,0.8610968915386759,296,21
GSM4138138,1,0.908092357305219,291,21
GSM4138156,1,0.8997747820044723,285,21
GSM4138136,2,0.9761114304396762,280,21
GSM4138138,2,0.9788852858196198,279,21
GSM4138140,2,0.9833655365302604,275,21
GSM4138125,8,0.7133020664308143,262,21
GSM4138163,1,0.9008118143378857,239,21
GSM4138137,3,0.7998503232526512,239,21
GSM4138132,2,0.9907827340079723,228,21
GSM4138167,1,0.8970894690345603,224,21
GSM4138165,2,0.977425367004981,223,21
GSM4138165,1,0.8813485938148075,213,21
GSM4138135,6,0.7514866384729348,210,21
GSM4138130,2,0.985059424980984,207,21
GSM4138126,1,0.9342539629262859,204,21
GSM4138112,1,0.8820190119905594,199,21
GSM4138144,1,0.8415945911244669,197,21
GSM4138118,1,0.8771465516238116,190,21
GSM4138120,2,0.9431695651892983,190,21
GSM4138141,1,0.8313233213502962,189,21
GSM4138154,2,0.9666963203333512,188,21
GSM4138114,1,0.8688199266045347,188,21
GSM4138124,2,0.9752673281030394,188,21
GSM4138163,2,0.9773423745931478,178,21
GSM4138158,2,0.9824920003059741,172,21
GSM4138131,11,0.7680548270801386,171,21
GSM4138154,1,0.844223612581777,166,21
GSM4138162,2,0.9801562048767729,163,21
GSM4138166,2,0.9832689257050768,163,21
GSM4138114,2,0.9763299534929091,159,21
GSM4138112,2,0.9737432294618765,153,21
GSM4138124,1,0.9271239308533239,148,21
GSM4138160,1,0.8899019049173551,141,21
GSM4138145,1,0.8458593411449548,136,21
GSM4138146,2,0.9740630663196128,135,21
GSM4138152,2,0.968158664660679,133,21
GSM4138155,12,0.6323567044088538,132,21
GSM4138155,6,0.7295367373133725,131,21
GSM4138155,2,0.8395225408191487,130,21
GSM4138143,1,0.7980197445516449,122,21
GSM4138145,2,0.8586444405947372,120,21
GSM4138150,1,0.8881562593524339,118,21
GSM4138117,2,0.8260061513729318,117,21
GSM4138141,2,0.9591681607159066,116,21
GSM4138139,6,0.8109327971661595,114,21
GSM4138127,2,0.9202277064302561,114,21
GSM4138128,2,0.9894196169866205,111,21
GSM4138122,2,0.9894196169866205,111,21
GSM4138131,5,0.8771365093189191,110,21
GSM4138161,5,0.8029172479093281,110,21
GSM4138111,1,0.7707760356625328,108,21
GSM4138167,2,0.9868354511354529,106,21
GSM4138131,3,0.7795877195803211,102,21
GSM4138148,1,0.8342609234577643,102,21
GSM4138158,1,0.9055228246866729,101,21
GSM4138118,2,0.9600482862607413,100,21
GSM4138137,6,0.7846049077167814,99,21
GSM4138144,2,0.9781101245181536,98,21
GSM4138139,1,0.825111267242813,96,21
GSM4138139,3,0.7875085088423924,90,21
GSM4138135,1,0.8807181282992996,88,21
GSM4138137,2,0.8911541723996441,86,21
GSM4138161,1,0.783527751406423,84,21
GSM4138121,6,0.7214465727220122,84,21
GSM4138131,1,0.8822623487759879,82,21
GSM4138164,1,0.8555194771745357,82,21
GSM4138139,2,0.8805947546730839,80,21
GSM4138148,2,0.9813561368209613,76,21
GSM4138127,6,0.8381150413557202,75,21
GSM4138164,2,0.9767263737352135,74,21
GSM4138137,15,0.8575309546322201,74,21
GSM4138133,1,0.8594473980265721,74,21
GSM4138141,5,0.8862585364796602,74,21
GSM4138129,1,0.8246350330624683,73,21
GSM4138150,2,0.9708493553262544,71,21
GSM4138125,1,0.8052807588897668,71,21
GSM4138125,2,0.93599845271092,70,21
GSM4138133,3,0.7567611162621585,68,21
GSM4138111,5,0.8788894513005281,66,21
GSM4138161,2,0.9167498928075843,65,21
GSM4138131,13,0.7990874504346135,64,21
GSM4138145,10,0.8394021663322669,61,21
GSM4138115,1,0.8587446225573416,60,21
GSM4138155,1,0.8134910403139003,60,21
GSM4138135,2,0.9382343359814768,59,21
GSM4138127,7,0.7185811916062347,59,21
GSM4138139,16,0.954392453358975,59,21
GSM4138113,1,0.8076852986700419,58,21
GSM4138117,3,0.816987200982742,56,21
GSM4138139,8,0.7964057840295904,56,21
GSM4138111,7,0.6977790808639468,54,21
GSM4138141,3,0.8095391463754179,54,21
GSM4138155,8,0.7279636375708345,53,21
GSM4138145,4,0.8621912430293349,52,21
GSM4138155,5,0.822255839416768,52,21
GSM4138129,2,0.9322242419148496,52,21
GSM4138133,7,0.7612629542355469,51,21
GSM4138141,13,0.8402272376229935,51,21
GSM4138117,9,0.7528880111492635,50,21
GSM4138123,5,0.9006334149339715,49,21
GSM4138127,9,0.7834732292485694,48,21
GSM4138143,2,0.9262833461799314,48,21
GSM4138137,1,0.8997269505122689,48,21
GSM4138123,7,0.6556756922294183,47,21
GSM4138143,5,0.8663886831149841,46,21
GSM4138119,4,0.7210412803830143,46,21
GSM4138145,5,0.9147704153933427,45,21
GSM4138157,1,0.8544582139475267,45,21
GSM4138131,6,0.8110671320578012,44,21
GSM4138117,1,0.8190488345461653,44,21
GSM4138143,13,0.8351988233100984,42,21
GSM4138127,11,0.8567975843277789,41,21
GSM4138125,3,0.8489476328081179,41,21
GSM4138131,7,0.7113424853183925,40,21
GSM4138145,12,0.70183891841735,39,21
GSM4138125,14,0.7686268263078344,39,21
GSM4138161,12,0.698527152220006,37,21
GSM4138131,2,0.9413277840951755,35,21
GSM4138135,15,0.9359261865557759,35,21
GSM4138137,8,0.8114995792581534,34,21
GSM4138113,5,0.8917952455170237,34,21
GSM4138161,6,0.8738270608620392,33,21
GSM4138123,6,0.845702450930095,33,21
GSM4138137,9,0.763892277070138,33,21
GSM4138129,3,0.8631177493054079,33,21
GSM4138121,2,0.8812646095697021,33,21
GSM4138155,3,0.8377838347088374,33,21
GSM4138143,16,0.9499099441330963,31,21
GSM4138141,11,0.8884220539168598,31,21
GSM4138139,7,0.7691755799779445,31,21
GSM4138147,5,0.8800969637734649,31,21
GSM4138111,2,0.8670242370104428,30,21
GSM4138159,2,0.9595403548996321,30,21
GSM4138141,7,0.7230595137573541,29,21
GSM4138135,13,0.9292739378036523,29,21
GSM4138127,5,0.9158744103568629,29,21
GSM4138111,16,0.8570514282209254,28,21
GSM4138129,8,0.8382927027679009,27,21
GSM4138129,6,0.8476293355621068,27,21
GSM4138141,12,0.7922067208337917,27,21
GSM4138123,1,0.8879949040746136,26,21
GSM4138145,6,0.9120479395536156,26,21
GSM4138129,5,0.9522192501682015,25,21
GSM4138131,4,0.9348764651517886,25,21
GSM4138127,1,0.9525733619695291,25,21
GSM4138127,18,0.9401290714402372,24,21
GSM4138159,1,0.9125248980656183,24,21
GSM4138135,7,0.8296089838111499,24,21
GSM4138112,5,0.960475000321927,24,21
GSM4138155,13,0.853798215465872,24,21
GSM4138160,5,0.9637168406872293,23,21
GSM4138113,2,0.9446278699789538,23,21
GSM4138123,13,0.8939152823887438,23,21
GSM4138139,5,0.9333160959033334,22,21
